Gauche,Début,Texte,Label_modele,Label_spacy,Fin,Droit
ieur est sans doute un ami de ,6140,M.,PER,,6142," Kandal,
me dit l'hotetiere co"
 même prénom : il s'appelle ,6606,Cicorges,PER,LOC,6614,",
ccomme vous savez - Cieoroes"
"Cicorges,
ccomme vous savez - ",6636,Cieoroes,LOC,,6644,". Randal. - Fh! bien,
huisque "
rs jours. C'est la plus belle ,6821,Cham,PER,,6825,"
bre de la maison, ali.bremier"
" pour erracher les dents.
I
4
",8146,Vant,MISC,PER,8150, mieux que Tout ca passe Franc
"e coin, la
C'est la valise de ",8282,M.,PER,,8284, Randal : il n'a pas voulu l'e
"ire à Monsieur.
lesquisse un ",8695,Sourire,LOC,MISC,8702,".
.
I
 l'ai été tres salisfa"
"e que contenait la valise de.
",8986,M.,PER,,8988," Randal. Curiosité malsdine,."
"t sortir, je n'ai.
pas. voutu ",10110,Eaisser,PER,,10117, irainer sur une Lable le manu
p. dans une maison pareille - ,10598,Mne,PER,,10601,"
maison ou l'on était si bien"
"́ la
lecture des mémoires de ",10861,M.,PER,,10863," Randal . L'appellerai-je
Mons"
"omment faire? Le renvoyer
bar ",11146,la.poste,PER,,11154," ? Empossible, mon départ pre"
"e? Le renvoyer
bar la.poste ? ",11157,Empossible,PER,MISC,11167,", mon départ précisilé a di"
"ns un coin. Bien grand Merci.
",11461,LLerapsorier,LOC,MISC,11473," moimême, avec quelques plais"
"Je le
Parde, le manuscrit. Le ",12260,le,LOC,,12262," ourde ou, plutot, je le vole
"
"le
Parde, le manuscrit. Le le ",12263,ourde,LOC,ORG,12268," ou, plutot, je le vole
I
AVAN"
" corps d'un malandrin, Sur le ",12888,Chevalet,LOC,,12896," de Lor
ture. de la tailler, d"
"s
boint comment il écrit, ce ",13528,Voleur,PER,MISC,13534,"-la ; mes phrases n'en-
ttrent"
"onnage, un ancien élè̂ve de ",13903,lHcole,LOC,,13909," Polptechnigue,
par exemple. q"
"lume, aurait dit.
Son fait au ",13991,Voleur,PER,MISC,13997,. Il aurait suffi de le faire 
" n'ai pas voulu créer ce per
",14242,Sonnage,MISC,,14249, Svmpathique. Aprés avoir éc
" cons-
Ctemoi qui ai voté le ",14483,Voleur,PER,MISC,14489,", je ne puis ouere de Retrir.
"
"ofybyppte
1.11 A 21 1 ta11.
A ",14868,Aiits,PER,LOC,14873," s tos  Ilo2I d A Indion
AVANT"
"ien pres dêtre
récompense..
",15676,Orpheline,PER,,15685," de par la loi :.
 LWIl. - Enk"
"s !.
PLTTIE
2
 237.
 750
 262
",15751,IVr,PER,LOC,15754,. - Combindicons machiavelique
"TTIE
2
 237.
 750
 262
IVr. - ",15758,Combindicons,PER,,15770, machiaveliques ct Jcurs réou
"-
 PABIE DES CHAPITRES
HIR. - ",15847,Evenements,PER,,15857," completement inaitendus.
HR. "
"s... I.
HVI. -- Geneviève de ",16174,Brabant,PER,,16181,".
HVI. - Lerepentir fait oubli"
" savaieni sy prendre .
TRR. - ",16344,Conclusion,PER,,16354, provisoire . Cothmle 1outes l
RR. - Conclusion provisoire . ,16368,Cothmle,PER,LOC,16375," 1outes les
Couclusions
7
232
"
"ovisoire . Cothmle 1outes les
",16387,Couclusions,PER,LOC,16398,"
7
232
308
324
338
363
375
384"
"erbe, avec une santé Roris
i ",16837,Sante,PER,,16842,", vivre seuls J He pas avoir d"
"fortune Amassée, ou irdtelle ",17045,JErles,PER,MISC,17051,"
bons exemples a léguer, le f"
" d'attendre davan
D
N
TaGe.
- ",17347,Lecure,PER,LOC,17353," aussi:
 Un des prenliers pré"
"
- QOui, oui, il vous faut un ",17473,Cntant,PER,MISC,17479,".
dd-
LE VOLEUR
Ths bien, puis"
"onde le veut, cest
bon.ils en ",17552,Aurontun,PER,LOC,17560,".
.
s. Vont.
Je me presemte : "
"est
bon.ils en Aurontun.
.
s. ",17567,Vont,PER,MISC,17571,".
Je me presemte : rués. pien"
couronnes qui mne déchire le ,19359,front,PER,,19364," et m'égrd.
tigne les orcille"
"s d la sauvagerie, si jétais
",19590,Moins,PER,,19595," rAisonNable.
i Wais je suis r"
"mtle ct lon d cucori toute la
",20218,Candeur,PER,,20225," de l'entance.
Candeur !... Mo"
"oute la
Candeur de l'entance.
",20240,Candeur,PER,MISC,20247, !... Mon enlanre ? Jene me ra
 devant le tableau noir qui d ,20873,Servi,PER,ORG,20878," de fond a
la tristesse de mes"
"moire dans tous les coins de.
",20996,Notre,MISC,,21001, mdison de Paris : dans les al
ches et que j'arracherais des ,21249,Reurs,PER,MISC,21254,", oil lec rosiers
ont des éti"
niquets chargés de pavés de ,21784,Reirs,PER,LOC,21789,", de ;
porcelaines utiles et d"
"ancoliqnes, il s'est i
Mis Cn ",21862,Colere,LOC,,21868,".
 Ju vas voir, dtil dit, que "
it dresser le chien contre la ,21968,Machine,PER,,21975," et la lui
A fait mnettre en m"
"ndu qui disait a ma mère .
- ",22592,Cesont,PER,,22598," des souteneurs, tusai.
 Jai d"
"re m'a procuré uve joic plus
",22847,Grave,PER,LOC,22852,. Il m'a fait voir Cambertd. C
" plus
Grave. Il m'a fait voir ",22871,Cambertd,PER,LOC,22879,". C'érait au Palais de
Versai"
 se tenait alors l'Assemblée ,22947,Wationdle,PER,,22956,".
La seance élait ouverte qua"
"and nous Soimtnes Cntrés,
In ",23015,monsieur,PER,,23023," chauve, forrikie d'un gilet b"
l disait que le mais est tres ,23111,Mauvdis,PER,,23118," pou
les Chevaux. J'di cru que"
"rtout. Il en est plein. Je le
",24071,Vois,MISC,PER,24075," bien, d préseut, mais, tout "
"e tourne vers moi.
 Le voild, ",24758,Cammbetta,MISC,LOC,24767," ! Piens, 22, lil
Qui, c'est l"
"s moi.
 Le voild, Cammbetta ! ",24770,Piens,PER,LOC,24775,", 22, lil
Qui, c'est lui, c'es"
"ette.
 C'est bien dommage que ",25301,Cambetta,PER,LOC,25309," n'ait pas
parlé, dis je a mo"
"s
parlé, dis je a mon père, ",25348,Comlne,PER,,25354," Mous SortonS.
 La parole est "
", au moins quelquelois. Et le ",26586,monsieur,PER,,26594,"
4
d

N.
LE VOLEUR
 chauve, en"
"s, me représenter Un homme d'",26875,Etat,LOC,,26879,", cest
Son visage que j'évoqu"
"ent justi
hées, ce n'est pas ",27067,Cammbettd,PER,LOC,27076,", ni meme M. Thiers, qui
Syimb"
"tte ld
France dans le Kacre a ",27281,Louis,LOC,,27286," Philippe, dont la blan-
chiss"
"ois, qui dit tou
Jours que le ",28564,Code,LOC,,28568," estformel.
 Le Code est forme"
"lles, lait des ligd
Tures auy ",28885,Consonnes,PER,,28894,".
-- Le. Code estformel
i J'é"
"nnes.
-- Le. Code estformel
i ",28920,J',PER,,28922,"écoute C2, plein d'une sombre"
"in d'ocil, men d radicalement
",29339,COwrige,PER,MISC,29346,".
. Mne faut pas mangertes ong"
" mange ceux des autres, si tu ",29500,Veur,PER,,29504,"
etsi tu peun, mdis les tiens "
"ns la bibliothèque,
fisir un ",30211,Code,LOC,MISC,30215,", le cacher sous md blouse et "
"s d menor-
Gucillir. Won, Ali ",31028,Baba,MISC,PER,31032," n'd point éprouvé, cu pers."
"e
fruit détendu, du jardin d'",31252,Eden,LOC,,31256,", avec une emotion plns
Grande"
"rand père sourit.
 Tu lis le ",32303,Code,LOC,MISC,32307," ! Gat'amuse, de lire le Code "
" m'arnuse pas, certai
nement: ",32416,Mldis,PER,MISC,32421, Ca m'intéresserait sans ducu
"lire , il faut savoir lire le ",32681,Code,LOC,MISC,32685,". Ce quil faut
lire, dans celi"
"st Cd..
Ttilpose son doigtsur ",32803,la,PER,,32805," Mdrge.
i Pres veré, je fermn"
"Cd..
Ttilpose son doigtsur la ",32806,Mdrge,PER,LOC,32811,".
i Pres veré, je fermne brus"
"nt le volume. Moni
Grand perc ",32876,Sourit,PER,,32882," Cncore.
 Il faut avoir des é"
"ns, Cesttout,
Cequiresterd de ",33012,la,PER,,33014," Bociete.
Bon, bon. Mous verro"
" Cesttout,
Cequiresterd de la ",33015,Bociete,PER,,33022,".
Bon, bon. Mous verrons Cd.
J"
les domestiques. I pardit que ,33775,M.,PER,,33777," Dubourg s'est
malconduit... L"
"r devant
Mol.
 Dubourg peutse ",33995,Ratter,PER,,34001," d'avoir de la chance,
ditil a"
"u
cun prétexte, Échapper du ",34265,Chatiment,PER,,34274,".
 Jamais, dit ma mère. Mais "
"xte, Échapper du Chatiment.
 ",34277,Jamais,PER,,34283,", dit ma mère. Mais on dura c"
" on dura cu égard 2
Sond9e.
 ",34333,Belle,PER,,34338, excuse ! Raison de plus pour 
"ard 2
Sond9e.
 Belle excuse ! ",34348,Raison,PER,,34354," de plus pour n'avoir pas
depi"
tretenir ed !... Coinmesous l',34627,Emmpire,PER,,34634," ,Comme
Sous Louis KV I... Et,"
"uconrageant pour les honnetes
",34856,Gens,MISC,PER,34860,", dit ma Mnère. On Éprouve u"
" ordres, ici. Et quant d toi,
",35173,Ceoiges,PER,LOC,35180,", si par hasard tu rencontres "
" son journdl, je vois arriver
",35441,M.,PER,,35443," Dubourg. Id domestique, par b"
"lient par le brds.
 Reste la
 ",35809,M.,PER,,35811, Dubourg parle depuiscing minu
"épondrien.
Rien, pas un Mot.
",36032,M.,PER,,36034, Dubourg continue. Il dit que 
"epuis vingt dl5...
 Silence.
 ",36398,Iditquila,PER,,36407, éré un grand misérable de 
"ne l'ercuse
pas d présent... ",36524,Mdis,LOC,PER,36528, qu'il avait espèré qu'on co
"us importuner plus longtemps, ",36941,M.,PER,,36943," Randal: je vais
Yous quittet."
"n ld.
Adicu, Monsieur.
alors, ",37132,M.,PER,,37134, Dubourg est parti. Il s'en co
"autre avec une ironie un peu.
",38244,Merwcuse,LOC,MISC,38252,. Je suis porté a croire que 
déshériter completement. Le ,38817,Code,LOC,MISC,38821," est formel.
dd-
i. LE CCUR D'"
s général. Je nesuis pas un ,39036,Canere,PER,,39042," -- nou,
Cc'esttrop diflicile "
" présent, qui veille sur mes
",39446,Jennesannees,PER,MISC,39458,". Mles parents sont morts, ct "
"rts, ct il m'a été :
Conné ",39510,Comline,PER,,39517," THICNE.
- Une tutelle parcill"
"nées et transformées cn ran
",40752,Ccunes,PER,,40758,", ne gernierdient point des ha"
"ne Serdi pas riche ; je serai
",40974,Deut,MISC,,40978," Etre I pAuVTE.
J'ai peurdetre"
". Les robes de sa fille, ma
i ",42255,Cousine,PER,,42262," Charlotte, qui commence d por"
"bes de sa fille, ma
i Cousine ",42263,Charlotte,PER,,42272,", qui commence d porter des ju"
"mence d porter des jupes -i
i ",42311,longues,PER,,42318,", c'est moi qui les paye, et l"
" paye, et l'argent qu'il me i
",42367,Lonne,PER,LOC,42372,", toutes les semaines, c'est l"
", cher lui, le dimanche, les
 ",42530,Morceaux,PER,,42538," m'étranglent, j'étoutte de "
"e. Oh I lironie de cemotld!..
",43764,Education,MISC,ORG,43773,. Ld Chaese dux instincts.. On
"noi - et tant pis pour moi
Si ",45559,Cestun,PER,,45565, épouvantail qui gisdit sous 
"mbre, il n'emporte :
plus les ",46406,Reurs,PER,,46411," des plantes, il charrie les o"
"Scilavant, ni pardon apres. - ",47806,Jesais,PER,,47812," que les années
que je dois e"
"protesseurs, catjene
Suis p2s ",49502,Comine,PER,,49508, beaucoup d'autres enfants qui
"es senti
MnenLS inCKprImeS.
i ",49784,Ensuite,PER,,49791,", ce n'est pas désagréable d"
"ds donc cetre Elistoire f
des ",50071,Morts,PER,,50076," - Tout Cd, c'est les procès "
"procès verbaux des.
vicilles ",50128,Morques,PER,,50135, - cette tlistoire des Morts q
Morques - cette tlistoire des ,50158,Morts,PER,LOC,50163," qu'on i
nous cnscigne en déd"
igne en dédain des Actes des ,50211,Vivants,PER,,50218," -
CotIe on nous Condainne d l"
"lis beaucoup de papier, et je
",50634,Gache,MISC,PER,50639," beaucoup dencre pour faire, d"
"cre pour faire, du contenu de
",50682,Volumes,PER,,50689, généraleinent Conscienciens
"nu de
Volumes généraleinent ",50706,Conscienciens,MISC,,50719," et quon trouve
paTtont, des t"
"ivres qui
nous plairaient, et ",51114,Comnme,PER,MISC,51120, il nous plairait... Ouest. Ce
et Comnme il nous plairait... ,51141,Ouest,PER,LOC,51146,". Ce
Que je sauri, quand je so"
"d la victoire de
Cicéron sur ",52194,Catilind,PER,MISC,52202,", et aussi au triomphe de Cés"
"u triomphe de César.
lempire ",52244,Rornain,PER,,52251," sétablit, i md Srande joic ,"
"mpire Rornain sétablit, i md ",52268,Srande,PER,MISC,52274," joic , cétair
nécessdire, u"
etre juste: les invasions des ,52387,Barbares,PER,MISC,52395," ont
cu du bon, pourquoi pas ?"
ricront éternellement Contre ,52499,Cu,LOC,,52501,", Ct
que c'est fortheureny que"
" Ct
que c'est fortheureny que ",52532,Jeanne,PER,,52538," d'Arc les dit chasses
de Fran"
 i un grain de sable : Que la ,52655,Revolution,MISC,,52665,"
trancaise fut un grand mouvem"
"ort Raphael pour
les loges du ",53095,Vatican,PER,LOC,53102,", que j'ignore : MichelAnge,
p"
"'ignore : MichelAnge,
pour le ",53139,Jugement,PER,,53147," Dernier, que je n'ai jamais V"
" MichelAnge,
pour le Jugement ",53148,Dernier,PER,,53155,", que je n'ai jamais Vil.
Boil"
que Molière est supéricur a ,53273,Chakicspeare,PER,LOC,53285,"
et que si les francais n'ont "
"eine épique,
cesi la faute i ",53354,Voltaire,PER,MISC,53362,". Je distinque soigneusenient
"
"ifut
angere heses l.. Thonore ",53473,Erantlin,PER,,53481,".
C'est bon. Mais, puisquil fa"
"e te leement  eisinces,
a dit ",54058,Emnerson,PER,LOC,54066,", ct le monde entier viendra a"
"nt rendue dpre,. Et mes rages ",54306,Mornes,PER,MISC,54312,", im
placable. Et puis, clle m"
"emient l'intensite du teytc.
 ",55233,Jescrre,PER,LOC,55240," le texte : je l'etripe , je l"
"l'autre , n'ayer. pas
Neriote ",55336,Mosese,PER,,55342, (d dete minre de eueveeusiée
"pede libero, avec un dipldmne ",55729,Ratteur,PER,LOC,55736," et fort
utile sous le bras, t"
"re
est ouverte dun talents...
",56042,Mon,PER,,56045," oncle s'amuse un peu, en me d"
 des yeuz couleur d'acier. Sd ,56179,Ligure,PER,LOC,56185," J Um ta
bleau de ponctuation "
"́tudes , tu con-
Mais la vie, ",56699,Choisis,PER,MISC,56706,".
Nou, je ne conndis pas la vi"
"ation.
Peutètre autre chose, ",57332,Aussl,PER,MISC,57337,". J'ai cu le temps de
 m'en ap"
oule de crimes mne Faudrd-til ,58288,Comiettre,LOC,,58297," ?...
Quatorre ans ! Mais Cd p"
aurais micun dime tresser des ,58704,Chaussons,PER,MISC,58713," de 1i
sières que de monter l"
e de monter la garde... On ne ,58760,Me,PER,,58762," Mettrait
pointcn prison sans "
"ujours lui qui fait la votre.
",59419,M.,PER,,59421, Lssacar compte begucoup sur m
mitie intelligente libremient ,59561,Choisie,PER,,59568,",
lorsquon n'A connl pendant l"
" hasard des promnis-
cuités. ",59682,M.,PER,,59684, Issacar est un homnmnc habile
"m'i cxposé des plans dont la
",59783,Conception,PER,,59793, dénote une Viste expérience
"ont la
Conception dénote une ",59806,Viste,PER,,59811," expérience. Il n'est guere
i"
"ien, iaiscela n'interesse per
",60920,Sonne,PER,LOC,60925, et ne vous assure aucun titre
" demain, faitesvous faire des ",61498,Cartes,LOC,,61504," de
Visite. Creer.yous ingéni"
"aitesvous faire des Cartes de
",61508,Visite,PER,,61514,. Creer.yous ingénicur. Vous 
"oyer, m'a dit lssacar, que ca ",62788,Marche,PER,,62794,"
Comlmne sur des roulettes. Ia"
" mnordle, était basécsur
Sa ",63881,COsthogonie,LOC,MISC,63892,. Le vicun Système de Proleme
nent qui n'a plus de base. Ia ,64084,Mordle,PER,LOC,64090,"
doit évoluer, comne tout le "
"correcte devant le
eriterinmn ",64732,Conserve,PER,MISC,64740,", prend les allures d'une pror"
"pas voler. o Et dans
Quicèse ",65060,Megceule,PER,,65068, Cate 1 ue Mosniceies tes e e 
". o Et dans
Quicèse Megceule ",65069,Cate,PER,,65073, 1 ue Mosniceies tes e e diene
"s
Quicèse Megceule Cate 1 ue ",65079,Mosniceies,PER,,65089," tes e e diene
 indiquent la d"
"ai visiré les pré i
toires. ",65565,Monsieur,PER,,65573,", C'estabsolument piteux. Mais"
 iente edesierdoler e tasieud ,66197,Mmreraies,PER,,66206," eo e Seus
d'aujourdhui n'est "
"́prise pas ton corps i,
A dit ",66400,Esaie,LOC,,66405,". Monsicur, je ne connais poin"
"pas ton corps i,
A dit Esaie. ",66407,Monsicur,PER,,66415,", je ne connais point de parol"
"point de parole
plus haute. - ",66461,Riche,LOC,,66466," ! ne méprise pas ton corps, "
"ou prochain sans mépriser to
",66710,Corps,PER,,66715,. Pauvre ! ne méprise pas ton
"ornent qu'il est
obligatoire. ",67740,Obligatoire,LOC,,67751, ! tout l'est d présent. inst
" un Mauvais tour
de la part d'",68803,Issacar,PER,MISC,68810, : je ne redoute pas qu'il veu
bstacles incurmnontables. Ies ,69644,Contrastes,PER,,69654," qui
Se heurtent cn lui, et fo"
"même, dit Proudhon, mais les ",70105,Cheveur,PER,LOC,70112," ne
désirent pas le bien du p"
"Mlais je ne suissur
de rienl. ",71122,Mon,PER,,71125," oncle, qui me fait une pensio"
"s je ne suissur
de rienl. Mon ",71126,oncle,PER,,71131,", qui me fait une pension depu"
"d
Montareuil, que mnd cousine ",71865,Charlotte,PER,,71874," Va se Marier.
fas un mauvais "
"le, au comtraire, mais un peu
",71938,Maif,LOC,ORG,71942,", un peu gnan gnan - un khle d"
"nsoir, et me diri demi
VOiK:
 ",72881,Viens,PER,,72886," apres demain matin, A dix heu"
"mptes de turelle. Bois Cxact.
",72975,Diable,MISC,,72981, ! Il paraitique c'est pressé
"on oncle rient E
sdns doute d ",73044,Savoir,PER,,73050,", avant de conclure déhnitive"
"en règle, correct, légdl...
",73470,Mon,PER,,73473," oncle, c'est un hommme d'ordr"
"ègle, correct, légdl...
Mon ",73474,oncle,PER,MISC,73479,", c'est un hommme d'ordre, une"
"s dominantes .
lOroueil et la ",73747,Luzure,PER,LOC,73753,", dont la somme, toujours, est"
"hevrotante du tauxbonhomine :
",74444,Cllesonne,PER,LOC,74453, comnme le ricanenlent du carn
e ricanenlent du carndssieren ,74492,Cage,LOC,MISC,74496,", :
mais ras dommpté, qui a b"
" de la civilisation, son etat
",74713,Criminci,PER,LOC,74721, latent (qui lui laisse dans l
"m leurs chevsux plutot que de
",75231,Jeur,PER,LOC,75235, donner une musctte d'avoine. 
"sait bien
que ce n'est pas Sd ",75523,Cassette,PER,MISC,75531," qui d de besux yeux, Car
il s"
toil les trouver quandil en d ,75665,Soif,LOC,,75669,".
Tisi, pir immpossible, on lu"
" pent creer
et qui peut tuer, ",76229,Conne,PER,,76234, la reincarnation existante et
"es forces des autres, et la :
",77565,Iurure,PER,LOC,77571,", qui lécarterait sans cessc "
"i
siere : fort jolie surtout. ",77921,Mon,PER,,77924," oncle, le leademain du
 maria"
ere : fort jolie surtout. Mon ,77925,oncle,PER,,77930,", le leademain du
 mariage, pr"
"uzure, que la séniliré exd-
",79812,Pere,MISC,PER,79816," en horteur.
N
Mais cenestpas "
"
etre. Un jour, prochain sans ",80239,Joute,PER,MISC,80244,", il arracherd le.
mdsque. et "
"barrières de la
tnorale sans ",80436,Sanction,MISC,LOC,80444,. L'amnour.de l'argent quiseul
"terd da-

36""
. LE VOIEUE
---
",80600,Vantage,PER,MISC,80607, son inpuissance d le satisfai
"oismne jusqu'a la prodigalire
",81049,Stupide,PER,MISC,81056,", et qui voudrd, en dépit de "
" tristes du MoyenAgc. Combien
",81208,Jeutil,PER,LOC,81214,", derrière la pierre des donj"
"uints avortés. eni
Cilles de ",81863,Rais,MISC,,81867,"...
Se voir réduit d spécule"
est proche ou l'autorité des ,82175,Manicurs,PER,MISC,82183," dor
va balayer toutes les aut"
 bienfaisance et soutient des ,82760,Ceuvres,PER,MISC,82767," philan
thropiques. I fait du "
"clui, et lorsqu'il a dir
 a l'",83332,abbe,PER,,83336," Eamargelle qui, depuis quelqu"
s cutreprises charitables : a ,83427,Dites,PER,,83432," moi,
l'abbé, ne pourrierYous"
"l ne
faut pas plaisanter avec ",83731,M.,PER,,83733," Urbain Randal.
Mais Ga, c'est"
"e
faut pas plaisanter avec M. ",83734,Urbain,PER,,83740," Randal.
Mais Ga, c'est une re"
pas plaisanter avec M. Urbain ,83741,Randal,PER,,83747,".
Mais Ga, c'est une règle qu"
"les mécomptes, dénombre les
",84181,Crreurs,PER,MISC,84188,", waigue les illusions, disseq"
s actes. C'estle ingement des ,84277,Morts,PER,MISC,84282,".
les mains dures font craquer"
a Sentence en conndissance de ,84470,Cause,LOC,,84475,". Widis je ne VeuK
pas les lir"
"es memioires in Memo-
riam. - ",84555,Leurs,PER,,84560, chiffres signihent autre chos
imés sans doute ct peut etre ,84822,mont,PER,,84826," aimé aussi:
ils disent des c"
"cllerouge, cornés aux coins,
",85173,Jaunis,PER,LOC,85179," par le temps, pleins d'une od"
". Mlain-
tenant, passons d Md ",85378,Gestion,PER,MISC,85385,".
Tlle a été toute naturelle"
"e,
Echoue misérablement. Mon ",86163,oncle,PER,,86168," (ou plutot mon d7
Sent) en a "
"e a la
Gorge et lui crier : A ",87479,Menteur,PER,MISC,87486,"! Voleur! n Cestdu
jourd'hui, "
"d fortune, d ch cxpliquer les
",87810,Ructuations,PER,LOC,87821,. Mais sd voix n'est plus la m
"ations, d des injures,
i plus ",87973,peutè̂tre,PER,LOC,87983,", et il était pret a leur fai"
"our
moique ce désastre de la ",88425,Banque,MISC,,88431," Turopcenne... Jiii
pense que "
que ce désastre de la Banque ,88432,Turopcenne,MISC,,88442,"... Jiii
pense que lorsque tu "
"science..
Je ne réponds p25. ",89560,Mon,PER,,89563," oncle reprend:
 J'ai donc, an"
"nce..
Je ne réponds p25. Mon ",89564,oncle,PER,,89569," reprend:
 J'ai donc, anjourdh"
alcurs ne sont pas cotées en ,90028,Bourse,PER,LOC,90034,",
hi memne en Banque. Lorsque "
"otées en Bourse,
hi memne en ",90048,Banque,LOC,ORG,90054,. Lorsque je m'en suis rendu d
"ilence, c'est linconnu, ct sd
",90709,Mature,PER,MISC,90715, nctveuse ne peut pas supporte
"nir. prs ll veur la braille.
 ",90852,Mon,PER,,90855," oncle, dis je en prenant une "
" prs ll veur la braille.
 Mon ",90856,oncle,PER,,90861,", dis je en prenant une plune,"
une grace en me disant que tu ,91142,Acceptes,LOC,,91150,",
et je ne veuz pas quon me fa"
"pas quon me fasse grace, moi.
",91196,Mon,PER,,91199," oncle, ne faites aucune atten"
"quon me fasse grace, moi.
Mon ",91200,oncle,PER,MISC,91205,", ne faites aucune attention d"
"chant
d percer mon front et d ",91560,Scruter,PER,,91567," md pensec.
 J'ignore ce que t"
espect pour toutes les choses ,92130,Etablies,PER,ORG,92138," , toutes les
42
LE VOLEUR
reg"
" escient. Rappelle toi
Que le ",92608,Petit,PER,,92613, Poucet A retrouve son cheinin
"in.
Qui, je me souviendrai de ",92768,Ga,MISC,LOC,92770,". Et je saurdi, dussi,
que le "
"pendarme, qui terrorise la cd
",92899,Maille,LOC,,92905, au prohi de rres vil et tres 
 de rres vil et tres puissant ,92944,Scigneur,PER,,92952,"
Prudhomme de Carabas.
- Viend"
"uissant Scigneur
Prudhomme de ",92966,Carabas,PER,,92973,".
- Viendras tu ce soir chez l"
 Viendras tu ce soir chez les ,93006,Montarenil,PER,MISC,93016,". me
Lemande mon Oncle.
 Non, "
"e crois pas.
 Ju le devrais : ",93080,Mme,PER,,93083," Montareuil est Charinante
pou"
 devrais : Mme Montareuil est ,93099,Charinante,PER,MISC,93109,"
pour toi et Edouard est encha"
"i, mais pas avant dix heures.
",93472,Mtme,LOC,,93476, Mlontarenil est une personne 
" trouvent incoimmodés.
 Oui, ",94079,Monsicur,PER,,94087,"...
N.
Mononcle paile de Vinte"
"sicur...
N.
Mononcle paile de ",94112,Vintention,MISC,,94122," qu'il a de faire re-
nnonter "
otte plusicurs des bijoux que ,94192,Muid,MISC,PER,94196,"
laisses S2 Mère.
Cuclle chos"
" chose incompréhensible, dit ",94251,Mtme,LOC,PER,94255," Mon-
tareuil, que ces perpét"
