Gauche,Début,Texte,Label_modele,Label_spacy,Fin,Droit
"oi, je t'en supplie... au

.. ",137846,Moins,PER,,137851, pendant quelque temps... Tu t
je vais prendre le train pour ,140124,Bruxelles,PER,LOC,140133,", quel-
qu'un me frappe sur l’"
"oncle est un
homme aimable et ",140566,Mi,PER,MISC,140568,": Charlotte est absolument
cha"
"areuil est bien affecte.

— J'",141115,espère,PER,,141121," qu’il se consolera, avec le t"
"olera, avec le temps.

— Je l'",141165,espère,PER,,141171, aussi. Le temps... les distra
"ur. Nous nous retrouverons, j'",141840,espère,PER,,141846," ; je fais
même mieux que de l"
"ac x

ET T AE

OU COURT-IL

— ",143296,Naturellement,MISC,,143309,", si vous essayez d'expliquer "
"ix-huit siècles, au sommet du ",144617,Golgotha,PER,MISC,144625," : le
_ Jarron légal à droite,"
 un paradoxe abominable que d’,145832,affirmer,PER,,145840,"
qu'il n’y a point d’honnèêtes"
"ase la liberté ab-
solue de l’",150612,Individu,PER,MISC,150620, ; de la bloquer dans sa Cité 
"u'avait déjà tenue Jérémie, l’",159992,Individu,PER,,160000," la porte sur
R poitrine, aujo"
"isse, pour créer un port
à La-",165971,Chaux,PER,,165976,"-de-Fonds; seulement, il faut "
t j’écoute le moins possible. ,169834,Mon,MISC,,169837," Dieu !
Mon Dieu ! pourvu que "
"le moins possible. Mon Dieu !
",169845,Mon,MISC,,169848, Dieu ! pourvu que ça ne dure 
" l’honnête industriel. | |

— ",170319,Monsieur,PER,,170327,", lui dis-je, le tableau que v"
"n vite.

5*

S2 LE VOLEUR

— ",171909,Mon,MISC,,171912, Dieu ! dit l'industriel dont 
"nous l'ap-
prend. La science, ",173022,Monsieur,PER,MISC,173030,"! La main-d'œuvre est
pour rie"
"ne pas
confier son argent aux ",176612,Banques,PER,LOC,176619," et de le garder chez

soi. C’"
" TE +
AM EE ts = À: v Dors où ",179880,Lens,MISC,LOC,179884,"
‘ e : « - ne —. LS
1 Fr : 4

"
"e faire connaître ce soir.

— ",180436,Volontiers,PER,MISC,180446,", répond Issacar; mais il est "
"te, tout court, comme on dit:
",181784,Monsieur,PER,,181792," Thiers.

— Nous voici arrivés"
"is.

— Alors tes parents sont ",185792,morts,PER,,185797," ?

— Non, non; ils n'ont même"
x qui chante la grandeur de l’,189007,Individu,PER,MISC,189015,"
et la haute majesté de la Nat"
qu'on avait remis mon père en ,195117,liberté,PER,,195124," ; on n’avait pu
trouver aucun"
escendre! dit Roger-la-Honte. ,198644,Est,LOC,,198647,"-ce que tu
rèves ? Nous ne des"
"tai, tous ces astres ? Moi, j’",201455,espère,PER,,201461," que non. Quand on
pense que d"
"e allumette lui a suffi. |

— ",209167,Maintenant,LOC,,209177,", dit-il après avoir tiré à lu"
tute fais une connaissance... ,210118,Maintenant,LOC,,210128,", allons-
nous-en ; donne-moi "
"stende, car nous avons quitté ",210912,Bruxelles,PER,LOC,210921," par le pre-
mier train du mat"
"chanté et continue : | |

— J'",216367,espère,PER,,216373, que votre santé est bonne. Et
"s,
vous n'en voulez pas. -

— ",219626,Naturellement,MISC,,219639,"! Ce n’est pas garanti, au moi"
" japonais, un kaïmakan d'Asie ",222386,Mineure,PER,LOC,222393,"
où un mandarin à bouton de cr"
Se Me ns te US mn da at A tue ,222986,Mars,PER,LOC,222990," ue 2 . - those - ‘, Lrts
ri °"
"discours, dit Roger-la-Honte.
",223812,Monsieur,PER,,223820," Paternoster, il faut poser vo"
"s bien mise. |
.  — Grande?
— ",230411,Moins,PER,,230416," que moi, mais assez forte.
— "
"la bourgeoisie avorteuse.

_— ",243258,Bravo,PER,MISC,243263,! crie Roger-la-Honte. Vilipen
_ jour où je suis partie pour ,243674,Londres,PER,LOC,243681,", et m'a dit de faire
mon poss"
"leen, en
Angleterre ? |

—. J'",246917,espère,PER,,246923, que non ; mais je'ine laissai
"ifficile que saint Vincent
de ",248012,Paul,PER,,248016,", et je promets de me laisser "
"ent ?... Oh!
que je suis sotte",248444,!,MISC,,248445,... Vous m'en faites cadeau ?.
"soif de Cartouche.
Un voleur, ",250542,Madame,PER,MISC,250548,! Un vrai voleur ! Un criminel
"
tage, mais refuse carrément. ",252390,Méfie,PER,,252395,"-toi d’elle, car c’est
une enj"
"
le bord, me direz-vous ? Ah! ",254427,Monsieur,PER,,254435,", que je vou-
drais ne l’avoir"
"n
rapports avec M. Canonnier. ",260427,Elle,PER,,260431," à dû vous le dire?
Oui. C'éta"
"ais à quel saint me vouer. Un
",260971,Russe,MISC,LOC,260976,", qui m'avait promis monts et "
"t manqué de parole. Un Russe, ",261054,Monsieur,PER,MISC,261062," !.…
Après ça, il fallait tire"
"voir eu des tas
d'aventures ? ",262577,Racontez,PER,,262585,"-m’en une, je vous en prie.
J'"
"t aussi que
la couturière, la ",267976,lingère,PER,,267983," et la modiste sont d’ex-
cell"
"nt, car il faut
bien vivre, j'",268255,espère,PER,,268261, que la petite femme n'oublier
"s un quartier tran-
quille de ",272572,Londres,PER,LOC,272579,. La vie que j'avais menée jus
" faut que je vous dise, écrit ",278336,Bussy,PER,,278341,"-Rabutin à sa
cousine, ce que "
"in à sa
cousine, ce que M. de ",278377,Turenne,MISC,,278384," m'a conté avoir oui
dire au f"
"laisir de me désa-
buser. » J'",278888,espère,PER,,278894,", moi aussi, faire plaisir aux"
"e m'intéres-
ser à vous...

— ",283180,Vraiment,PER,,283188, ? Je vous sais gré de m’en av
", vous n'avez point
oublié, j'",284602,espère,PER,,284608,", que je vous ai parlé, ce mat"
"s
entraine, au lieu d’être un ",292236,flotteur,PER,,292244,". Je ne suis pas le
seul... Le"
t des nombreuses aventures du ,311573,Mon-,PER,,311577,"
Sieur jovial avec les fils de"
 pas les Anglais ; je suis un ,311668,Américain,PER,LOC,311677,".

— Âh! diable! j’aurais dû m"
"va-
teur.

— Oh! oh ! fait le ",313984,Monsieur,PER,,313992," triste.

— Ni plus ni moins, "
" |

— Pas très bien, avoue le ",314319,Monsieur,PER,,314327," triste.

_— C'est que je n’ai"
"leur faveur. |

— Oui, dit le ",315940,Monsieur,PER,,315948," triste; on devrait bien
faire"
"un. |

— Du pain ? demande le ",317245,Monsieur,PER,,317253," triste. Ah! ce
serait si veau"
"it dans de
grands Ateliers de ",318679,Bienfaisance,PER,,318691," établis, soit en France,
soit"
"ne guillotine pas assez ?

Le ",320797,Monsieur,PER,,320805," triste ne répond pas.

— Auta"
" paternel pour
les autres. La ",321004,bonté,PER,,321009, est obligatoire aujourd’hui. 
"t démontrée mathématiquement.
",321089,Mathématiquement,PER,,321105,", Monsieur! Il conviendrait d’"
"ropriété.

— Âh !'oui, dit le ",321267,Monsieur,PER,,321275," triste. Justement ! Que
chacu"
" |

— Pas du tout! s’écrie le ",321473,Monsieur,PER,,321481," jovial. Une
maison |! Un jard"
"omprends pas bien, déclare le ",322070,Monsieur,PER,,322078,"
triste.

— Permettez-moi de v"
 ses contemporains civilisés. ,329519,Mille,PER,,329524,"

LE VOLEUR 167

indices, imp"
à que se trouve le cabinet de ,330430,Monsieur,MISC,PER,330438,". En face, à
droite ou à gauch"
"t de
forme — le bourreau — le ",337287,Monsieur,PER,,337295," triste de la nuit
dernière. |"
"ne pièce de quarante sous, où ",340093,irait,PER,,340098,"-on ? Cal-
culez un peu et vou"
".

TN OH, . Te

XI

CHEVEUX, ",340744,BARBES,PER,,340750," ET POSTICHES

Je trouve l’abb"
"aux en-
trétiennent l'amitié. ",341668,Maintenant,LOC,,341678,", faisonsnotre compte
approxim"
". Aujour-
d'hui, quand on est ",344293,las,PER,,344296," et dégoûté du monde, on en-
t"
dre de l’Anarchie doit être : ,362923,Bonne,PER,,362928,"
volonté et Fraternité.

Oui, "
de Karl Marx ou le spectre de ,366053,Bakounine,LOC,PER,366062,", qui
pontifient, jugent et ra"
"cela; tu t’en repentirais.

— ",371582,Naturellement,MISC,,371595,; et ça ne n'empêcherait pas d
"s, à peu près; elle s'appelle
",375006,Hélène,PER,MISC,375012,". .

— N'a-t-elle pas été adop"
" dans ce que fait
Canonnier ? ",380870,Engager,PER,,380877, sa fille à payer de la plus n
"tage-t-il cette mélan-
colie? ",384108,Mon,MISC,,384111, Dieu! oui; il ne s’en défend 
"ises modernes. Il
a fondé une ",384651,Revue,PER,MISC,384656,".

— La « Revue Pénitentiaire."
"Il
a fondé une Revue.

— La « ",384666,Revue,PER,,384671, Pénitentiaire. » N’en avez-vo
"i, dis:je, je suis ingénieur. ",390100,Ingénieur,PER,,390109," civil.
Mais ne croyez pas que"
"’est
superbe... Permettez-moi ",391255,Monsieur,PER,,391263,", de vous félici-
ter. Mais, j"
"un peu long.

— Peut-être. Du ",392952,reste,PER,,392957,", je ne demanderai pas l'ins-
"
"n bon coup de seringue.

La « ",393953,Revue,LOC,,393958, Pénitentiaire » a paru ; et m
"assant sous
le tunnel du Père-",394642,Lachaise,PER,,394650,". Je sautais sans embarras
du "
"d'une
visite ; celle de Jules ",397037,Mouratet,PER,,397045,", un de mes camarades
de collè"
" âge, Directeur des Douzièmes ",397671,Provisoires,MISC,,397682,"; et,
même, il sera bientôt dé"
"n article dans cette

évue de ",399978,Montareuil,PER,LOC,399988,", je n’aurais pas su où aller "
"a maladie de l’époque. Mais
j'",400732,espère,PER,,400738, que la santé de ta femme ne t
"lat de rire me répond.

— Mon ",401742,Dieu,MISC,MISC,401746,", Monsieur, que votre étude da"
"revé le cerceau de papier. |

",404330,Est,LOC,MISC,404333,"-ce amusant, une soirée chez M"
"t-ce amusant, une soirée chez ",404362,Mouratet,PER,ORG,404370," ? Comme
ci, comme ça. C’est a"
"rcé de fréquenter, le jour de ",405095,Jugement,PER,,405103," dernier,
dans la vallée de Jo"
"orinthe !.. Quelle dèche, mon ",405395,Empereur,PER,,405403," !

Je voudrais bien parler à "
"re
son persil! Tiens! elle me ",413681,salue,MISC,,413686,". Je rends le
salut... Qui est"
s côte à côte dans l’allée et ,414810,Margue-,PER,LOC,414817,"
rite me fait le récit de ses "
"e qui me forcera à res-
ter à ",416480,Malenvers,PER,,416489,", et tu y demeureras, toi auss"
" pas abandonner mon
poste...

",416851,Margot,PER,,416857, remonte dans sa voiture qui p
"e de la France,
quoi ! | |

— ",418475,Malenvers,PER,MISC,418484,"! Malenvers |.

On descend. La"
"ile qui peuvent
s'appliquer à ",418760,Malenvers,PER,MISC,418769,". Moi, je ne fais pas de des-
"
"out doucement, j'en tourne le
",429699,bouton,PER,,429705,. Une chambre de débarras ; un
"it jamais que ça pèse autant,
",430910,Maintenant,LOC,,430920,", Jérôme.

 L’hôtelière, en gr"
" Comment, une occasion ? ,

— ",439264,Naturellement,MISC,,439277,". Mon départ d'Amérique à été
"
e sa morale etses besoins. La ,447472,Société,PER,ORG,447479," ! C’est la
coalition des impu"
"ris, tout! Ah! les coquins... ",454393,Mon,MISC,,454396," Dieu!
quel malheur !.…

Courb"
"quel malheur !.…

Courbassol, ",454433,Machinard,PER,LOC,454442," et plusieurs autres font
pleu"
"t ça; les nerfs des femmes...
",455012,Margot,PER,,455018, passera la nuit au Sabot d'Or
"e, si l’on sait que je suis à ",464453,Bruxelles,PER,LOC,464462,";
mais si on l’ignore ? Car, s"
"s-midi même. Quand seras-tu à
",464930,Bruxelles,PER,LOC,464939,", toi ? |

— Je partirai demai"
"

— Je partirai demain matin. ",464978,Maintenant,LOC,,464988,", n€
quitte pas la fenêtre, su"
"commence à

dire qu'il y a du ",466022,louche,PER,,466028," dans la conduite d’Issacar.

"
" profitant de son mieux. |

— ",468623,Naturellement,MISC,,468636,". Je vous parle du plus grand
"
"ut con-
fler un portefeuille. ",478430,Tiens,MISC,,478435,", tu ne connais rien à ces.

c"
"ez-moi,
sacredié ! C’est moi, ",479499,Machinard,PER,LOC,479508,".

— Réponds, murmure Margot; "
"z-vous bien de me réserver
la ",480169,Marine,PER,ORG,480175,". |

— Humrrr !...

— Et mes c"
"n ministre de la Justice !

— ",480640,Etpuis,PER,LOC,480646,", après ? dit Margot qui rit e"
" va être heureux, Courbassol. ",481165,Ministre,PER,,481173,"
de la Justice ! Quel honneur!"
"dans le

compartiment où nous ",481721,sommes,MISC,,481727," seuls, vient de céder

au som"
"tent, et c'est tout. Le vieux ",483266,monsieur,PER,,483274," se révetllera
deux ou trois m"
"es après l’arrivée du train à
",483338,Bruxelles,PER,LOC,483347,. J’aï une grande expérience d
" été le dernier auquel tu au-
",488398,las,PER,ORG,488401, participé. Il ne s'agira plus
"ilà tout. Mais, maintenant,
j'",492484,espère,PER,,492490," bien faire le tour du monde.
"
"t vite.

— Est-ce votre avis, ",492825,monsieur,PER,,492833," Randal ?

— Oh ! si tu demand"
ticle de vous intitulé : « La ,493601,Klep-,MISC,,493606,"
tomanie devant la machine à c"
"i, tu crois à la force ? |

— ",496928,Mon,MISC,,496931," Dieu! mon enfant, répond Cano"
encore dans le salon de Me de ,497209,Boïs,PER,,497213,"-Créault; on
y parlait comme v"
es histoires d'aventures dans ,498007,les-,MISC,,498011,".
quelles évoluent de belles d"
"es bras du père d'Hélène.

Et ",500268,Canonnier,PER,MISC,500277," sort d'un pas ferme, entre le"
"Cr
nonnier. Cette fois-ci, il ",501347,salue,MISC,,501352," obséquieusement.

— Mademoise"
 éducation ni votre situation ,505602,sociale,MISC,,505609,"
ne vous ont habitué à entendr"
ici la preuve. Votre père est ,513132,relégué,PER,,513139," au
bagne pour ses crimes. Si "
"..

— Oui, dis-je, je suis un ",514409,voleur,PER,,514415,". Je ne veux pas
Vous faire un"
" oui, je lui ai coûté cher, à ",517921,Barzot,PER,LOC,517927," ;

et il ne m’a pas eue comme"
faires prospèrent ; elle a un ,520044,che-,PER,,520048,"
val et deux voitures. Justeme"
". Tu vas aller à Ixelles, rue ",522770,Clémentine,PER,LOC,522780,";
tu sais ?

— Parbleu ! |

— "
"j'aie le culte
de ma vertu, oh",525172,!,MISC,,525173, pas du tout. Une femme qui s’
"me — et
femme intéressante, j'",526946,espère,PER,,526952,". — J’écrirai à Barzot
demain "
"
d'être toujours votre ami... ",528437,Maintenant,LOC,,528447,", descendons,
Hélène ; il est "
"l.

l

276 LE VOLEUR

Nous y ",529433,sommes,MISC,,529439,. Je me retourne; le fiacre es
ard... Je suis intelligenteet ,531760,belle,MISC,,531765,". Embras-
sez-moi fort. encore"
"aire

 

XVIII

COMBINAISONS ",535325,MACHIAVÉLIQUES,PER,,535339," ET LEURS RÉSULTATS

En m'aper"
"p un M. Randal.…

— M. Urbain ",535870,Randal,PER,,535876, ? C’est mon oncle. Je sais en
"e présentais à vous au nom
de ",539137,Mi,PER,,539139,": Canonnier, et pas au mien. C"
a Justice est ouverte à tous. ,541388,Le,LOC,,541390," res-

,

laurant Paillard aus"
"ôt pos-
sible ; et à offrir à ",542521,Ml,PER,,542523, Canonnier telle somme qu'elle
"cer-
tain que réclame de vous ",546945,Ml,PER,,546947,": Canonnier ?

— Je l’aime! cr"
" ajoute-t-il anxieusement.

— ",549794,Mon,MISC,,549797," Dieu ! Monsieur, dis-je en so"
"l anxieusement.

— Mon Dieu ! ",549805,Monsieur,PER,,549813,", dis-je en souriant, vous
vou"
jamais vous en souvenir. Et j',551236,espère,PER,,551242,"
que vous ne m'en voudrez pas "
"pèce de sentiments. Peut-être
",551802,est-1,PER,,551807,} nécessaire d’agir ainsi. Je 
"PLETEMENT INATTENDUS

4

«.., ",556339,Décidément,PER,MISC,556349,", mon cher, on ne connaît sa p"
".. Enfin, c'est fait. Je suis
",557772,Madame,PER,,557778, de Bois-Créault. L'église le 
t tout arrive à se confondre. ,567656,Est,LOC,,567659,"-ce la co-
cotte qui a pervert"
"u l’honnête
femme la cocotte? ",567740,Est,LOC,,567743,"-ce le voleur qui a dépravé
l'"
" les regarde, ces souteneurs. ",568535,Mon,MISC,,568538," Dieu! ce. ne
sont pas du tout"
" pouvons toujours
t’offrir un ",581535,lit,PER,,581538,... Je vais chercher ma femme.
"ot de blâme. Non,

 Pagnie de ",583083,Navigation,MISC,,583093,", qui lui permet de vivre, tou"
"te! C'est
tellement terrible, ",590789,surtout,LOC,,590796, à cet âge-là !.. J'ai passé l
"ue de
l'Opéra, j'ai rencontré ",591134,Marguerite,PER,,591144," Marguerite, tu
te souviens ? "
", dit Charlotte en soupirant.
",595209,Mon,MISC,,595212, Dieu ! pourvu que mes crainte
" à avoir de l'argent ?
— Je l’",600393,espère,PER,,600399,".

J'ai tort. Elle rentre, une"
"ise
et éclate en sanglots.

— ",600749,Mon,MISC,,600752," Dieu! dit-elle, c'est affreux"
"six ; ses clients, en

effet, ",603642,observent,PER,,603651, peu les chômages indiqués par
ix heures moins un quart et j',603832,espère,PER,,603838," arriver à
temps dans la Cité."
 ne pourrais dire ni ce que j',605957,espère,PER,,605963," ni ce que je veux
faire ; mai"
"ngs,auxmontagnes d’oranges.….
",606691,Ludgate,PER,LOC,606698," Hill, Fleet Street, Strand, «"
"Hill, Fleet Street, Strand, « ",606729,Merry,PER,,606734," Christ-
mas »..,

Je viens de"
"Fleet Street, Strand, « Merry ",606735,Christ-,PER,,606742,"
mas »..,

Je viens de travers"
"nt
faire autrement...

Il est ",607311,onze,PER,,607315, heures; et je suis toujours à
"rt, dis-je en l’embrassant. J'",612040,espère,PER,,612046," que
le médecin qui va venir p"
" Vraiment ?

— Sur l'honneur, ",614567,Monsieur,PER,MISC,614575," ! dit-il en frappant d
la mai"
"enterré hier.

: C’est l’abbé ",616732,Lamargelle,PER,,616742," qui parle ; et je l’écoute
en"
"gnée…
Puis, le délire a saisi ",618276,Paternoster,PER,MISC,618287," et son agonie a duré
près de "
"ps. -

LE VOLEUR ._.. 329

— ",625433,Mon,MISC,,625436, Dieu! s’écrie Charlotte. Est-
 Mon Dieu! s’écrie Charlotte. ,625462,Est,LOC,,625465,"-ce possible !

— Tout est pos"
"? s'écrie-t-elle.

Ne suis-je ",629730,pas,MISC,,629733, belle? Mais tu connais toutes
i; je n’airien à leur envier. ,629864,Est,LOC,,629867,"-ce parce que

_je suis pauvre"
"m'explique pas la cause.

— J'",634925,espère,PER,,634931, que tu te sens mieux à présen
-je voulu revenir à Londres ? ,643054,Pour-,MISC,LOC,643059,"
quoi ont-ils passé si vite, c"
"l, j'avais pensé...

— Urbain ",645106,Randal,PER,,645112," ?

— Oui, c’est ça ; Urbain R"
"re. Je descends rapidement du
",650155,Wagon,PER,MISC,650160," et je traverse le quai.

— Bo"
"neveu !

C'est une femme... — ",650231,Margot,PER,,650237,"! c’est Margot ! — .

342 LE "
"aime tant!

_ Peut-être bien. ",657862,Mais,PER,,657866,", moi, je ne suis pas fiché de"
" porte ouvre dans
le salon de ",664279,Mi,PER,MISC,664281,: de Vaucouleurs ; ce sera plu
", vous l’aper-
cevez aussi, j'",668551,espère,PER,,668557,; et maintenant que vous l'ave
"n à l’hôtel.
Saint-Vincent de ",676865,Paul,PER,,676869,". Je vous présenterai, de vous"
"vrira ses portes avant peu, J'",677689,espère,PER,,677695,". La direc=

7 . : È rs
à

35"
"oileau? Non ; pas du tout.

— ",677827,Mre,PER,,677830," Ida Boileau, rue Saint-Honoré"
"é ?

— Quoi ! Comment !.::

— ",677889,Mon,MISC,,677892," Dieu! ricane labbé, ne faites"
"ncement
de l’année prochaine. ",690131,Maintenant,LOC,,690141,", il faut qu'il répète
sa prom"
"ent, j'étais resté
sceptique. ",692240,Mouratet,PER,,692248," jaloux, c’est trop drôle.

Po"
"66 | LE VOLEUR

dras aussi, j'",695652,espère,PER,,695658," ? T'u sais, nous nous travest"
"quent. — C'est vrai,
arépondu ",696128,Mouratet,PER,ORG,696136,", la larme à l’œil ; et j'ai c"
"Où irait-on ?

C'est vrai, Où ",702903,irait,PER,MISC,702908,"-on ?.. Ah ! animal! Je ne
rég"
"as ? Ah! les cocus
assassins, ",709003,Monsieur,PER,MISC,709011," !... Tenez, on enlève les cad"
"ut garder sans tache visible, ",711931,Hélène,PER,MISC,711937," qui. a pu du
même coup satisf"
"emain, je reçois un billet de ",714850,Margot,PER,,714856," qui
m'annonce que les choses "
" pour la Dalmatie, mais pour

",715894,Bruxelles,PER,LOC,715903,".

Beaucoup de gens, à ma plac"
"
la capitale du Brabant. |

À ",716256,Bruxelles,PER,LOC,716265,", je parcours les établissemen"
 ce que j'ai fait. Je suis un ,719276,voleur,MISC,,719282,", c’est vrai. Mais j'ai
assez "
ureaux. Depuis qu’il a quitté ,725893,Bruxelles,PER,LOC,725902," — on l’a mis
à la porte osten"
"ui que ce soit, bien entendu. ",727804,Maintenant,LOC,,727814,",
écoutez : voici un télégramm"
"

€ Delpich, 84, rue d’Arlon, ",728080,Bruxelles,PER,LOC,728089,". — Venez
Londres immédiatemen"
"du n° 84 de la rue
d'Arlon, à ",728279,Bruxelles,PER,LOC,728288,", se trouve un café fréquenté "
asse-partout de la maison ; j',731886,espère,PER,,731892,"
qu'il vous suffira.

— Très b"
"r.
Tenez, voici une chaise... ",741640,Maintenant,LOC,,741650,", veuilléz me
dire qui vous êt"
" aussi
facile de sortir de la ",747388,place,MISC,,747393, qu’il m'a été aisé d'y entrer
"l'heure où
Delpich partait de ",751808,Bruxelles,PER,LOC,751817,". Je suis très content de
le v"
" mes meilleurs souhaits, et j’",754099,espère,PER,,754105," .

bien ne la revoir jamais. "
"rand pendant trois minutes, à ",754345,Bruxelles,PER,LOC,754354,". Le sur-
lendemain de mon ret"
"ait presque un viol, tu sais. ",754997,Tiens,MISC,,755002,",
tu es un monstre ! Si j'étai"
" petit
hôtel de la rue Berlioz",757767,",",LOC,,757768," et moi autre part. Très con-
"
"ïx-les-
Bains. Moi, je suis à ",759928,Royan,PER,LOC,759933,". Je ne pourrais dire
exacteme"
"
que toi. Il s'appelle Urbain ",762688,Randal,PER,,762694,". Ne serait-il pas
ton parent "
"el comme con-
_solation… |

© ",772710,Maintenant,LOC,,772720,", il faut s'occuper des formal"
" L'auteur dé ma perte est

M. ",777706,Georges,PER,,777713," Randal. Ilse dit votre ami, m"
"r dé ma perte est

M. Georges ",777714,Randal,MISC,,777720,". Ilse dit votre ami, monsieur"
" d’un coup, pousse
un cri.

— ",779745,Impossible,PER,MISC,779755, ! C'est impossible ! Nous ne 
"s
à terme. Cependant, je suis ",791090,las,PER,,791093," de m’entendre félici-
ter sur"
"ravail de tout premier ordre, ",793028,Monsieur,PER,,793036," !
Vous avez rendu, en l’écriv"
" Pa-
ris, elle a rencontré un ",796429,vieux,PER,,796434," qui s’ennuyait, un an-
cien m"
"y avait pas l'argent. Mais le
",804377,Maitre,PER,,804383," est là. Tout ça va, vient, se"
ousen vouloir à nous-mêmes. J’,804638,espère,PER,,804644," que
Vous n'avez pas de remord"
"ence, une idée... Moi rien.

",810070,Métas,PER,,810075,"

LE-VOLEUR . : | 429

— Je vo"
Je voudrais bien être à votre ,810130,place,MISC,,810135,", dit l'abbé.

: Vous n'avez p"
"re époque de transi-
tion.

— ",812615,Meñsonge,MISC,PER,812623, ! s'écrie l'abbé. Notre époqu
"s charlatans !... Pourtant, j'",817443,espère,PER,,817449,". Notre
époque est tellement a"
"tans !... Pourtant, j'espère. ",817451,Notre,MISC,,817456,"
époque est tellement abjecte,"
"rait un Individu, d'abord — l’",817811,Individu,PER,MISC,817819," qui a dis-
paru. — Le jour où"
"abattoir. — Oui, le jour où l’",819023,Individu,PER,MISC,819031,"
reparaîtra, reniant les pacte"
"s leurs
Droits ; le jour où l’",819166,Individu,PER,MISC,819174,", laissant les rois dire:
« No"
