Gauche,Début,Texte,Label_modele,Label_spacy,Fin,Droit
"lient par le brds.
 Reste la
 ",35809,M. Dubourg,PER,PER,35819, parle depuiscing minutes ; de
"épondrien.
Rien, pas un Mot.
",36032,M. Dubourg,PER,PER,36042, continue. Il dit que des symm
"us importuner plus longtemps, ",36941,M. Randal,PER,PER,36950,": je vais
Yous quittet... Au r"
"ts dans
Cette main ld.
Adicu, ",37115,Monsieur,PER,PER,37123,".
alors, M. Dubourg est parti."
"n ld.
Adicu, Monsieur.
alors, ",37132,M. Dubourg,PER,PER,37142, est parti. Il s'en cot alle a
"ne Serdi pas riche ; je serai
",40974,Deut Etre I,MISC,MISC,40985," pAuVTE.
J'ai peurdetre un pau"
", vers inon quatricme lustre, ",44713,Me,PER,PER,44715," presente
d Mes semblables. J'"
"es, avec permission de la r0-
",44884,Mantiser,PER,PER,44892," un peu, mais détense de la v"
"heval de Troic... Mais n'anti
",49065,Cipons pa5,PER,PER,49075,".
J'exécute le programme, tre"
"grand mouvemnent libérateur, ",52713,Mdis,LOC,LOC,52717,"
qu'il faut néaninoins en bli"
"or de gloire. "" J'estime fort ",53069,Raphael,PER,PER,53076," pour
les loges du Vatican, qu"
"
Boileau d mon admiration, et ",53210,Malherbe,PER,PER,53218,", qui vint
enkn. Je sdis que M"
"istinque soigneusenient
entre ",53398,Bossuet,PER,PER,53405,", qui était un digle, et fén"
ère dans la pate sucrée des ,55048,Marottes,LOC,LOC,55056,",
dans la poudrerose des dadas"
"ans la poudrerose des dadas.
 ",55089,Serrer,PER,PER,55095, le terte ! s'écrie lun. Ia l
"uerdisje I Tusais que, depuis ",55991,Bonaparte,PER,PER,56000,", la carrière
est ouverte dun"
"n temmps de
Service miliaire. ",56899,Mengager,PER,PER,56907,", alin d'etre libre, après.
-"
e de monter la garde... On ne ,58760,Me Mettrait,PER,PER,58771,"
pointcn prison sans morifs, d"
"ujours lui qui fait la votre.
",59419,M. Lssacar,PER,PER,59429," compte begucoup sur mnoi, il "
" hasard des promnis-
cuités. ",59682,M. Issacar,PER,PER,59692, est un homnmnc habile ; il a 
", Comme jc lespere, nous nou5
",61614,Cntendons,PER,PER,61623,".
Je le sdis. Essacar d une gr"
"gir tous les jours ; je pense
",65272,Renreane,PER,PER,65280, ucs sos msines du tiemes a re
"iner leuis fronts, si peu que ",67391,Cesoit,PER,PER,67397,", devant
Cette morale qui ne r"
s de crocs enjambe d ceux qui ,68730,Marche,PER,PER,68736,".
Tontavec lui. Won, je ne cra"
es obstacles incurmnontables. ,69640,Ies,PER,PER,69643," Contrastes qui
Se heurtent cn"
"crois que l'appui gu'lsaccar.
",70843,Cohtiendra,PER,PER,70853, de moi aurd plutot un caracte
" a dékinir. Une jolie bruhe, ",72134,Charlotte,PER,PER,72143,", avecld
peau mate et de grand"
"d
peau mate et de grands yeux ",72180,Noits,PER,PER,72185,"...
 Est ce que je serais amno"
"es beauy yeur ont une valeur, ",75600,Commine,PER,PER,75607," les
pièces d'or, et il saito"
"ont la mission se bor-
nerd d ",79229,Appliquer,PER,PER,79238,", sans aucun soupcon didéolog"
"clui, et lorsqu'il a dir
 a l'",83332,abbe Eamargelle,PER,PER,83347," qui, depuis quelque temps dej"
" craquer les fenillets des do
",84334,Cuments,PER,PER,84341,", d Mnesure quil parle et les "
"les fenillets des do
Cuments, ",84343,d Mnesure,PER,PER,84352, quil parle et les pose devant
"t
internationdus, les fonds d'",85573,Etat,LOC,LOC,85577," les imnitant de leur
inicuz, "
"des Actes. Il ne
dit plus : a ",88303,Metstoi d md,PER,PER,88315," place, je i'en prie, aurais.."
"e, il ny a rien
de tel que le ",92058,Respect,LOC,LOC,92065,. J'en di fait l'expérience. 
"s
paraissent d première vre. ",92248,Montesquieu,PER,PER,92259," d ecrit l'Esprit
des Lois ; i"
". Et je saurdi, dussi,
que le ",92800,Respect,LOC,LOC,92807, est un chat malfaisant et san
"gneur
Prudhomme de Carabas.
- ",92977,Viendras,PER,PER,92985, tu ce soir chez les Montareni
"e crois pas.
 Ju le devrais : ",93080,Mme Montareuil,PER,PER,93094," est Charinante
pour toi et Ed"
" lorsqu'il estseul
en face de ",93232,Charlorte,PER,PER,93241,".
Gd, je men mogue absoluinent"
" absoluinent. Mais je pense d
",93289,Marguerite,PER,PER,93299,", la temme. de chambre de Hme "
"rite, la temme. de chambre de ",93325,Hme Montarcuil,PER,PER,93339,",
une jolie Alle pas trop faro"
"i, mais pas avant dix heures.
",93472,Mtme Mlontarenil,PER,PER,93488," est une personne grave, avec "
"s-
erire sa Conversation avec ",93761,Charlotte,PER,PER,93770," ne ine Serait pas
dithcile.
 "
"ui,
Mademoiselle1
- Oh ! oui, ",93868,Monsieur,PER,PER,93876,".
 On se serait cru cu plein m"
" cu plein mois d'aoiit.
-Oui, ",93925,Monsieur,PER,PER,93933,".
43
 Vous ne craigner pas les"
"emoiselle ?
¥
LE VOLEDR
 Non, ",94018,Monsieur,PER,PER,94026,".
 Beducoup de gens sen trouve"
"l a de faire re-
nnonter pour ",94157,Charlotte,PER,PER,94166, plusicurs des bijoux que Muid
invitation. Je dois partir en ,95552,Bel,PER,PER,95555,".
Sique demain soir.
 44
LE VO"
"de votre oncle. Hous laissons
",96047,Marguerite,PER,PER,96057," pour garder la mdison, ct nou"
" du berger
i dans les yeux de ",96747,Margot,PER,PER,96753,".
 Alors, Monsicur ne va pas d"
"s les yeux de Margot.
 Alors, ",96763,Monsicur,PER,PER,96771, ne va pas d Maisons Catitte d
"nd-clle enbaissant lesyeuy.
. ",96941,Ehlbicn,PER,PER,96948,", nou, jen' y vaispas, ct je n"
oncle dans une colère blene. ,97628,Mme Montareuil,PER,PER,97642,", que
j'avdis rencontrée au b"
"fait - les voleurs
Sont venus ",98219,Cher,LOC,LOC,98223,". les Montareuil, ils ont tout"
"douc personme, cette nuit l2,
",98869,Cher,LOC,LOC,98873," Mme Montareuil .
 Si, Warguer"
"personme, cette nuit l2,
Cher ",98874,Mme Montareuil,PER,PER,98888," .
 Si, Warguerite, la femmne "
"ent mille francs, d en croire ",99210,Mtme,LOC,LOC,99214," Mon-
tareuil, mnettonsen, Si "
"rope, un des tonditeurs de
la ",99674,Digestion,MISC,MISC,99683,. Economnique ; Mme Montareuil
"e
la Digestion. Economnique ; ",99699,Mme Montareuil,PER,PER,99713," aussi d e
 onjours ere tres c"
qu'une union entre sonhils et ,100232,Charlotte,PER,PER,100241," Etait
désormdis impossible ;"
"n
I vite en besogne. D'abord, ",100480,Charlotte,PER,PER,100489," avait, je crois,
beaucoup d'a"
"ion pour Edouard...
4.
 Elle! ",100554,Charlotte I,PER,PER,100565," Flle n'aime personne. Une
ide"
"'amnant de Htme Mon.
tarenil.
",102316,Yme Montareuil,PER,PER,102330,". Unamnant !..
- Pourquoi pas "
"Unamnant !..
- Pourquoi pas : ",102362,Flle,LOC,LOC,102366," n'est pas la scule, je pense,"
"Me
Prends tu pour un cnlant ? ",104524,Est,LOC,LOC,104527," ce que jdi Chabirude
d'inveni"
it par les rues en criant : a ,105835,Oirestce,PER,PER,105843,"
50
LE VOLEUE
qu'on viole ? y "
"'honneur, j'avis envic... A4)
",105911,bou Dicul,PER,PER,105920, se souvenir qu'on d Un Seze e
"ous rendre re.
volutionnaire
 ",106028,Calmner,PER,PER,106035,"-vous, mon oncle. D'abord, ces"
" lui demander.
fout de suite.
",107696,Charlotte,PER,PER,107705, ne md pas dit ce quelle pense
 dans la caverne des woleurs. ,109560,Cher,LOC,LOC,109564," les
etres faibles, l'égoisin"
"a jeune kille une
froideur de ",109902,Glace,LOC,LOC,109907,".
 La pauvreré rend précoce,"
"ngtemps dejd, sans doute,
Que ",110023,Charlotte,PER,PER,110032, d pu satistaire sa curiosité
"plus souveni, cher la femmme, ",112110,Vindi,PER,PER,112115,"
Snation réprimée produit la"
"iore, que je sens vibrer dans ",113383,Charlotte,PER,PER,113392," , je la lis
Surson visage, So"
"ui est coiune une barriere de
",116989,Vant,PER,PER,116993," md volonté, ses regards d'un"
"Hous ne serons plus se
Tares, ",118312,Charlotte,PER,PER,118321," ct moi, par un Adversaire inv"
"approche
An nouveau lien, Car ",118815,Charlotte,PER,PER,118824," est enceinte. Avant.
hier, cl"
"er matin. II m'a
écoutésans ",119293,Emotion,MISC,MISC,119300, et m'a laissé parler sans m'
quune. Je ne veux plus marier ,119525,Charlotte,PER,PER,119534,".
 Vous ne vouler plus... - No"
i ont empèché le mariage de ,119878,Charlotte,PER,PER,119887,", en
waison meine de la rarete"
le lui arracher tout d fait : ,120142,Charlotte,PER,PER,120151," est supposee
regrctter profon"
"utremient, mnais le plus tard ",120640,"pos
Sible",PER,PER,120649,. - Savervous si Charlotte ser
"ard pos
Sible. - Savervous si ",120666,Charlotte,PER,PER,120675," sera de votre avis el
ssi cll"
"t. - Soit. C'est ce qu'a tair
",121119,Charlotte,PER,PER,121128,. Depuis trois mois clle est i
"mnon oncle ci sursautant, car ",121216,"ilde
Senti",PER,PER,121226," que je ne mentdis pas. - Qui,"
" vemille vous dire, c'est que ",122121,Charlotte,PER,PER,122130," est ei
Ceinte et qu'il nous f"
"re allusion injuriense
envers ",122519,Charlotte,PER,PER,122528,", vieuz coquin, je vous ecrase"
"
la loi, si je veuy, heinI... ",123137,Lencr,PER,PER,123142,", vous n'en vilez pas
la peine"
bien. Accorder moi la main de ,123469,Charlotte,PER,PER,123478," , je ne vous 
demande pas de "
"ubinage, si vous
Voulez, vous ",125095,Serer,MISC,MISC,125100," d plaindre avant penl, sans A"
" de moi et me prend la main.
 ",125850,Ertoi,PER,PER,125855,", que veur tufaire .
. a Mois "
"s sur Guclque chose, du loin,
",125987,Nere,LOC,LOC,125991, (eritoi orse eat dame ̀ anen 
". Tu sais, le ;
Volcommischer ",127036,Moe Montareuil,PER,PER,127050,", ces quatre centmille
francs "
"on, et je n'oscidi pas reuicr
",130640,Cetteloi,PER,PER,130648, et reprendre par la force ce 
"s infamics du Code?
 Non, dit ",131085,Charlotte,PER,PER,131094,", je n'hésiterdi pas. Je suis"
ćté immmnonde basée sur la ,131591,Spoliation,MISC,MISC,131601," et la misère,
je 5dis que le"
"aire 
 Oh! c'est affreux, dit ",132513,Charlotte,PER,PER,132522," en sanglotant.
Je ne sais pas"
"as.
 Fhl bien, si tu mlaimes, ",133031,Charlotte,PER,PER,133040,", ne me de-
mande point des ch"
" ds5e2 forte pour mne Suivre.
",133965,Charlotte,PER,PER,133974," devient pale, pile comme une "
. veuy me voler md volonté ! ,134386,Vatenl,PER,PER,134392," Va
tenf...
Alors, Charlotte s"
" place et comme perrikié,
je ",134512,Crois,PER,PER,134517, entendre le bruir de ses pas 
" Cest
 Vous parter en voyage, ",134925,Cher,LOC,LOC,134929," monsieur ?
a
 LE VolEUR
65
 Q"
"ncle est un
homine dimable et ",135090,Htue Charlotte,PER,PER,135104," est absolumen
Charinante, mai"
"manquer mon train. Au revoir, ",136328,"Che
monsieur",PER,PER,136340,". Hous nous retrouverons, j'es"
"s plus
mauvais souticns de la ",136911,Societé,LOC,LOC,136919,", bien que la Bour-
oeoisie de"
"́reux, Chevalier d'industrie, ",138050,Accapd,PER,PER,138056,"
reur, Concussionndire, Cambri"
"rron hors la loi d Gauche, et
",139125,Jesus,PER,PER,139130," la bonté mé̂ine, représent"
" conscience mo--
Aerne.
 Oui. ",141314,Anonyine,PER,PER,141322, et d. tisques limités... IA 
"ses dirigées. De par Ia loi,
",142525,Monsieur,PER,PER,142533,", de par la loi ! Vous saverqu"
"platissement désespèré de.
",142751,Vant,PER,PER,142755, les Lables de la Loiqui cerve
"vers Un but semblable,
et les ",143346,Mtopistes,LOC,LOC,143355, du Socialisine la parachevent
"regle et de tous statuts. Son
",144586,Beul,MISC,MISC,144590, role dans la civilisation mod
"base la liberté ab-
solue de ",144821,VIndividu,MISC,MISC,144830, : de la bloquer dans 52 Ciré
"se détruise elle-meme, Comme ",144954,Wumanic,PER,PER,144961,". Ce
role, il ne le remplit pa"
"t pas conscicininent, je lac.
",145017,Ccorde,PER,PER,145023,", mais enkin, il le remplit. J"
t la victime révolrée de la ,145116,Societé,LOC,LOC,145124,", un
paria quicherche d se ven"
"poules, d S2
moralice, dssure ",145791,Carlyle,PER,PER,145798," , sans quoiil ne pourrait pas"
"t cinquante mille
snicides en ",147983,Europe,LOC,LOC,147989,", Ct, en france sculement, qua"
"pas. de
pain.
Que vouler vous ",150301,Iricane,PER,PER,150308," lssacar. Lls ont contre
eux l"
donne sd cote tous les jours. ,150863,Liser laen,PER,PER,150873,"
faisant votre. compte, meme s"
"ils
feront ld conquète de la ",159864,Suisse,LOC,LOC,159870,", pour créer un port
a ld Cha"
jouffues et comme gonlées de ,161282,Rurions,PER,PER,161289,"
maisdines, avec des bouches q"
"haisc libre perd sa liberte.
 ",162774,Monsieur,PER,PER,162782,", me dit l'honnete industriel,"
"'avis de notre ho
horable ami ",163153,M. Lssacar,PER,PER,163163,", et je suis heureux qu'il dit"
 j'écoute le moins possible. ,163547,Mon Dien,MISC,MISC,163555,")
Mton Dieu ! pourvu que ga ne"
" le moins possible. Mon Dien)
",163557,Mton Dieu !,MISC,MISC,163568, pourvu que ga ne dure pas tro
"rompre lhonnète industriel.
 ",164026,Monsieur,PER,PER,164034,", lui disje, le tableau que vo"
"de main de maitre, ct je dois
",164125,Arouer,PER,PER,164131, que vous ml aver presque comv
"endus hostiles. Woublier pas, ",164679,Monsieur,PER,PER,164687,", que je suis
ingénieur, rien"
" cn d pour moi.
- Oui, ditil, ",165973,M. Randal,PER,PER,165982," d certaines raisons qui le
fo"
"d présent. Loi cconomi
 que, ",167116,Monsicur,PER,PER,167124,", loi économique
 Ld Science "
" chosc, dit lssacdr.
Mais Mt. ",167201,Randal,PER,PER,167207,", qui d pour clle tout le tesp"
"ves, dont Vidée seule
etraye ",168580,M. Randal,PER,PER,168589,".
Oni, disje, obéissant d une"
t aux Banques et de le garder ,170249,Cher,LOC,LOC,170253,"
 50I. C'est ce que je fais, S"
"ne.
 Ercellente habitude, dit ",171289,Isacar,PER,PER,171295,", Nous n'Aurons
pas de inal a "
"our
Yous demander i Acjenner, ",171391,M. Randal,PER,PER,171400," et moi.

 LE VOLEUR
 Leplus t"
"onne son adresse : 67, rue de ",171764,Darbroek,LOC,LOC,171772," ;
et se retire apres force co"
"arcille corveed
 demandaije a'",171905,Essacar,PER,PER,171912,".
d.

85
 Vous le verrer bient"
mille fois son parapluie ?... ,172695,"E
 Comine",PER,PER,172704, tout ce que pensent ces gens 
"lonte ct moi, dans la Vule
de ",174444,Darbrock,PER,PER,174452,", nous venons de faire nos adi"
"pluriel, et de nous donner du
",175054,Monsieur,PER,PER,175062," ? Donc, Rogetld Tlonte me tut"
"us donner du
Monsieur ? Donc, ",175071,Rogetld,PER,PER,175078," Tlonte me tutoie et je
lappel"
"sacrikés d
Sd rapacité.
 Je ",177058,Crois,PER,PER,177063, aussi que le chatiment sera p
" il nous d donne tous les ren
",177270,Scignements,PER,PER,177281, sur l'agencemnent intéricur 
" demain matin et passer lins-
",177457,Dection,MISC,MISC,177464," yous-meines , il aurait été"
"ire a la durc... Assieds toi.
",177773,Louc,LOC,LOC,177777,", nous ne pouvons pas Corninen"
"vair étudie la déclamation, ",179855,Corinenedit,PER,PER,179866," d paraitre
avec succes sur qu"
"ire ans, clle etait cncore au ",180298,Couvent,LOC,LOC,180305," et
(osrétètem aere mcsonar "
"s pièges d loups... Un jour,
",184550,u Louvre,LOC,LOC,184558,", j'ai volé un tableau. Cela "
"Vierge ?
 Je l'ai emportée a ",185453,Londres,LOC,LOC,185460," et je ly di vendue.
Je l'ai v"
"Mon père teimindit en me re.
",187723,Commandant,PER,PER,187733," de ne plus lui écrire, sous "
"encurct on lui avait remis, d ",188109,Cetettet,PER,PER,188117,", soixane
mille francs, ces so"
"on l'avait mis cu prison pre.
",188286,Ventive,PER,PER,188293,", suivant la bonne habitude fr"
" tout ce
qu'il possédait.
 n ",189220,Chanoine,PER,PER,189228, qui fréquentait les coulisse
"je l'ai trouvéc au milicu de
",190006,Crucikr,PER,PER,190013,", de livres de pière et de ch"
"saille -
ele ne s'appelle pas ",190399,Broussaille,PER,PER,190410,", mais on l'appelle
Broussaill"
"roussaille, mais on l'appelle
",190430,Broussaille,PER,PER,190441," : est arrivée d apprendre, j"
"s noniles
 Ne m'en parle pas. ",190662,Broussdille,PER,PER,190673,", qui n'est pis
 vere, à rone"
"re.
Qnestce qu'elle fait ?... ",190965,Alheure,PER,PER,190972," qu'il est, elle
doit faire qu"
"va étre une heure du.
matin, ",191048,Cestle,PER,PER,191054," mnoment de nous y mettr...
Ro"
"te. fenetre de la
. Chammbre, ",192030,Cnjambe,PER,PER,192037, la barre dappui et disparait 
"éclairéc.
 Tlalte ! murmure ",192310,Roger,PER,PER,192315,". Il faut attendre, nous
nous "
" Ce n'est pas ld
Mer dboire.
 ",193471,Estce,PER,PER,193476, qu'on d le temps ? Loujours u
"sse - quel
Sauts -- Hous nous ",195271,Ctammpounons,LOC,LOC,195283," de notre micuK d
toutes les s"
"eme Étage.
- C'est bien, dit ",196844,Roger,PER,PER,196849,". Hous allons Commencey.
Vne p"
"it! dis-je d Roger-ld Tlonte,
",197560,Qui Sourit,PER,PER,197570,".
 Mais nou: Ga td produit cet"
"rd de l2 potasse. Vous
SaveT, ",198781,Delpich,PER,PER,198788,", si je me moque de la potdsse"
"mais incessant, de la scie de ",200655,Roger,PER,PER,200660,", il a déja pu percer
le cott"
e parti de remonter aupres de ,201104,Roger,PER,PER,201109,".
 Le voild ? demandetil, le v"
", d present :
._ Non, répond ",201864,Roger,PER,PER,201869,", il laut partir par oil nous
"
"u besoin au reY-deChaulsséc:
",202268,Mne Ailumetre,PER,PER,202281," lui d Suf.
 Mlaintenant, dit "
"́c:
Mne Ailumetre lui d Suf.
 ",202294,Mlaintenant,PER,PER,202305,", dit il après avoir rire a l"
"t un.
Cadeau tout trouve pour ",203174,Broussaille,PER,PER,203185," , ct quant d toi,
si tute fai"
titres ce que nous cspérons. ,204409,Enkin,PER,PER,204414,", nous Verrons.
Moi, pour mill"
"e nous cspérons. Enkin, nous ",204421,Verrons,PER,PER,204428,".
Moi, pour mille francs, jaur"
"'on devrait
Dendre.
 Pahs dit ",204599,Roger,PER,PER,204604,", d quoi bon déshonorer une
C"
", commie tant d'autres de ses
",205791,Confreres,PER,PER,205800,", avecles fonds de ses Clicnts"
"cs. Sur une in
terrogation de ",208784,Roger,PER,PER,208789,", lun deux se leve, se dirige
"
"t.
 Vous voildenkin ! ditil a ",209191,Roger,PER,PER,209196,". Ily A ungrand
mois que je n'"
i cu le plaisir de vous voir. ,209257,Monsieur,PER,PER,209265,"
est de vos arnis, je présuin"
"
RogerlaTlonteine présente , ",209328,Paternosterse,PER,PER,209341," déclare
CChante et Continue "
"ente , Paternosterse déclare
",209351,CChante,MISC,MISC,209358," et Continue .
'espère que vo"
"ire partoutque vou5
Ne vous y ",210791,Conndisser pa5,PER,PER,210805,".
 On ne yous croirait pas, ri"
 Ce sont la des placements de ,211494,Belge,LOC,LOC,211499,". Jamais un
Francais, d lheure"
etrebaseque sur la conhiance. ,212046,Voild,PER,PER,212051," pourquoi
je me tue d vous dir"
"u moins
 Offcicllement, par l'",212639,Etat,LOC,LOC,212643," , par conséquent, Ca ne Vaut"
"de belles
espérances. Voyer, ",213159,Monsicur,PER,PER,213167,", Comne le Progres
Choisit, po"
"neur japondis, un kaimalian d'",215335,Acie Mlincure,PER,PER,215348,"
ouun mandarind bouton de cris"
"iE.
- Cest une grosse soiine, ",215565,Assure,PER,PER,215571," Paternoster cn
ochane la ree "
"e ! votre ton est scc, ricane ",216607,Paternoster,PER,PER,216618,".
Mais vousaversans doute le d"
"
Sottise humainc... Thl bien, ",217022,Messieurs,PER,PER,217031,", voici ce, que
je vous propos"
"g.
uen penses tu ? me demande ",219254,Roger,PER,PER,219259,".
 Fais Coinine tu voudrds.
 C"
"Aver-vous ('aie
Content, inon ",220227,Dieu !,MISC,MISC,220233," Moi, si jétais voleur, voule"
"es calcule des statisticiens, ",220407,Laussc,PER,PER,220413," leurs évaluations 5oi-
disan"
"ous allons faire
une visite d ",221562,Broussaille,PER,PER,221573,".
 C'est une cricllente idéc."
"une lumière..
 Birarre ! dit ",222075,Roger,PER,PER,222080,. Broussdille a dusortir et li
"n bien tenue ! Je pd-
rie que ",222224,Broussaille,PER,PER,222235," esr d l' a Timipire. "" Allons"
" cherches ta sccur, dirclle d
",222632,i Roger,PER,PER,222639,".
 Oui. Pais-tu ou clle est ?
"
"e moi, mais assc2 forte.
Bon! ",222934,Jesais,PER,PER,222940," qui c'est. Merci.
Ecoute un p"
"as apprendre du nouveau, je
. ",223060,Retedisque Ga,PER,PER,223073,".
 Puel noureau ?'Onoid
 Ah l "
"e, murmure la grande rousse
n ",223200,Seloignant,PER,PER,223210,".
124
-
LE VOLEUE
 Je me deman"
"ais nous le Saurons
 bientot. ",223338,Broussaille,PER,PER,223349," est a deux pas dici, à lhote"
 L plus jeune saute au con de ,224262,Roger,PER,PER,224267," ld
flonte qui lemibrasse avec"
"r a diner, ditclle, nous
nous ",224609,Soinines,MISC,MISC,224617," Cnnuyces d Mourir, toufes Scu"
fallu deviner td présence. A ,224693,Londres,LOC,LOC,224700,",
tépond Roger, et dailleurs,"
"présence. A Londres,
tépond ",224710,Roger,PER,PER,224715,", et dailleurs, monami Randal "
"d Roger, et dailleurs, monami ",224738,Randal,PER,PER,224744," n'aurdi
pa5 O56,
- Vraiment !"
"es vous timide d ce
point ld, ",224821,"Monsieurd
 ",PER,PER,224832,"Beaucoup plus cncore, dis je, "
" menton.
e vous préviens que ",226249,Broussaille,PER,PER,226260," va étre jd
louse, me ditclle"
"des
brunes. Wais mademoiselle ",226446,Broussaille,PER,PER,226457," n'y perdra
tien pour avoir at"
"rdonner ; je l'appelle Brous-
",226740,Saille,LOC,LOC,226746," et je la turoierdi même, si "
ques Chevcux chaudron dont ld ,227289,Masse,PER,PER,227294,", 1e-
levée tres hautsurla nu"
"laisse seule.
mentapercevoir, ",227427,Comine,PER,PER,227433, une fraise un peul pile pique
"mysté.
Ticux de la maison de ",228265,Hensington,PER,PER,228275,". Ld dessus, Brous- i
saille s"
"son de Hensington. Ld dessus, ",228288,Brous- i,PER,PER,228296,"
saille s'est troublée visibl"
"orrible...
 Ne la Gronde pas, ",229143,Roger,PER,PER,229148,", implorc Idd. Elle est
un peu"
"de 52, par cxemple! Dis dorc, ",229522,Randal,PER,PER,229528,",
te rappelles tu comme je mne"
"s mains vides, hein ? Allons,
",229741,Broussaille,PER,PER,229752,", viens m'cmbrasser et ne pleu"
", je t'en codtte, de largent)
",229941,Ertu,LOC,LOC,229945, as tant de mal d le gagner! G
"n-
Peradit..
i. Cest bon, dir ",230265,Roger,PER,PER,230270,". We parlons plus de Gd.
l'ira"
"istence
 Tu dsraison, répond ",230929,Roger,PER,PER,230934,", mais si tuiettais
tes precep"
 Is vous dénoncent ? demande ,231313,Broussaille,PER,PER,231324,".
 Je te crois, md petire ! Ch"
"cruanté de leur science impi
",232614,Gepangre,PER,PER,232622," 
.
.
3.1-
AE VOLEUE
119
toyab"
" On cherche des
remèdes, dit ",232886,Roger,PER,PER,232891,", on parle d'un impot sur les
"
"mme sera libre en France, dit
",233482,Roger,PER,PER,233487,", la France cesserd dêtre la "
" que le nombre des naissances
",233830,Aiminue,PER,PER,233837,", celui des médecins dugmente"
"a.
 Rien que ca de luxe ! dit ",234267,Broussaille,PER,PER,234278,". Madame
 ne se refuse plus ri"
"r.
 - Atlends un peu, répond ",236102,Roger,PER,PER,236107,", il faut que je
réRéchisse."
"se.
- C'est tout naturel, dit ",236570,Roger,PER,PER,236575,", son père est le
roides vole"
