Gauche,Début,Texte,Label_modele,Label_spacy,Fin,Droit
"nscience. 
Moi qui ai volé le ",9677,Voleur,PER,,9683,", je ne puis guère le flétrir."
"moi, je n'en ai pas le droit. ",9884,Peut,MISC,,9888,"-être. 
Georges Darien. 
Londr"
" ai pas le droit. Peut-être. 
",9896,Georges,PER,,9903," Darien. 
Londres, 1896. 
I --"
"le droit. Peut-être. 
Georges ",9904,Darien,PER,,9910,". 
Londres, 1896. 
I -- AURORE"
s y pousse de tous les côtés. ,10050,Mme,PER,,10053, Dubourg a laissé entendre à m
ubourg a laissé entendre à ma ,10085,mère,PER,,10089, qu'il était grand temps ; et 
"ent d'attendre davantage. 
Le ",10786,curé,PER,,10790," aussi : 
– Un des premiers pr"
" vie, disait plus tard Aglaé, ",11180,la,PER,,11182, cuisinière ; il faisait un te
" ans. 
– Un bel âge ! dit mon ",13570,oncle,PER,,13575,. On est déjà presque un jeune
"ute la candeur de l'enfance. 
",13661,Candeur,PER,MISC,13668, !... Mon enfance ? Je ne me r
"venirs ? Si vous voulez. 
Mon ",14975,père,PER,MISC,14979, ? j'ai deux souvenirs de lui.
urniquets chargés de pavés de ,15150,Reims,MISC,LOC,15155,", de porcelaines utiles et de "
" ouvriers, derrière nous, ont ",15710,murmuré,PER,,15717,". 
– C'est honteux, ont-ils di"
 l'ai entendu qui disait à ma ,15935,mère,PER,,15939," : 
– Ce sont des souteneurs, "
"sailles, où se tenait alors l'",16274,Assemblée,PER,,16283, Nationale. La séance était ou
ù se tenait alors l'Assemblée ,16284,Nationale,PER,,16293,. La séance était ouverte quan
 quand nous sommes entrés. Un ,16348,monsieur,PER,,16356," chauve, fortifié d'un gilet b"
as le retirer d'un collège de ,16751,Jésuites,PER,ORG,16759," ? 
Si, on me l'a dit mille fo"
quand ils le mettent chez les ,16885,Jésuites,PER,ORG,16893,", mais qu'il doit leur obéir a"
"ment ému, en pénétrant dans l'",17541,auguste,PER,,17548," enceinte, dans le sanctuaire "
dans le sanctuaire des lois ! ,17589,J',PER,,17591,en suis encore tout agité. Et 
'Histoire et il reconnaîtrait ,18010,M.,PER,,18012," Thiers à une demi-lieue... 
P"
" père, comme nous sortons. 
– ",18705,La,PER,,18707, parole est d'argent et le sil
" 
– La parole est d'argent et ",18731,le,PER,,18733," silence est d'or, me répond-i"
; au moins quelquefois. Et le ,19934,monsieur,PER,,19942," chauve, en gilet blanc, qui p"
"blanc, qui parlait quand nous ",19990,sommes,MISC,,19996," entrés, je vous jure que je n"
"e n'est pas Gambetta, ni même ",20404,M.,PER,,20406," Thiers, qui symbolisent pour "
" libre, mais policé. C'est ce ",20508,monsieur,PER,,20516,", dont j'ignore le nom, dont l"
". 
J'ai trois souvenirs de ma ",20787,mère,PER,,20791,". 
Un jour, comme j'étais tout"
quand on va se promener. » Ma ,21621,mère,PER,,21625," avait raison, je l'ai vu depu"
vaise habitude. Peut-être que ,23003,le,PER,,23005," Code est formel, pour les ong"
 cœur j'ai posé le volume sur ,23704,la,PER,,23706, table rustique du berceau ! A
"ement, avec fièvre. Je lis le ",24802,Contrat,PER,,24809," de louage, le Régime dotal, b"
"ivre est là, grand ouvert sur ",25480,la,PER,,25482," table, témoin muet, mais irré"
"i un autre souvenir, encore. 
",26371,M.,PER,,26373, Dubourg est un ami de la fami
"n autre souvenir, encore. 
M. ",26374,Dubourg,MISC,PER,26381, est un ami de la famille. C'e
mme est une grande amie de ma ,26745,mère,PER,,26749," et c'est avec son fils, Alber"
e je joue le plus volontiers. ,26814,J',PER,,26816,ai l'habitude d'aller le cherc
es domestiques. Il parait que ,27051,M.,PER,,27053, Dubourg s'est mal conduit... 
"oir de la chance, dit-il à ma ",27345,mère,PER,,27349,", à déjeuner ; Il ne sera pas "
"te, échapper au châtiment. 
– ",27583,Jamais,PER,,27589,", dit ma mère. Mais on aura eu"
" châtiment. 
– Jamais, dit ma ",27598,mère,PER,,27602,. Mais on aura eu égard à son 
" à son âge. 
– Belle excuse ! ",27655,Raison,PER,,27661, de plus pour n'avoir pas de p
-tu rien de plus immoral ? Et ,27840,monsieur,PER,,27848, fouille à pleines mains dans 
"our Dubourg, sois tranquille. ",28439,J',PER,,28441,"ai donné des ordres, ici. Et q"
" ordres, ici. Et quant à toi, ",28483,Georges,PER,MISC,28490,", si par hasard tu rencontres "
" son journal, je vois arriver ",28746,M.,PER,,28748," Dubourg. La domestique, par b"
"n journal, je vois arriver M. ",28749,Dubourg,MISC,PER,28756,". La domestique, par bêtise ou"
" lui aura permis d'entrer. 
– ",28827,La,PER,,28829, sotte fille ! dit mon père. E
" huit jours avant midi. 
Mais ",28901,M.,PER,,28903, Dubourg est à dix pas. Je sen
"it jours avant midi. 
Mais M. ",28904,Dubourg,MISC,PER,28911, est à dix pas. Je sens que je
"re me retient par le bras. 
– ",29103,Reste,PER,MISC,29108," là ! 
M. Dubourg parle depuis"
"t par le bras. 
– Reste là ! 
",29115,M.,PER,,29117, Dubourg parle depuis cinq min
"ond rien. Rien ; pas un mot. 
",29340,M.,PER,,29342, Dubourg continue. Il dit que 
"us importuner plus longtemps, ",30260,M.,PER,,30262, Randal ; je vais vous quitter
"importuner plus longtemps, M. ",30263,Randal,MISC,PER,30269, ; je vais vous quitter... Au 
". 
– Adieu, Monsieur. 
Alors, ",30455,M.,PER,,30457, Dubourg est parti. Il s'en es
"t. Je pense qu'ils ont, père, ",31384,mère,PER,,31388," et grand-père, exactement les"
"it gloria mundi , soupire mon ",32535,oncle,PER,,32540,", qui ne sait pas le latin, ma"
i a lu la phrase au bas d'une ,32605,vieille,PER,,32612, estampe qui représente Bélisa
"sque aux passants. 
C'est mon ",32690,oncle,PER,,32695,", à présent, qui veille sur me"
du dire à l'enterrement de ma ,32866,mère,PER,,32870,", ça vaut de l'or en barre ; l"
st l'argent seul qui donne la ,34574,liberté,MISC,,34581,. J'aime l'argent. J'ai vu la 
nt seul qui donne la liberté. ,34583,J',PER,,34585,aime l'argent. J'ai vu la joie
 la liberté. J'aime l'argent. ,34600,J',PER,,34602,ai vu la joie orgueilleuse de 
"dée me supplicie, je hais mon ",35083,oncle,PER,,35088, ; je le hais d'une haine terr
"... Les robes de sa fille, ma ",35446,cousine,PER,,35453," Charlotte, qui commence à por"
"s de banque, qu'il a changés. ",35640,J',PER,,35642,en suis arrivé à ne plus pouvo
"épris. 
Mais ce n'est pas mon ",36482,oncle,PER,,36487, que je méprise ; je continue 
imé par le casque d'airain de ,37661,la,PER,,37663," saine philosophie, les pieds "
e présenter à mes semblables. ,37855,J',PER,,37857,aurai du savoir-vivre. Je rega
 défense de la vivre. J'aurai ,38040,peur,PER,,38044,. Car il n'y a qu'une chose qu
rrière la pierre du sépulcre. ,38898,La,PER,,38900," bière est vide, la bière qu'o"
impides ; on n'en entend plus ,39209,le,PER,,39211, murmure ; on en oublie même l
"est un égout. 
Je ne suis pas ",39602,le,PER,,39604," seul, sans doute, à avoir dev"
débarrasser de la liane qui l',40483,étouffe,PER,,40490, ; il faut une hache pour coup
"ère, et cette hache, c'est la ",40570,Nécessité,PER,,40579, qui la tient. C'est elle qui 
nement classique. Loin de là. ,41474,J',PER,,41476,ai pris le parti de ne penser 
"unts qui m'engagent à vivre. 
",41633,Integer,PER,,41640," vitae, scelerisque purus . 
J"
", mais avec pas mal d'ironie. ",43011,J',PER,,43013,apprends donc cette Histoire d
rends donc cette Histoire des ,43046,Morts,PER,,43051," -- tout ça, c'est les procès "
s procès verbaux des vieilles ,43102,Morgues,PER,LOC,43109, -- cette Histoire des Morts q
Morgues -- cette Histoire des ,43132,Morts,PER,,43137, qu'on nous enseigne en dédain
chappe pas le moins du monde. ,44944,J',PER,,44946,assiste avec une satisfaction 
" que déplorable, fut méritée. ",45091,J',PER,,45093,"applaudis, comme il convient, "
e ; c'était nécessaire ; « et ,45266,Jésus,PER,,45271,-Christ vient au monde. » Pour
et que c'est fort heureux que ,45493,Jeanne,PER,,45499, d'Arc les ait chassés de Fran
 à un grain de sable ; que la ,45615,Révolution,MISC,,45625, française fut un grand mouvem
nmoins en blâmer les excès... ,45720,Poésie,MISC,,45726, de faussaires ; science d'app
"e, « jeune encor de gloire. » ",46009,J',PER,,46011,estime fort Raphaël pour les L
or de gloire. » J'estime fort ,46023,Raphaël,MISC,PER,46030," pour les Loges du Vatican, qu"
"ignore ; Michel-Ange, pour le ",46094,Jugement,PER,,46102," Dernier, que je n'ai jamais v"
"Michel-Ange, pour le Jugement ",46103,Dernier,MISC,,46110,", que je n'ai jamais vu. Boile"
"nt pas de poème épique, c'est ",46295,la,PER,,46297, faute à Voltaire. Je distingu
 il faudra qu'on la paye à ma ,46864,place,MISC,,46869, et qu'on paye double. Ce n'es
" des vaincus. 
Des vaincus... ",47516,J',PER,,47518,en vois partout. Ces universit
'on ne le pense généralement. ,48409,Croyez,MISC,,48415,"-vous, par exemple, que les An"
"leine. 
– Mon ami, me dit mon ",48674,oncle,PER,,48679," quand j'ai quitté le lycée, p"
rent à toi ; tu peux choisir. ,48886,Commerce,PER,,48894,", industrie, littérature, scie"
"t ouverte aux talents... 
Mon ",49054,oncle,PER,MISC,49059," s'amuse un peu, en me disant "
"t, pourtant, je déclare à mon ",49827,oncle,PER,,49832," que je désire, avant tout, fa"
". 
– Excellente idée, dit mon ",49963,oncle,PER,,49968,. Peut-être as-tu raison de ne
"Peut-être autre chose, aussi. ",50336,J',PER,,50338,ai eu le temps de m'en apercev
 un lit militaire. Je compte. ,50693,Collège,PER,,50700,", caserne. Voilà quatorze ans "
"AMIS 
J'ai suivi le conseil d'",52160,Issacar,PER,MISC,52167,", et je suis ingénieur. Où, co"
"nieur. Où, comment j'ai connu ",52214,M.,PER,,52216," Issacar, c'est assez difficil"
t jamais la connaissance d'un ,52325,Israélite,PER,MISC,52334,", d'abord ; c'est toujours lui"
"jours lui qui fait la vôtre. 
",52385,M.,PER,,52387, Issacar compte beaucoup sur m
m'intéresse pas mal ; et nous ,52455,sommes,MISC,,52461," grands amis. C'est très bon, "
" cause : l'observation, par l'",53052,Israélite,PER,MISC,53061,", d'une règle religieuse en mê"
" nous entendons. 
Je le sais. ",54542,Issacar,PER,MISC,54549, a une grande idée. Il veut cr
" pour qu'elle ait du succès. 
",55088,Néanmoins,PER,,55097,", j'ai été très heureux de voy"
"luses. 
– Vous voyez, m'a dit ",55631,Issacar,PER,MISC,55638,", que ça marche comme sur des "
", je réponds de la réussite. 
",56178,Malgré,PER,,56184," tout, je ne sais pas si nous "
s sur les sentiments moraux d',56288,Issacar,PER,MISC,56295, ; je n'ai pas le moindre dout
moindre doute à ce sujet-là ; ,56343,Issacar,PER,MISC,56350, lui-même ne m'en a pas laissé
"m'en a pas laissé l'ombre. 
– ",56393,La,PER,,56395," morale, dit-il, est une chose"
"plutôt, la directe émanation. ",56589,Jusqu',PER,,56595,"à une certaine époque, le XVIe"
et j'ai visité les prétoires. ,58494,Monsieur,PER,,58502,", c'est absolument piteux. Mai"
" victime, vous pouvez être le ",58926,sentimentaliste,PER,,58941, qui soupire ou la dupe qu'on 
ur véhémente colère contre un ,59203,Molochisme,PER,MISC,59213, dont celui d'aujourd'hui n'es
"pas ton corps », a dit Isaïe. ",59400,Monsieur,PER,,59408,", je ne connais point de parol"
oint de parole plus haute. -- ,59455,Riche,PER,MISC,59460, ! ne méprise pas ton corps ; 
"peu que ce soit, devant cette ",60398,morale,PER,,60404," qui ne repose sur rien, chose"
 un mauvais tour de la part d',61765,Issacar,PER,MISC,61772, ; je ne redoute pas qu'il veu
"et que le hasard, seul en eût ",62241,assuré,PER,,62247," la réussite. Le hasard, oui, "
e de suite dans les procédés. ,62881,La,PER,,62883, moustache courte et la barbe 
 crois que l'appui qu'Issacar ,63749,obtiendra,PER,,63758, de moi aura plutôt un caractè
s je ne suis sûr de rien. Mon ,64023,oncle,PER,,64028,", qui me fait une pension depu"
nsif. Plutôt un peu éméché... ,65508,Peut,MISC,,65512,-être que la définition n'est 
n peu éméché... Peut-être que ,65522,la,PER,,65524," définition n'est pas bonne, a"
"ologue. 
Alors je ne suis pas ",65631,amoureux,PER,,65639,". 
Mais je suis étonné, très é"
"rès étonné, même, lorsque mon ",65694,oncle,PER,,65699," me prend à part, un soir, et "
 paraît que c'est pressé. Mon ,65889,oncle,PER,,65894," tient sans doute à savoir, av"
"règle, correct, légal... 
Mon ",66340,oncle,PER,MISC,66345,", c'est un homme d'ordre ; une"
 dominantes : l'Orgueil et la ,66608,Luxure,PER,MISC,66614,", dont la somme, toujours, est"
"
Et avare ? Certainement. Mon ",67813,oncle,PER,,67818," est un avare tragique. 
Ce n'"
 de leur donner une musette d',68082,avoine,PER,,68088,. Ce n'est pas un de ces pince
ue chose d'effrayant chez mon ,69777,oncle,PER,,69782, ; c'est l'absence complète de
ère ; fort jolie surtout. Mon ,70677,oncle,PER,,70682,", le lendemain du mariage, pri"
 qui met sur le visage de mon ,71117,oncle,PER,,71122,", parfois, un voile de tristes"
 le sol et ses produits et se ,71742,libéreront,PER,,71752, de tout souci en plaçant la r
 seule Puissance. -- Mais mon ,72275,oncle,PER,,72280, est venu trop tard dans un mo
se seulement qu'inspire à mon ,72590,oncle,PER,,72595, cette vision décourageante de
"me de ses passions, mais leur ",73602,maître,PER,,73608, ; un maître exigeant et bruta
"ssions, mais leur maître ; un ",73614,maître,PER,,73620," exigeant et brutal, qui pouss"
avoir pour son argent ... Mon ,73776,oncle,PER,,73781, me fait souvent songer aux ba
its et de diriger des actes ! ,74704,Quelle,PER,,74710, pitié ! Surtout lorsqu'on cro
"ut lorsqu'on croit, comme mon ",74754,oncle,PER,,74759,", que l'âge est proche où l'au"
" Ah ! ces Américains, dit mon ",75000,oncle,PER,,75005," avec colère, quelles leçons i"
ses instincts autoritaires se ,75485,laissent,PER,,75493, voir ; il fait le bien sans p
; et lorsqu'il a dit à l'abbé ,75936,Lamargelle,LOC,PER,75946," qui, depuis quelque temps déj"
arti pour ma fille ? » l'abbé ,76166,Lamargelle,LOC,,76176, a immédiatement compris que l
l ne faut pas plaisanter avec ,76327,M.,PER,,76329," Urbain Randal. 
Mais ça, c'es"
e faut pas plaisanter avec M. ,76330,Urbain,PER,,76336," Randal. 
Mais ça, c'est une r"
pas plaisanter avec M. Urbain ,76337,Randal,MISC,,76343,". 
Mais ça, c'est une règle qu"
e que des plaisanteries à mon ,76487,oncle,PER,,76492,", tout à l'heure. 
Car je suis"
d'une odeur de chancissure... ,77803,Amour,PER,,77808," paternel, amour maternel, amo"
esses de leurs débuts ; à qui ,78439,la,PER,,78441, faute : aux hommes qui les di
"le, échoue misérablement. Mon ",78716,oncle,PER,,78721, (ou plutôt mon argent) en a f
s désespérées de ma jeunesse. ,79724,J',PER,,79726,"aime l'argent, encore ; je l'a"
l'aime plus que ne l'aime mon ,79837,oncle,PER,,79842, ! Chaque parole qu'il prononc
e à la gorge et lui crier : « ,80112,Menteur,PER,MISC,80119, ! Voleur ! » C'est aujourd'hu
ge et lui crier : « Menteur ! ,80122,Voleur,PER,MISC,80128," ! » C'est aujourd'hui, ce jou"
"ux pas ! 
– À quoi penses-tu, ",80267,Georges,PER,MISC,80274, ? crie mon oncle d'une voix f
"penses-tu, Georges ? crie mon ",80286,oncle,PER,,80291, d'une voix furieuse. Tu ne m'
ions. Mais sa voix n'est plus ,80510,la,PER,,80512, même ; elle tremble. Pas de p
ses actes. Il ne dit plus : « ,80952,Mets,LOC,MISC,80956,"-toi à ma place, je t'en prie "
ne dit plus : « Mets-toi à ma ,80966,place,MISC,,80971,", je t'en prie ; aurais-tu agi"
re de la Banque Européenne... ,81094,J',PER,,81096,ai pensé que lorsque tu aurais
 pas à te demander le tien... ,81258,J',PER,,81260,ai fait ça dans ton intérêt ; 
"ence. 
Je ne réponds pas. Mon ",82196,oncle,PER,,82201," reprend : 
– j'ai donc, aujou"
"
– C'est possible, répond mon ",82537,oncle,PER,,82542,". Lis un journal. Ou plutôt, a"
"rdereaux d'achat. Les voici. 
",82806,Naturellement,PER,,82819,". 
– Tu n'as aucune réclamatio"
"le. 
Il ne l'aura pas. 
– Mon ",83532,oncle,PER,MISC,83537,", dis-je en prenant une plume,"
"règlement. 
Mais il me saisit ",83611,la,PER,,83613," main. 
– Attends ! Rappelle-t"
" saisit la main. 
– Attends ! ",83633,Rappelle,PER,,83641,-toi qu'en acceptant aujourd'h
" me fasse grâce, moi ! 
– Mon ",83881,oncle,PER,MISC,83886,", ne faites aucune attention à"
ques lignes que je signe. Mon ,84052,oncle,PER,,84057, s'est rassis pendant que j'éc
"on d'entreprendre, me dit mon ",84322,oncle,PER,,84327, lorsqu'il m'a remis les titre
"de même, si le cœur t'en dit. ",84600,Méfie,PER,,84605,-toi des entraînements ; ils s
", il n'y a rien de tel que le ",84737,Respect,MISC,LOC,84744,. J'en ai fait l'expérience. L
ir bon cœur qu'à bon escient. ,85246,Rappelle,PER,,85254,-toi que le Petit Poucet a ret
 escient. Rappelle-toi que le ,85266,Petit,PER,,85271, Poucet a retrouvé son chemin 
". Et je saurai, aussi, que le ",85460,Respect,MISC,LOC,85467, est un chat malfaisant et san
 Viendras-tu ce soir chez les ,85667,Montareuil,PER,LOC,85677," ? me demande mon oncle. 
– No"
s Montareuil ? me demande mon ,85695,oncle,PER,,85700,". 
– Non ; je ne crois pas. 
–"
"crois pas. 
– Tu le devrais ; ",85747,Mme,PER,,85750, Montareuil est charmante pour
"erite, la femme de chambre de ",85990,Mme,PER,,85993," Montareuil, une jolie fille p"
"; mais pas avant dix heures. 
",86142,Mme,PER,,86145, Montareuil est une personne g
"nez pas les grandes chaleurs, ",86656,Mademoiselle,PER,MISC,86668," ? 
– Non, Monsieur. 
– Beauco"
"dés. 
– Oui, Monsieur... 
Mon ",86760,oncle,PER,,86765, parle de l'intention qu'il a 
s bijoux que lui a laissés sa ,86870,mère,PER,,86874,". 
– Quelle chose incompréhens"
"e chose incompréhensible, dit ",86914,Mme,PER,,86917," Montareuil, que ces perpétuel"
uels changements de mode dans ,86974,la,PER,,86976, joaillerie ! Et ce qu'on fait
che dans son appartement. Mon ,87250,oncle,PER,,87255," est radieux, plein d'attentio"
"douard de nouvelles qualités, ",87474,Mme,PER,,87477, Montareuil rentre dans le sal
nt. Pourquoi en dire du mal ? ,87879,Mme,PER,,87882, Montareuil referme l'écrin av
Vous viendrez aussi à Maisons-,88069,Laffitte,PER,,88077,", j'espère, monsieur Georges ?"
"à Maisons-Laffitte, j'espère, ",88089,monsieur,PER,,88097," Georges ? 
– Non, Madame ; je"
"-Laffitte, j'espère, monsieur ",88098,Georges,PER,MISC,88105," ? 
– Non, Madame ; je le regr"
mais j'ai déjà expliqué à mon ,88172,oncle,PER,,88177, les raisons qui ne me permett
"effet, j'ai reçu une lettre d'",88316,Issacar,PER,MISC,88323, qui m'appelle à Bruxelles. Ma
cette belle propriété que mon ,88464,oncle,PER,,88469," a achetée, je crois, par habi"
e mettent la mort dans l'âme. ,88595,J',PER,,88597,"ai même, peut-être, d'autres r"
ser de l'hospitalité de votre ,88717,oncle,PER,,88722,. Nous laissons Marguerite pou
"etour. C'est si joli, Maisons-",88856,Laffitte,PER,,88864, ! Et les courses ! Quelque ch
"uyaux d'orgue ! 
C'est l'abbé ",89108,Lamargelle,LOC,,89118, qui fait son entrée ; et j'en
 Monsieur ne va pas à Maisons-,89478,Laffitte,PER,,89486," demain, me dit-elle dans l'an"
 vais pas ; et je ne suis pas ,89695,le,PER,,89697, seul ; car il paraît qu'on vo
"de m'ennuyer, toute seule... 
",89849,La,PER,,89851," solitude, comme on l'a écrit,"
"'une semaine, j'ai trouvé mon ",90308,oncle,PER,,90313, dans une colère bleue. Mme Mo
 oncle dans une colère bleue. ,90337,Mme,PER,,90340," Montareuil, que j'avais renco"
"vaient l'air fort affligé. 
– ",90597,Mademoiselle,PER,,90609," Charlotte ne se mariera pas, "
e très malheureuse. C'est mon ,90745,oncle,PER,,90750," qui me l'apprend, d'une voix "
s voleurs sont venus chez les ,90937,Montareuil,PER,LOC,90947," ; ils ont tout enlevé, tout, "
"urs, bijoux. Le secrétaire de ",91019,Mme,PER,,91022, Montareuil a été forcé et mis
"personne, cette nuit-là, chez ",91627,Mme,PER,,91630," Montareuil ? 
– Si ; Margueri"
"ntant du vol, à peu près ? 
– ",91922,Quatre,PER,,91928," cent mille francs, à en croir"
"ent mille francs, à en croire ",91960,Mme,PER,,91963," Montareuil ; mettons-en, si t"
"rope, un des fondateurs de la ",92480,Digestion,MISC,,92489, Économique ; Mme Montareuil a
 de la Digestion Économique ; ,92503,Mme,PER,,92506, Montareuil aussi a toujours é
"é très charitable, ajoute mon ",92567,oncle,PER,,92572, qui ne se souvient plus de ce
 cynisme : que la charité est ,92694,la,PER,,92696, conséquence de l'usure et son
e dans le cœur. Que veux-tu ? ,92938,J',PER,,92940,ai bien été obligé de lui fair
"sidérable... 
– Je pense, mon ",93196,oncle,PER,,93201,", que vous avez été un peu vit"
"ain sur les coupables... 
Mon ",93686,oncle,PER,,93691," ricane. 
– Les coupables ! di"
as agi aussi brusquement avec ,94159,Mme,PER,,94162, Montareuil. J'ai pris des ren
squement avec Mme Montareuil. ,94175,J',PER,,94177,ai pris des renseignements. J'
es un peu mystérieuses de mon ,94810,oncle,PER,,94815," m'intéressent, alors, quel es"
"e te dire son nom, répond mon ",94912,oncle,PER,,94917, ; il ne t'apprendrait rien. C
trait. -- Il était l'amant de ,95055,Mme,PER,,95058," Montareuil. 
– Mme Montareuil"
"l'amant de Mme Montareuil. 
– ",95074,Mme,PER,,95077," Montareuil ! Un amant ! 
– Po"
"s la seule, je pense, dit mon ",95163,oncle,PER,,95168, en haussant les épaules... Ça
uis deux ans. C'est là qu'est ,95239,la,PER,,95241," bêtise. Qu'une femme, à n'imp"
e. Un de ces faux artistes de ,95772,Montmartre,PER,LOC,95782, dont le ciseau de sculpteur s
urbe en pince et qui ont dans ,95848,la,PER,,95850, main le poil de leurs pinceau
"avant-hier, dans la Seine. -- ",96159,Crime,PER,,96164," ou suicide ? Crime, certainem"
 Seine. -- Crime ou suicide ? ,96178,Crime,PER,MISC,96183,", certainement. Il n'avait pas"
 ont révélé son intimité avec ,96369,Mme,PER,,96372," Montareuil. 
– Ce n'est donc "
"on. Mais pourquoi diable, mon ",97041,oncle,PER,,97046,", me racontez-vous une pareill"
" ? 
– Une histoire ! crie mon ",97116,oncle,PER,,97121,. Une histoire ! Aussi vrai qu
sation ; c'est permettre à la ,98250,vieille,PER,,98257, barbarie de prévaloir contre 
"nicharde, je songeais à cette ",98466,vieille,PER,,98473," princesse qui, pendant le pil"
"ur, j'avais envie... Ah ! bon ",98641,Dieu,MISC,,98645, ! se souvenir qu'on a un sexe
"onnaire ! 
– Calmez-vous, mon ",98773,oncle,PER,,98778,". D'abord, ces titres, ceux qu"
"nt eux-mêmes... 
– Est-ce que ",99251,Mme,PER,,99254, Montareuil est au courant des
" au courant des choses ? 
Mon ",99299,oncle,PER,MISC,99304," tire sa montre. 
– À l'heure "
"e qui la mandait, seule, à la ",99426,Sûreté,PER,ORG,99432," ; elle est, depuis une demi-h"
" Mais que pense-t-elle ? 
Mon ",100167,oncle,PER,,100172," me regarde avec étonnement. 
"
'a rien à penser. Je suis son ,100261,père,PER,,100265, ; je pense pour elle... Après
" autour de moi, à voir clair. ",100686,J',PER,,100688,ai senti que je n'étais pas se
e sa curiosité de la vie ; sa ,102753,mère,PER,,102757,", morte de bonne heure, n'a pu"
" que moi, isolé, enfermé dans ",103457,la,PER,,103459, cage où l'on vous apprend à a
 apprend à avoir peur et dans ,103507,la,PER,,103509, cage où l'on vous enseigne à 
 passé -- et que les nerfs de ,104367,la,PER,,104369," femme n'oublient jamais, même"
 ont ouvert l'âme à moitié en ,104507,la,PER,,104509, froissant beaucoup. Car l'ind
on réprimée produit la pitié. ,104803,La,PER,,104805," pitié mesquine, espèce de com"
idées libératrices -- ou même ,105770,la,PER,,105772," bonté sans phrases, lorsqu'el"
"ur d'orage, dans le jardin de ",106734,Maisons,PER,,106741,"-Laffitte, où sa robe blanche "
"ge, dans le jardin de Maisons-",106742,Laffitte,PER,,106750,", où sa robe blanche frémissai"
"voyons que la vie, quand nous ",108904,sommes,MISC,,108910," ensemble, la vie dont nous ne"
"ne parlons jamais, hideuse et ",108968,vieille,PER,,108975,", -- vieille, vieille... 
J'ai"
"amais, hideuse et vieille, -- ",108980,vieille,PER,,108987,", vieille... 
J'ai conscience "
"deuse et vieille, -- vieille, ",108989,vieille,PER,,108996,"... 
J'ai conscience qu'elle n"
elle sent qu'elle n'est point ,109079,faite,PER,,109084, de ma chair. C'est comme si j
" où elle était assise, devant ",110064,la,PER,,110066, table où elle s'appuyait ; ce
", quand elle vient, c'est une ",110198,étrangère,PER,,110207, qui lui ressemble un peu ; ma
 peu ; mais je ne puis jamais ,110258,la,PER,,110260, voir telle que je l'ai revue 
"e l'entrevue ; je l'attends. 
",111546,La,PER,,111548," voici. Pour la première fois,"
"s, en face d'elle, je me sens ",111606,maître,PER,,111612," de moi, je n'éprouve pas les "
"Oui. 
C'est vrai. J'ai vu mon ",111791,oncle,PER,,111796, hier matin. Il m'a écouté san
as lui en vouloir de ne point ,112312,persister,PER,,112321, en dépit de tout. Les faits q
