Gauche,Début,Texte,Label_modele,Label_spacy,Fin,Droit
"nt celui que j'espérais voir, ",19634,"Non, pas du tout",,MISC,19650,. Je ne me rappelle déjà plus 
"es, me représenter un homme d'",20197,État,,LOC,20201,", c'est son visage que j'évoqu"
"ment justifiées, ce n'est pas ",20386,Gambetta,,PER,20394,", ni même M. Thiers, qui symbo"
"e n'est pas Gambetta, ni même ",20404,M. Thiers,,PER,20413,", qui symbolisent pour moi le "
nt les cheveux avaient quitté ,20572,la France,,LOC,20581, dans le fiacre à Louis-Philip
té la France dans le fiacre à ,20599,Louis-Philippe,,PER,20613,", dont la blanchisseuse avait "
mander aumône à la grille : « ,21157,Allez,,LOC,21162," donc travailler, fainéant ; v"
"uois, qui dit toujours que le ",21882,Code,,MISC,21886," est formel. 
– Le Code est fo"
"rs que le Code est formel. 
– ",21902,Le Code,,MISC,21909," est formel. 
Le geste est fac"
"s ligatures aux consonnes. 
– ",22214,Le Code,,MISC,22221," est formel ! 
J'écoute ça, pl"
 souveraine et mystérieuse du ,22324,Code,,MISC,22328,", un peu terrifié aussi -- et "
se habitude. Peut-être que le ,23006,Code,,MISC,23010," est formel, pour les ongles. "
"ns la bibliothèque, saisir un ",23528,Code,,MISC,23532,", le cacher sous ma blouse et "
"ouvrant le livre sacré ! Non, ",24485,Ève,,PER,24488, n'a pas cueilli le fruit défe
" cueilli le fruit défendu, au ",24526,jardin d'Eden,,LOC,24539,", avec une émotion plus grande"
vec une émotion plus grande ; ,24572,le Tentateur,,MISC,24584, ne lui avait parlé qu'une seu
'entends chanter la gloire du ,24714,Code,,MISC,24718,", du Code qui est formel ! 
Je"
"chanter la gloire du Code, du ",24723,Code,,MISC,24727," qui est formel ! 
Je lis. Je "
"ement, avec fièvre. Je lis le ",24802,Contrat de louage,,MISC,24819,", le Régime dotal, beaucoup d'"
" lis le Contrat de louage, le ",24824,Régime dotal,,MISC,24836,", beaucoup d'autres choses com"
"– Qu'est-ce que tu fais là ? 
",25204,Mon grand-père,,MISC,25218, est devant moi. Il est entré 
"-ce que tu lis ? 
– Je lis le ",25420,Code !,,MISC,25426," 
À quoi bon nier ? Le livre e"
"and-père sourit. 
– Tu lis le ",25583,Code !,,MISC,25589," Ça t'amuse, de lire le Code ?"
"Code ! Ça t'amuse, de lire le ",25613,Code ?,,MISC,25619," Ça t'intéresse ? 
Je fais un "
"mmédiatement. 
– Pour lire le ",25885,Code,,MISC,25889,", mon ami, il ne suffit pas de"
lire ; il faut savoir lire le ,25957,Code,,MISC,25961,". Ce qu'il faut lire, dans ce "
est tout ce qui restera de la ,26300,Société,,ORG,26307,". 
Bon, bon. Nous verrons ça. "
"i un autre souvenir, encore. 
",26371,M. Dubourg,,PER,26381, est un ami de la famille. C'e
en convient sans difficulté : ,26641,Dubourg,,PER,26648,", c'est l'honnêteté en personn"
" mère et c'est avec son fils, ",26774,Albert,,PER,26780,", que je joue le plus volontie"
es domestiques. Il parait que ,27051,M. Dubourg,,PER,27061, s'est mal conduit... des déto
" plus se gêner devant moi. 
– ",27287,Dubourg,,PER,27294, peut se flatter d'avoir de la
me sous l'Empire ! Comme sous ,27957,Louis XV,,PER,27965," !... Et, quand on le prend su"
st ce qu'on fait partout pour ,28413,Dubourg,,PER,28420,", sois tranquille. J'ai donné "
" ordres, ici. Et quant à toi, ",28483,Georges,,MISC,28490,", si par hasard tu rencontres "
", si par hasard tu rencontres ",28520,Albert,,MISC,28526,", je te défends de lui parler."
" son journal, je vois arriver ",28746,M. Dubourg,,PER,28756,". La domestique, par bêtise ou"
" huit jours avant midi. 
Mais ",28901,M. Dubourg,,PER,28911, est à dix pas. Je sens que je
"re me retient par le bras. 
– ",29103,Reste là !,,MISC,29113," 
M. Dubourg parle depuis cinq"
"t par le bras. 
– Reste là ! 
",29115,M. Dubourg,,PER,29125, parle depuis cinq minutes ; d
"ond rien. Rien ; pas un mot. 
",29340,M. Dubourg,,PER,29350, continue. Il dit que des symp
"avouerait devant le monde... 
",29487,Silence,,MISC,29494,". 
Il dit qu'il a eu un moment"
" comptes depuis vingt ans... 
",29707,Silence,,MISC,29714,". 
Il dit qu'il a été un grand"
" lui donnerait des forces... 
",30020,Silence,,MISC,30027,". 
Il dit qu'il va partir très"
"serait peut-être le mieux... 
",30172,Silence,,MISC,30179,". 
– Eh ! bien, a-t-il murmuré"
"être le mieux... 
Silence. 
– ",30184,Eh !,,MISC,30188," bien, a-t-il murmuré, je ne v"
"us importuner plus longtemps, ",30260,M. Randal,,PER,30269, ; je vais vous quitter... Au 
". 
– Adieu, Monsieur. 
Alors, ",30455,M. Dubourg,,PER,30465, est parti. Il s'en est allé à
e déshériter complètement. Le ,32113,Code,,MISC,32117," est formel. 
II -- LE CŒUR D'"
"de est formel. 
II -- LE CŒUR ",32145,D'UN HOMME VIERGE EST UN,,MISC,32169," VASE PROFOND 
C'est entendu. "
CŒUR D'UN HOMME VIERGE EST UN ,32170,VASE,,MISC,32174," PROFOND 
C'est entendu. Je ne"
"urgatoire des accessits . 
–  ",32496,Sic,,PER,32499," transit gloria mundi , soupir"
ieille estampe qui représente ,32636,Bélisaire,,PER,32645, tendant son casque aux passan
i le bœuf n'obéirait point. » ,33287,Eh !,,MISC,33291," bien, l'enfant, l'enfant qui "
"pauvre -- et j'aime l'argent, ",34271,"Oui, j'aime l'argent ;",,MISC,34293, je n'aime que ça. C'est l'arg
"n en oublie même l'existence, ",39253,Dans la nuit,,MISC,39265," que lui font les voûtes, entr"
n'est censé ignorer la loi. » ,41344,Est,,LOC,41347,"-ce que c'est classique, ça, o"
"unts qui m'engagent à vivre. 
",41633,Integer vitae,,MISC,41646,", scelerisque purus . 
Je leur"
chonner du grec ! Ô cheval de ,42050,Troie,,LOC,42055,"... Mais n'anticipons pas. 
J'"
ironie. J'apprends donc cette ,43033,Histoire des Morts -- tout ça,,MISC,43062,", c'est les procès verbaux des"
s procès verbaux des vieilles ,43102,Morgues,,LOC,43109, -- cette Histoire des Morts q
des vieilles Morgues -- cette ,43119,Histoire des Morts,,MISC,43137, qu'on nous enseigne en dédain
n nous enseigne en dédain des ,43172,Actes des Vivants,,MISC,43189, -- comme on nous condamne à l
ole pendant que je traduis le ,44232,De officiis,,MISC,44243," , moi qui dépense ici, inutil"
our par jour et pied à pied ? ,44455,Ah !,,MISC,44459," si j'étais encore riche, seul"
faction visible à la ruine de ,44998,Carthage,,LOC,45006, ; je comprends que la fin de 
"il convient, à la victoire de ",45140,Cicéron,,PER,45147, sur Catilina ; et aussi au tr
 à la victoire de Cicéron sur ,45152,Catilina,,MISC,45160, ; et aussi au triomphe de Cés
aussi au triomphe de César. L',45196,empire Romain,,LOC,45209," s'établit, à ma grande joie ;"
tre juste : les invasions des ,45346,Barbares,,MISC,45354, ont eu du bon ; pourquoi pas 
on ; pourquoi pas ? Quant aux ,45396,Anglais,,LOC,45403,", je sais que trois voix crier"
et que c'est fort heureux que ,45493,Jeanne d'Arc,,PER,45505, les ait chassés de France. Je
 Jeanne d'Arc les ait chassés ,45522,de France,,LOC,45531,. Je vois clairement que la de
lairement que la destinée des ,45572,Empires,,MISC,45579, tient à un grain de sable ; q
 à un grain de sable ; que la ,45615,Révolution française,,MISC,45635, fut un grand mouvement libéra
nmoins en blâmer les excès... ,45720,Poésie de faussaires ;,,MISC,45742, science d'apprentis teinturie
"me mon goût, aussi. Je vénère ",45926,Horace,,MISC,45932,", « qu'on aime à lire dans un "
or de gloire. » J'estime fort ,46023,Raphaël,,PER,46030," pour les Loges du Vatican, qu"
ort Raphaël pour les Loges du ,46049,Vatican,,LOC,46056,", que j'ignore ; Michel-Ange, "
"ignore ; Michel-Ange, pour le ",46094,Jugement Dernier,,MISC,46110,", que je n'ai jamais vu. Boile"
"rnier, que je n'ai jamais vu. ",46135,Boileau,,PER,46142, a mon admiration ; et Malherb
s que Molière est supérieur à ,46227,Shakespeare,,PER,46238, et que si les Français n'ont 
r à Shakespeare et que si les ,46253,Français,,MISC,46261," n'ont pas de poème épique, c'"
"oème épique, c'est la faute à ",46306,Voltaire,,PER,46314,. Je distingue soigneusement e
distingue soigneusement entre ,46349,Bossuet,,PER,46356,", qui était un aigle, et Fénel"
"ssuet, qui était un aigle, et ",46381,Fénelon,,PER,46388,", qui fut un cygne. Plumages !"
"et Fénelon, qui fut un cygne. ",46408,Plumages,,LOC,46416," !... J'honore Franklin. 
Je v"
cygne. Plumages !... J'honore ,46431,Franklin,,PER,46439,". 
Je vis en vieillard... 
C'e"
"s la poudre rosée des dadas. 
",48060,– Serrez,,PER,48068, le texte ! s'écrie l'un. La l
"ez-vous, par exemple, que les ",48443,Anciens,,LOC,48450, n'avaient d'autre coiffure qu
"; 
Claudite jam rivos, pueri, ",48593,sat prata biberunt,,ORG,48611,". 
N'en jetez plus, la cour es"
" plus, la cour est pleine. 
– ",48654,Mon ami,,MISC,48661,", me dit mon oncle quand j'ai "
"rais-je ? Tu sais que, depuis ",48999,Bonaparte,,PER,49008,", la carrière est ouverte aux "
"e est ouverte aux talents... 
",49050,Mon oncle,,MISC,49059," s'amuse un peu, en me disant "
" afin d'être libre, après. 
– ",49938,Excellente idée,,MISC,49953,", dit mon oncle. Peut-être as-"
" ne serai libéré que demain. 
",50548,Libéré !,,MISC,50556, Ce mot me fait réfléchir long
"e faudra-t-il commettre ?... 
",51280,Quatorze ans !,,MISC,51294, Mais ça paye un assassinat bi
"qui sait si je serais pris ? 
",52092,III,,PER,52095, -- LES BONS COMPTES FONT LES 
"AMIS 
J'ai suivi le conseil d'",52160,Issacar,,MISC,52167,", et je suis ingénieur. Où, co"
t jamais la connaissance d'un ,52325,Israélite,,MISC,52334,", d'abord ; c'est toujours lui"
" cause : l'observation, par l'",53052,Israélite,,MISC,53061,", d'une règle religieuse en mê"
confidences aux médecins et à ,53345,consterner,,PER,53355, les apothicaires. Quoi qu'il 
"l en soit, mes relations avec ",53413,Issacar,,MISC,53420," m'auront été fort utiles, m'a"
 faut se faire quelque chose. ,53986,Collez,,MISC,53992,-vous sur la poitrine un écrit
" nous entendons. 
Je le sais. ",54542,Issacar,,MISC,54549, a une grande idée. Il veut cr
valisera en peu de temps avec ,54711,Anvers,,LOC,54717, et finira par tuer Hambourg. 
vec Anvers et finira par tuer ,54737,Hambourg,,LOC,54745,. Il m'a détaillé son projet a
é plus loin ; il m'a emmené à ,54892,L.,,PER,54894,", où j'ai pu me rendre un comp"
es choses ; il est certain qu',54964,Issacar,,MISC,54971," n'exagère pas, et que son idé"
collections de timbres-poste. ,55315,Issacar,,MISC,55322, a su se faire beaucoup d'amis
"ucoup d'amis, non seulement à ",55370,L.,,PER,55372,", mais à Bruxelles, et nous ne"
"s, non seulement à L., mais à ",55381,Bruxelles,,LOC,55390,", et nous ne nous sommes pas e"
"luses. 
– Vous voyez, m'a dit ",55631,Issacar,,MISC,55638,", que ça marche comme sur des "
"ment, l'affaire sera lancée à ",55826,Paris,,LOC,55831, et l'émission faite dans des 
s sur les sentiments moraux d',56288,Issacar,,MISC,56295, ; je n'ai pas le moindre dout
moindre doute à ce sujet-là ; ,56343,Issacar,,MISC,56350, lui-même ne m'en a pas laissé
smogonie. Le vieux système de ,56749,Ptolémée,,PER,56757, s'est écroulé ; mais le monde
Croyez-vous que ce soient les ,57936,Codes,,MISC,57941, qui indiquent la dose ? Certe
 nombreuses fissures dans les ,58013,Tables de la Loi,,MISC,58029, ; et la jurisprudence est bie
duit forcément la division de ,58679,l'Humanité,,ORG,58689, en deux fractions à peu près 
ur véhémente colère contre un ,59203,Molochisme,,MISC,59213, dont celui d'aujourd'hui n'es
oint de parole plus haute. -- ,59455,Riche !,,MISC,59462, ne méprise pas ton corps ; ca
l sans mépriser ton corps. -- ,60003,Ça,,MISC,60005,", voyez-vous, c'est une base, "
alisme n'est pas à la mode... ,60132,Parbleu !,,MISC,60141," Comment voudriez-vous, si l'i"
isoire ! -- à grands coups de ,60607,goupillon,,PER,60616, ou à grands coups de crosse. 
mépriser son corps ; -- de la ,61090,sanie,,MISC,61095, infecte qu'on vous infuse dan
rtain qu'il ne donnera pas de ,61667,crocs-en-jambe,,LOC,61681, à ceux qui marcheront avec lu
 un mauvais tour de la part d',61765,Issacar,,MISC,61772, ; je ne redoute pas qu'il veu
"s trous en lui, comme on dit. ",62055,Apte,,PER,62059, à formuler exactement une idé
meilleure chance de succès qu',62316,Issacar,,MISC,62323, ait dans son jeu. Ses aptitud
"ace, symbolisent les excès de ",62980,la Propriété,,MISC,62992,", dévoratrice d'elle-même, dit"
" dévoratrice d'elle-même, dit ",63023,Proudhon,,PER,63031, ; mais les cheveux ne désiren
" oppose. Les yeux, légèrement ",63344,bigles,,LOC,63350,", proclament des sentiments ég"
" oreilles... Mais descendons, ",63591,Issacar,,MISC,63598," boîte un peu ; chez lui, pour"
"ment, je crois que l'appui qu'",63741,Issacar,,MISC,63748, obtiendra de moi aura plutôt 
" de mes camarades de collège, ",64723,Édouard Montareuil,,PER,64741,", que ma cousine Charlotte va "
"re ; mais un peu naïf, un peu ",64846,gnan-gnan,,PER,64855, -- un fils à maman. -- Ça me 
n-gnan -- un fils à maman. -- ,64879,Ça,,MISC,64881," me fait quelque chose, on dir"
"e et de grands yeux noirs... 
",65083,Est,,LOC,65086,"-ce que je serais amoureux, pa"
"r, et me dit à demi-voix : 
– ",65753,Viens après-demain matin,,MISC,65777,", à dix heures. Je veux te ren"
endre mes comptes de tutelle. ,65835,Sois,,LOC,65839," exact. 
Diable ! Il paraît qu"
u non un règlement dérisoire. ,66026,Ça,,MISC,66028, doit être ça. C'est moi qui d
" en règle, correct, légal... 
",66336,Mon oncle,,MISC,66345,", c'est un homme d'ordre ; une"
r une soumission absolue à la ,66563,Loi,,MISC,66566, écrite. Ses dominantes : l'Or
 dominantes : l'Orgueil et la ,66608,Luxure,,MISC,66614,", dont la somme, toujours, est"
t point le bras en criant : « ,68584,Au voleur !,,MISC,68595, » car il aurait peur qu'on l'
t de tout souci en plaçant la ,71781,régie de l'Argent,,LOC,71798,", considéré comme unique Provi"
"rgent, considéré comme unique ",71823,Providence,,LOC,71833,", entre les mains d'une petite"
us mathématiquement par cette ,72033,Providence,,LOC,72043," tangible ; par le fait, le cu"
its qui masquent mal la seule ,72252,Puissance,,MISC,72261,. -- Mais mon oncle est venu t
près les toiles d'araignée du ,73050,Code,,MISC,73054,", mais renversera d'un seul co"
rons solitaires et tristes du ,73841,Moyen-Âge,,LOC,73850,". Combien y eut-il, derrière l"
vait se chanter la chanson de ,74348,l'Épée !,,MISC,74356, Quelle cohue d'oppresseurs et
"ils ne purent être empereurs, ",74461,Charles-Quints,,PER,74475, avortés en Gilles de Rais... 
"rs, Charles-Quints avortés en ",74487,Gilles de Rais,,PER,74501,"... 
Se voir réduit à spéculer"
"phère, sur le sol nouveau des ",74956,États-Unis,,LOC,74966,". 
– Ah ! ces Américains, dit "
"ol nouveau des États-Unis. 
– ",74971,Ah !,,MISC,74975," ces Américains, dit mon oncle"
"u des États-Unis. 
– Ah ! ces ",74980,Américains,,LOC,74990,", dit mon oncle avec colère, q"
quelles leçons ils donnent au ,75049,Vieux Monde !,,LOC,75062," 
Et il explique le système si"
"t si humanitaire, dit-il, des ",75132,Crésus,,MISC,75138," d'Outre-mer. Ce système, même"
faire le bien que d'étayer la ,75633,Société,,ORG,75640, actuelle et que c'est faire l
al que de la miner sourdement ,75703,C'est un philanthrope cynique,,MISC,75732,. Il prête aux gens afin d'en 
 lui ; et lorsqu'il a dit à l',75931,abbé Lamargelle,,PER,75946," qui, depuis quelque temps déj"
l ne faut pas plaisanter avec ,76327,M. Urbain Randal,,PER,76343,". 
Mais ça, c'est une règle qu"
" -- vous aboutissez à ça ! 
– ",77886,Nous disons,,MISC,77897,", net, huit cent mille francs."
"t internationaux, les fonds d'",78144,État,,LOC,78148," les imitant de leur mieux, mo"
"ue les choses tournent mal ? 
",78841,Attendre,,MISC,78849,", attendre des hausses improba"
"qui coule, avec ses phrases ! ",79963,Oh !,,MISC,79967, je voudrais qu'il eût fini --
e à la gorge et lui crier : « ,80112,Menteur !,,MISC,80121," Voleur ! » C'est aujourd'hui,"
ge et lui crier : « Menteur ! ,80122,Voleur !,,MISC,80130," » C'est aujourd'hui, ce jour-"
"ux maintenant, si je veux... 
",80218,Eh !,,MISC,80222," bien, je ne veux pas ! 
– À q"
"ux pas ! 
– À quoi penses-tu, ",80267,Georges,,MISC,80274, ? crie mon oncle d'une voix f
ses actes. Il ne dit plus : « ,80952,Mets-toi,,MISC,80960," à ma place, je t'en prie ; au"
 aurais-tu agi autrement ?... ,81017,Ç',,PER,81019,a été un coup terrible pour mo
our moi que ce désastre de la ,81073,Banque Européenne,,ORG,81090,... J'ai pensé que lorsque tu 
-tu ? Un contrat est toujours ,82132,léonin,,LOC,82138, ; l'homme n'a pas de prescien
valeurs ne sont pas cotées en ,82657,Bourse,,LOC,82663,", ni même en Banque. Lorsque j"
" cotées en Bourse, ni même en ",82676,Banque,,ORG,82682,. Lorsque je m'en suis rendu a
"à. 
Je m'en garderai bien. 
– ",82913,"Et, tu sais",,MISC,82924,", rien ne te force à accepter "
"taille. 
Il ne l'aura pas. 
– ",83528,Mon oncle,,MISC,83537,", dis-je en prenant une plume,"
"Mais il me saisit la main. 
– ",83623,Attends !,,MISC,83632, Rappelle-toi qu'en acceptant 
"u'on me fasse grâce, moi ! 
– ",83877,Mon oncle,,MISC,83886,", ne faites aucune attention à"
" ; il pourrait vous tromper. 
",83954,Et je me penche sur une feuille de papier,,MISC,83995, sur laquelle je trace quelque
", il n'y a rien de tel que le ",84737,Respect,,LOC,84744,. J'en ai fait l'expérience. L
es paraissent à première vue. ,84909,Montesquieu,,PER,84920, a écrit l'Esprit des Lois ; i
re vue. Montesquieu a écrit l',84931,Esprit,,ORG,84937," des Lois ; il est inutile, n'"
ui ménage bien des alinéas... ,85083,Ah !,,MISC,85087," à propos d'entraînements, res"
 escient. Rappelle-toi que le ,85266,Petit Poucet,,MISC,85278, a retrouvé son chemin tant qu
". Et je saurai, aussi, que le ",85460,Respect,,LOC,85467, est un chat malfaisant et san
vil et très puissant seigneur ,85613,Prudhomme de Carabas,,PER,85633,". 
– Viendras-tu ce soir chez "
"neur Prudhomme de Carabas. 
– ",85638,Viendras-tu ce soir chez les,,MISC,85666, Montareuil ? me demande mon o
 Viendras-tu ce soir chez les ,85667,Montareuil,,LOC,85677," ? me demande mon oncle. 
– No"
uil est charmante pour toi et ,85788,Édouard,,PER,85795, est enchanté de te voir ; Il 
ard est enchanté de te voir ; ,85822,Il est tellement timide,,MISC,85845, qu'il se trouve gêné lorsqu'i
"t seul en face de Charlotte. 
",85909,Ça,,MISC,85911,", je m'en moque absolument. Ma"
e absolument. Mais je pense à ,85955,Marguerite,,PER,85965,", la femme de chambre de Mme M"
coup les gens graves. Quant à ,86336,Édouard,,PER,86343,", c'est un jeune homme sérieux"
"e me serait pas difficile. 
– ",86469,Quel beau temps,,MISC,86484," nous avons eu aujourd'hui, Ma"
"ps nous avons eu aujourd'hui, ",86512,Mademoiselle !,,MISC,86526," 
– Oh ! oui, Monsieur. 
– On "
"ujourd'hui, Mademoiselle ! 
– ",86530,Oh !,,MISC,86534," oui, Monsieur. 
– On se serai"
"nez pas les grandes chaleurs, ",86656,Mademoiselle,,MISC,86668," ? 
– Non, Monsieur. 
– Beauco"
écouvre à chaque instant dans ,87443,Édouard,,PER,87450," de nouvelles qualités, Mme Mo"
leurs que j'ai retirées de la ,87695,Banque,,ORG,87701, afin de faire opérer les tran
ourses. Vous viendrez aussi à ,88061,Maisons-Laffitte,,LOC,88077,", j'espère, monsieur Georges ?"
"-Laffitte, j'espère, monsieur ",88098,Georges,,MISC,88105," ? 
– Non, Madame ; je le regr"
"e, monsieur Georges ? 
– Non, ",88116,Madame,,PER,88122, ; je le regrette ; mais j'ai 
invitation. Je dois partir en ,88260,Belgique,,LOC,88268," demain soir. 
En effet, j'ai "
"effet, j'ai reçu une lettre d'",88316,Issacar,,MISC,88323, qui m'appelle à Bruxelles. Ma
tre d'Issacar qui m'appelle à ,88340,Bruxelles,,LOC,88349,". Mais, surtout je ne tiens pa"
"rit de retour. C'est si joli, ",88848,Maisons-Laffitte,,LOC,88864, ! Et les courses ! Quelque ch
"un tuyau, mais un tuyau... 
– ",88972,Moi aussi,,MISC,88981, je viens vous parler de tuyau
es églises en construction au ,89308,Thibet,,LOC,89314, ne me disent rien de bon ; et
re du berger dans les yeux de ,89431,Margot,,PER,89437,". 
– Alors, Monsieur ne va pas"
