Gauche,Début,Texte,Label_modele,Label_spacy,Fin,Droit
r le hasard des promiscuités. ,52642,M. ,PER,PER,52645,Issacar est un homme habile ; 
"éprise pas ton corps », a dit ",59393,Isaïe,PER,PER,59398,". Monsieur, je ne connais poin"
"rd Montareuil, que ma cousine ",64758,Charlotte,PER,PER,64767, va se marier. Pas un mauvais 
"ose, on dirait, de savoir que ",64930,Charlotte,PER,PER,64939, va se marier avec lui ; quelq
"l à définir. Une jolie brune, ",65026,Charlotte,PER,PER,65035,", avec la peau mate et de gran"
"e et de grands yeux noirs... 
",65083,Est,LOC,LOC,65086,"-ce que je serais amoureux, pa"
lorsqu'il est seul en face de ,85897,Charlotte,PER,PER,85906,". 
Ça, je m'en moque absolumen"
anscrire sa conversation avec ,86428,Charlotte,PER,PER,86437," ne me serait pas difficile. 
"
", Mademoiselle ! 
– Oh ! oui, ",86540,Monsieur,PER,PER,86548,". 
– On se serait cru en plein"
"en plein mois d'août. 
– Oui, ",86600,Monsieur,PER,PER,86608,". 
– Vous ne craignez pas les "
"leurs, Mademoiselle ? 
– Non, ",86679,Monsieur,PER,PER,86687,". 
– Beaucoup de gens s'en tro"
" trouvent incommodés. 
– Oui, ",86743,Monsieur,PER,PER,86751,"... 
Mon oncle parle de l'inte"
u'il a de faire remonter pour ,86818,Charlotte,PER,PER,86827, plusieurs des bijoux que lui 
ions pour moi ; le mariage de ,87313,Charlotte,PER,PER,87322,", me dit-il, n'est plus qu'une"
de votre oncle. Nous laissons ,88738,Marguerite,PER,PER,88748," pour garder la maison, et nou"
"les yeux de Margot. 
– Alors, ",89449,Monsieur,PER,PER,89457, ne va pas à Maisons-Laffitte 
"elle en baissant les yeux. 
– ",89643,Eh !,MISC,MISC,89647," bien, non, je n'y vais pas ; "
 oncle dans une colère bleue. ,90337,Mme Montareuil,PER,PER,90351,", que j'avais rencontrée au ba"
"fort affligé. 
– Mademoiselle ",90610,Charlotte,PER,PER,90619," ne se mariera pas, m'a dit l'"
u'une union entre son fils et ,93014,Charlotte,PER,PER,93023, était désormais impossible ; 
"peu vite en besogne. D'abord, ",93254,Charlotte,PER,PER,93263," avait, je crois, beaucoup d'a"
trait. -- Il était l'amant de ,95055,Mme Montareuil,PER,PER,95069,". 
– Mme Montareuil ! Un amant"
Me prends-tu pour un enfant ? ,97272,Est,LOC,LOC,97275,-ce que j'ai l'habitude d'inve
"ui demander. 
Tout de suite. 
",100405,Charlotte,PER,PER,100414, ne m'a pas dit ce qu'elle pen
"ngtemps déjà, sans doute, que ",102699,Charlotte,PER,PER,102708, a pu satisfaire sa curiosité 
"r toutes les pensées hautes. 
",104104,Charlotte,PER,PER,104113," a peut-être souffert, aussi, "
"core, que je sens vibrer dans ",106018,Charlotte,PER,PER,106027," ; je la lis sur son visage, s"
" Nous ne serons plus séparés, ",110848,Charlotte,PER,PER,110857, et moi ; par un adversaire in
"approche un nouveau lien, car ",111354,Charlotte,PER,PER,111363," est enceinte. Avant-hier, ell"
u'une. Je ne veux plus marier ,112065,Charlotte,PER,PER,112074,. -- Vous ne voulez plus... --
qui ont empêché le mariage de ,112380,Charlotte,PER,PER,112389,", en raison même de la rareté "
rd possible. -- Savez-vous si ,113166,Charlotte,PER,PER,113175, sera de votre avis et si elle
. -- Soit. C'est ce qu'a fait ,113616,Charlotte,PER,PER,113625,. Depuis trois mois elle est m
" veuille vous dire, c'est que ",114588,Charlotte,PER,PER,114597, est enceinte et qu'il nous fa
re allusion injurieuse envers ,114983,Charlotte,PER,PER,114992,", vieux coquin, je vous écrase"
bien. Accordez-moi la main de ,115925,Charlotte,PER,PER,115934, ; je ne vous demande pas de d
elle me confère. Tu as séduit ,117456,Charlotte,PER,PER,117465, ; tu peux la garder. Vivez en
"vahir tout d'un coup, lorsque ",117814,Charlotte,PER,PER,117823," est entrée. 
– Eh ! bien, que"
"sque Charlotte est entrée. 
– ",117839,Eh !,MISC,MISC,117843," bien, que t'a dit mon père ? "
rmes roulent dans les yeux de ,118863,Charlotte,PER,PER,118872,". 
– Je t'aime, oui... Oh ! Je"
"nlevés la nuit. Eh ! bien... 
",119611,Charlotte,PER,PER,119620, s'élance vers moi et me pose 
"nfamies du Code ? 
– Non, dit ",123510,Charlotte,PER,PER,123519,", je n'hésiterai pas. Je suis "
" ! 
– Oh ! c'est affreux, dit ",124930,Charlotte,PER,PER,124939, en sanglotant. Je ne sais pas
"e la prends dans mes bras. 
– ",125427,Eh !,MISC,MISC,125431," bien, si tu m'aimes, Charlott"
" 
– Eh ! bien, si tu m'aimes, ",125453,Charlotte,PER,PER,125462,", ne me demande point des chos"
" assez forte pour me suivre. 
",126433,Charlotte,PER,PER,126442," devient pâle, pâle comme une "
"ent sur ses lèvres blêmes. 
– ",126678,Eh !,MISC,MISC,126682," bien, va-t-en, alors ! crié-j"
"a t-en ! Va-t-en !... 
Alors, ",126894,Charlotte,PER,PER,126903," s'en va, toute droite. Et pen"
"rron hors la loi à gauche, et ",131563,Jésus,PER,PER,131568," la bonté même, représentant l"
"sses dirigées. De par la loi, ",134931,Monsieur,PER,PER,134939,", de par la loi ! Vous savez q"
"poules, a sa moralité, assure ",138207,Carlyle,PER,PER,138214, ; sans quoi il ne pourrait pa
"homme, et qu'avait déjà tenue ",146367,Jérémie,PER,PER,146374,", l'Individu la porte sur la p"
"haise libre perd sa liberté. 
",155110,– Monsieur,PER,PER,155120,", me dit l'honnête industriel,"
"e industriel, j'ai appris par ",155167,M. Issacar,PER,PER,155177, combien vous êtes désireux de
l'avis de notre honorable ami ,155483,M. Issacar,PER,PER,155493,", et je suis heureux qu'il ait"
"rompre l'honnête industriel. 
",156335,– Monsieur,PER,PER,156345,", lui dis-je, le tableau que v"
"ndus hostiles. N'oubliez pas, ",156992,Monsieur,PER,PER,157000,", que je suis ingénieur ; rien"
"n soit, je puis vous assurer, ",157263,Monsieur,PER,PER,157271,", que vos paroles ont fait la "
la plus grande impression sur ,157328,M. Randal,PER,PER,157337,. Je connais M. Randal. Il est
ion sur M. Randal. Je connais ,157350,M. Randal,PER,PER,157359,". Il est peu expansif, comme t"
"! c'est aller bien vite... 
– ",157904,Mon Dieu !,MISC,MISC,157914, dit l'industriel dont les yeu
"n a pour moi. 
– Oui, dit-il, ",158288,M. Randal,PER,PER,158297, a certaines raisons qui le fo
"e nous l'apprend. La science, ",159006,Monsieur,PER,PER,159014, ! La main-d'œuvre est pour ri
"nt à présent. Loi économique, ",159420,Monsieur,PER,PER,159428,", loi économique ! 
– La scien"
"able chose, dit Issacar. Mais ",159504,M. Randal,PER,PER,159513,", qui a pour elle tout le resp"
"es, dont l'idée seule effraye ",160874,M. Randal,PER,PER,160883,". 
– Oui, dis-je, obéissant à "
" avons la garde civique, ici, ",162366,Monsieur,PER,PER,162374,", pour une fois. Mais enfin, c"
"our vous demander à déjeuner, ",163666,M. Randal,PER,PER,163675," et moi. 
– Le plus tôt possib"
"
– Je suis vraiment enchanté, ",166447,Monsieur,PER,PER,166455,... Permettez-moi seulement un
"pluriel, et de nous donner du ",167321,Monsieur,PER,PER,167329," ? Donc, Roger-la-Honte me tut"
"euses dont la dernière, quand ",167964,Roger,PER,PER,167969, a ouvert une porte au quatriè
r avant une heure au moins... ,170094,Tiens,MISC,MISC,170099,", pour tuer le temps, je vais "
"i tu t'en es aperçu, continue ",173417,Roger,PER,PER,173422, ; mais les toiles des grands 
"es pièges à loups... Un jour, ",176705,au Louvre,LOC,LOC,176714,", j'ai volé un tableau. Cela s"
"oile de Lorenzo di Credi, une ",176949,Vierge,PER,PER,176955, qui me plaisait beaucoup ; je
" éclairée. 
– Halte ! murmure ",184379,Roger,PER,PER,184384,. Il faut attendre ; nous nous
mporte quoi. Je m'en moque... ,185361,Tiens,MISC,MISC,185366,", la lumière vient de s'éteind"
" Une chambre de débarras, dit ",187903,Roger,PER,PER,187908, en allumant sa lanterne sourd
"ème étage. 
– C'est bien, dit ",188879,Roger,PER,PER,188884,. Nous allons commencer. Une p
" maison. 
– Ça y est, murmure ",189294,Roger,PER,PER,189299,", qui pose un doigt sur ses lè"
rien ne bouge dans la maison. ,189460,Roger,PER,PER,189465, pousse la porte dont la serru
"mais incessant, de la scie de ",192650,Roger,PER,PER,192655, : il a déjà pu percer le coff
e parti de remonter auprès de ,193102,Roger,PER,PER,193107,". 
– Te voilà ? demande-t-il, "
"e, à présent ? 
– Non, répond ",193859,Roger,PER,PER,193864, ; il faut partir par où nous 
ndustriel et la lanterne dont ,194224,Roger,PER,PER,194229, n'a pas eu besoin au rez-de-c
 s'apercevront de rien. C'est ,194541,Monsieur,PER,PER,194549," lui-même, lorsqu'il montera à"
fermé la porte derrière nous. ,194813,Roger,PER,PER,194818, fait le tour des malles et de
" devrait pendre. 
– Bah ! dit ",196578,Roger,PER,PER,196583,", à quoi bon déshonorer une co"
"à Cannon Street, c'est que si ",197239,Paternoster,PER,PER,197250, nous donne cent mille francs 
"int, jusqu'ici, quel bénéfice ",199263,Paternoster,PER,PER,199274, avait retiré de sa complaisan
e la petite était la fille de ,200276,Paternoster,PER,PER,200287,", une fille qu'il a eue d'un p"
rcs. Sur une interrogation de ,200736,Roger,PER,PER,200741,", l'un d'eux se lève, se dirig"
– Vous voilà enfin ! dit-il à ,201151,Roger,PER,PER,201156,. Il y a un grand mois que je 
i eu le plaisir de vous voir. ,201219,Monsieur,PER,PER,201227," est de vos amis, je présume ?"
it foncier ou des emprunts de ,204507,Villes,MISC,MISC,204513,", vous n'en voulez pas. 
– Nat"
" de belles espérances. Voyez, ",205127,Monsieur,PER,PER,205135,", comme le Progrès choisit, po"
"'est une grosse somme, assure ",207496,Paternoster,PER,PER,207507, en hochant la tête. Quand on 
"– Voilà un beau discours, dit ",208358,Roger-la-Honte,PER,PER,208372,". Monsieur Paternoster, il fau"
"s à leur propriétaire, répond ",209331,Paternoster,PER,PER,209342,. Figurez-vous que vous êtes d
réfléchi en parlant ? demande ,210193,Roger,PER,PER,210198,. Vous me semblez bien autorit
 Qu'en penses-tu ? me demande ,211147,Roger,PER,PER,211152,". 
– Fais comme tu voudras. 
–"
"tu voudras. 
– C'est bon, dit ",211198,Roger,PER,PER,211203, ; nous acceptons. Mais nous n
". 
– La voilà, ma caisse, dit ",211305,Paternoster,PER,PER,211316," en nous montrant un sac noir,"
" Avez-vous l'air content, mon ",212100,Dieu !,MISC,MISC,212106," Moi, si j'étais voleur, voule"
la maison ; nous y montons et ,213020,Roger,PER,PER,213025, donne au cab l'adresse d'un h
"onné Paternoster. 
– Non, dit ",213240,Roger,PER,PER,213245," ; il ne manque pas, à Londres"
ous allons faire une visite à ,213448,Broussaille,LOC,LOC,213459,". 
– C'est une excellente idée"
angulaire. Nous descendons et ,213687,Roger,PER,PER,213692," fait, à plusieurs reprises, r"
" n'éclaire aucune lumière. 
– ",213925,Bizarre !,MISC,MISC,213934, dit Roger. Broussaille a dû s
"une lumière. 
– Bizarre ! dit ",213939,Roger,PER,PER,213944,. Broussaille a dû sortir et l
rie que Broussaille est à l'« ,214108,Empire,LOC,LOC,214114,". » Allons-y. 
Nous y allons. "
" cherches ta sœur, dit-elle à ",214515,Roger,PER,PER,214520,". 
– Oui. Sais-tu où elle est "
"ce qu'elle veut dire, s'écrie ",215170,Roger,PER,PER,215175, en descendant l'escalier. Mai
"ta présence à Londres, répond ",216613,Roger,PER,PER,216618," ; et d'ailleurs, mon ami Rand"
"oger ; et d'ailleurs, mon ami ",216644,Randal,PER,PER,216650," n'aurait pas osé. 
– Vraiment"
"es-vous timide à ce point-là, ",216729,Monsieur,PER,PER,216737," ? 
– Beaucoup plus encore, di"
"nton. 
– Je vous préviens que ",218137,Broussaille,PER,PER,218148," va être jalouse, me dit-elle "
"rible... 
– Ne la gronde pas, ",220938,Roger,PER,PER,220943,", implore Ida. Elle est un peu"
"is. Ne me gronde pas... 
Mais ",221167,Roger,PER,PER,221172, n'en a pas la moindre envie. 
"e ça, par exemple ! Dis donc, ",221323,Randal,PER,PER,221329,", te rappelles-tu comme je me "
"angerait... 
– C'est bon, dit ",222069,Roger,PER,PER,222074,. Ne parlons plus de ça. J'ira
"nce ! 
– Tu as raison, répond ",222752,Roger,PER,PER,222757, ; mais si tu mettais tes préc
"– On cherche des remèdes, dit ",224676,Roger,PER,PER,224681, ; on parle d'un impôt sur les
"mme sera libre en France, dit ",225271,Roger,PER,PER,225276,", la France cessera d'être la "
"udrait dire... Oh ! à propos, ",227526,Roger,PER,PER,227531,", j'ai revu ma cliente... Tu s"
"ir. 
– Attends un peu, répond ",227887,Roger,PER,PER,227892, ; il faut que je réfléchisse.
"e. 
– C'est tout naturel, dit ",228337,Roger,PER,PER,228342, ; son père est le roi des vol
" pourquoi n'irais-tu pas, toi ",228635,Randal,PER,PER,228641," ? 
– Oui, pourquoi ? demande "
"le-Lumière. Nous nous levons, ",228961,Roger,PER,PER,228966," et moi. 
– Comment ! s'écrie "
"us avions employé la matinée, ",229875,Roger,PER,PER,229880," et moi, à déposer la plus gra"
"l ; aujourd'hui, on a soif de ",234268,Cartouche,LOC,LOC,234277,". Un voleur, Madame ! Un vrai "
"n, la femme du monde et moi. 
",236899,– Monsieur,PER,PER,236909,", me dit-elle, on a bien raiso"
"t, aujourd'hui... Vous savez, ",237813,Monsieur,PER,PER,237821,", pourquoi j'ai demandé à fair"
Il vint me voir et me dit : « ,238470,Renée,PER,PER,238475," »... -- je m'appelle Renée, M"
 « Renée »... -- je m'appelle ,238497,Renée,PER,PER,238502,", Monsieur ; désignez-moi par "
"e »... -- je m'appelle Renée, ",238504,Monsieur,PER,PER,238512, ; désignez-moi par ce nom qua
"z plaisir ; même, appelez-moi ",238621,Renée,PER,PER,238626," maintenant, si vous voulez. M"
"sir. Dites-le, pour voir ? 
– ",238761,Renée,PER,PER,238766,". 
– Oui, très bien, c'est tou"
"a. Bref, mon oncle me dit : « ",238838,Renée,PER,PER,238843,", il faut me tirer de là. » Mo"
"ée, il faut me tirer de là. » ",238871,Monsieur,PER,PER,238879,", j'ai mes défauts, je ne le c"
ffée tout le milieu du dos... ,239585,Est,LOC,LOC,239588,-ce que vous aimez la peinture
me ; quand elle m'eut dit : « ,240023,Renée,PER,PER,240028,", il faut me tirer de là », je"
"e. Je crois devoir vous dire, ",240330,Monsieur,PER,PER,240338,", quelles idées me vinrent suc"
"ragée comme un bijou. 
– Oui, ",241618,Monsieur,PER,PER,241626,", oui, j'ai pensé à cela ; à a"
"e. 
– Je vous demande pardon, ",242342,Madame,PER,PER,242348,. J'admets très bien qu'une fe
"n'en a plus. Que voulez-vous, ",243426,Monsieur,PER,PER,243434, ? On ne peut pas. Une jeune f
"ier m'a convaincue ; écoutez, ",245049,Monsieur,PER,PER,245057, : on peut dire de lui ce qu'o
" progrès ! Je suis persuadée, ",245670,Monsieur,PER,PER,245678,", que vous avez reçu une excel"
"ote de vos intentions, répond ",246594,Renée,PER,PER,246599, en souriant. Mais vous ne me 
"mais pas plus. 
– Hélas ! dit ",247905,Renée,PER,PER,247910,", vous êtes impitoyable. Si vo"
"à peine vêtue pour venir ici, ",248359,Monsieur,PER,PER,248367," ; un costume de trottin, qui "
"rs passions sont en jeu... 
– ",250647,Eh !,MISC,MISC,250651," bien, me demande Ida qui est "
er entre les petites mains de ,252778,Renée,PER,PER,252783, les cinquante mille francs qu
rents ; passer de Belgique en ,254503,Suisse,LOC,LOC,254509,", d'Allemagne en Hollande et d"
leyrand -- je suis un déloyal ,254935,Européen,LOC,LOC,254943,". 
« Pourtant, me dis-je quelq"
" cygne, de Dianes au bain, de ",261022,Danaés,PER,PER,261028, sous la pluie d'or. Elle est 
"in à sa cousine, ce que M. de ",261570,Turenne,PER,PER,261577, m'a conté avoir ouï dire au f
" Lamargelle. 
– Hé ! bonjour, ",264845,cher Monsieur,PER,PER,264858,", me dit-il de sa voix profond"
" cette qualité que j'ai pris, ",266243,cher Monsieur,PER,PER,266256,", la liberté de m'intéresser à"
"prouvée ! Vous rappelez-vous, ",268164,cher Monsieur,PER,PER,268177,", l'importance du vol dont Mme"
" poussait jusqu'à Londres... 
",268415,– Monsieur,PER,PER,268425," l'abbé, dis-je, j'ai peine à "
"ur garant de ma bonne foi. 
– ",271640,Mon Dieu,MISC,MISC,271648,", dis-je, je ne vois point pou"
"et. 
– Ils ont l'éloquence de ",272727,Guizot,PER,PER,272733, : Enrichissez-vous ! Ce qui m
ntir chrétien et l'effroyable ,273575,Remords,PER,PER,273582, de l'antiquité. Ce serait dés
uité. Ce serait déshonorer le ,273623,Remords,PER,PER,273630,"... Quant à la morale, il n'y "
nière -- comme ces vieux rois ,274805,du Nord,LOC,LOC,274812," qui se plaçaient, mourants, d"
"se partout... Quel monde, mon ",280356,Dieu !,MISC,MISC,280362," 
Au moment où il allait me qu"
"e. 
Le second voyageur est un ",292428,Monsieur,PER,PER,292436," d'aspect morose, au teint jau"
" pareil. Ne trouvez-vous pas, ",293824,Monsieur,PER,PER,293832," ? 
– Oui, beau temps... très "
"utour le monde, juste ainsi. 
",293968,– Monsieur,PER,PER,293978, est étranger ? Ah ! ah ! vrai
t des nombreuses aventures du ,294264,Monsieur,PER,PER,294272, jovial avec les fils de la pe
pelle avoir vu un portrait de ,294491,Washington,PER,PER,294501,... Vous lui ressemblez étonna
" 
– Parfaitement, approuve le ",294786,Monsieur,PER,PER,294794, jovial qui voit qu'il n'y a d
"sort. 
– Ne trouvez-vous pas, ",294946,Monsieur,PER,PER,294954,", demande-t-il en se tournant "
"ne voix lugubre. 
– Le monde, ",295528,Monsieur,PER,PER,295536,", est émerveillé de la façon d"
"e vous. Je suis philanthrope, ",297037,Monsieur,PER,PER,297045,". Un philanthrope, n'est-ce pa"
"ment infirmes. 
– Croyez-moi, ",297874,Monsieur,PER,PER,297882,", la philanthropie doit deveni"
"manque au Parlement français, ",299435,Monsieur,PER,PER,299443,", ce n'est pas la bonne volont"
"qui fait défaut à la Chambre, ",299726,Monsieur,PER,PER,299734,", c'est un philanthrope qui in"
"! ce serait si beau ! 
– Non, ",299879,Monsieur,PER,PER,299887, ; pas du pain. L'homme ne vit
"es gaillards-là ne font rien, ",301862,Monsieur,PER,PER,301870,", ou presque rien. Ils se tour"
"ue je vous expose. Ces têtes, ",302821,Monsieur,PER,PER,302829,", il faudrait les faire tomber"
"ait le bon grain. Savez-vous, ",302960,Monsieur,PER,PER,302968,", quelle est la principale cau"
"ers les méchants, continue le ",303433,Monsieur,PER,PER,303441," jovial au bout d'un instant, "
"atiquement. Mathématiquement, ",303633,Monsieur,PER,PER,303641, ! Il conviendrait d'assurer d
 se refusent pas grand'chose. ,304780,Monsieur,PER,PER,304788,", il n'y a pas d'êtres plus in"
s mineurs des départements du ,305079,Nord,LOC,LOC,305083,", au contraire, habitent des t"
"uction donne la patience, mon ",306814,cher Monsieur,PER,PER,306827,. Elle donne une patience d'an
"encore mieux que les courses, ",307261,Monsieur,PER,PER,307269,", pour tenir en bride les mauv"
"ilà la trilogie... Du papier, ",307716,Monsieur,PER,PER,307724,", du papier !... 
Le Monsieur "
et semble vouloir s'endormir. ,307806,Le Monsieur,PER,PER,307817," jovial en fait autant. Moi, j"
"oi aussi. 
Une exclamation du ",308414,Monsieur,PER,PER,308422," jovial me réveille. 
– Ah ! s"
"e craignais de vous déranger, ",308540,Monsieur,PER,PER,308548,", continue-t-il en se tournant"
"vez là une bien belle montre, ",308928,Monsieur,PER,PER,308936,". 
Oui. J'en ai beaucoup comme"
à que se trouve le cabinet de ,312765,Monsieur,PER,PER,312773,". En face, à droite ou à gauch"
ont le chiffre ferait loucher ,314439,Paternoster,PER,PER,314450, ; en face d'un lot assez cons
"et je me mets sur mes pieds. 
",317522,Est,LOC,LOC,317525,-ce que je rêve encore ? On di
"e ; elle a empiré, plutôt. 
– ",332289,Eh !,MISC,MISC,332293," bien, pour prendre un instant"
resque l'histoire de l'œuf de ,337493,Colomb,PER,PER,337499,". Omne ex ovo . Quel œuf ! 
Ba"
"est très beau, ce que m'a dit ",340182,Balon,PER,PER,340187,". Et puis, il parle si bien ! "
"ès que j'arriverai chez lui. 
",340477,Tiens !,MISC,MISC,340484," j'y suis. 
Sa femme vient m'o"
"nne encore. Cette fois, c'est ",343183,Mme Talmasco,PER,PER,343195," qui va ouvrir. 
– Peut-être a"
pagnons qui viennent insulter ,343506,Mme Talmasco,PER,PER,343518,", lui reprocher ceci, cela, et"
tinuent à hurler dans la rue. ,343699,Mme Talmasco,PER,PER,343711," remonte, tout en larmes. 
– B"
"e ; elle a empiré, plutôt. 
– ",345543,Eh !,MISC,MISC,345547," bien, pour prendre un instant"
mais sa propre misère morale. ,347333,La Révolution,MISC,MISC,347346, prend l'aspect d'une Némésis 
volution prend l'aspect d'une ,347368,Némésis,PER,PER,347375," assagie et bavarde, établie e"
de Karl Marx ou le spectre de ,347642,Bakounine,PER,PER,347651,", qui pontifient, jugent et ra"
 quoi ai-je été me mêler là ? ,351638,Est,LOC,LOC,351641,"-ce que cela me regarde, moi, "
"a petite femme du monde... 
– ",352688,Renée,PER,PER,352693, ? Non. Je l'ai bien vue deux 
"ctuel, comme le précepteur du ",354363,Dauphin,PER,PER,354370, traitait autrefois le compagn
"ait couper plusieurs fois. 
– ",363910,Eh !,MISC,MISC,363914," bien, non, mon petit, tu ne t"
"be. 
– Monsieur le professeur ",365060,Machin,PER,PER,365066,", criminaliste. 
Saluts, poign"
"esseur Machin, criminaliste. 
",365083,Saluts,PER,PER,365089,", poignées de mains, petite co"
rtage-t-il cette mélancolie ? ,365448,Mon Dieu !,MISC,MISC,365458, oui ; il ne s'en défend pas. 
"nes. Il a fondé une Revue. 
– ",365987,La « ,MISC,MISC,365992,Revue Pénitentiaire. » N'en av
" malfaiteur. Que voulez-vous, ",368175,Monsieur,PER,PER,368183, ? Un criminel est un invalide
"de physique. N'en doutez pas, ",368859,Monsieur,PER,PER,368867, ; tout criminel présente des 
"ient pas l'examen. Car enfin, ",369329,Monsieur,PER,PER,369337,", où sont, dans l'admirable so"
 que vous êtes un disciple de ,369785,Lombroso,PER,PER,369793,", et je vous en fais mon compl"
"ttines aussi pointues. Voilà, ",370824,Monsieur,PER,PER,370832,. Ah ! la science est une bell
"ères. Et, d'ailleurs, puisque ",371505,M.,PER,PER,371507, le professeur Machin parlait 
"urs, puisque M. le professeur ",371522,Machin,PER,PER,371528, parlait tout à l'heure de la 
"ontareuil. Pourquoi, mon cher ",372841,Randal,PER,PER,372847,", n'écririez-vous pas un artic"
"tas -- ce qu'on rigolera ! 
– ",373555,Eh !,MISC,MISC,373559," bien, dis-je, puisque vous se"
"se d'inattendu ! Je suis sûr, ",374361,Monsieur,PER,PER,374369,", que vous ferez un chef-d'œuv"
ar un éloge pompeux du maître ,377128,Lombroso,PER,PER,377136,", où je mettais en pleine lumi"
voyage sans son mari et qu'un ,377925,Monsieur,PER,PER,377933, sympathique s'est installé da
"– Tout ce que je sais, répond ",379927,Mouratet,PER,PER,379935,", c'est que le mariage m'a por"
"n éclat de rire me répond. 
– ",382687,Mon Dieu,MISC,MISC,382695,", Monsieur, que votre étude da"
" rire me répond. 
– Mon Dieu, ",382697,Monsieur,PER,PER,382705,", que votre étude dans la « Re"
"suis ravie de vous connaître, ",382906,Monsieur,PER,PER,382914,", et mon mari ne pouvait me fa"
"rouver une parole, tandis que ",383367,Renée,PER,PER,383372, -- car c'est elle -- va recev
"st intéressante, cette petite ",384754,Renée,PER,PER,384759, qui tire si joliment sa révér
" crevé le cerceau de papier. 
",385159,Est,LOC,LOC,385162,"-ce amusant, une soirée chez M"
" ! 
Je voudrais bien parler à ",386259,Renée,PER,PER,386264,". Justement, elle vient de se "
" mon habit. 
– Vrai ? demande ",387527,Renée,PER,PER,387532, en éclatant de rire. On n'ima
". 
J'ai apporté la pince ; et ",390631,Renée,PER,PER,390636, m'a présenté aux trois person
"iez bien avoir raison, me dit ",392300,Renée,PER,PER,392305, à qui j'expose un jour mes id
"ai de Bussy-Rabutin, volé par ",393075,Napoléon,PER,PER,393083,. Il ne faut pas oublier trop 
" coup, je la reconnais. C'est ",394662,Margot,PER,PER,394668,", Marguerite, l'ancienne femme"
"e la reconnais. C'est Margot, ",394670,Marguerite,PER,PER,394680,", l'ancienne femme de chambre "
'ancienne femme de chambre de ,394713,Mme Montareuil,PER,PER,394727,". 
– Enfin, te voilà ! s'écrie"
 renvoyée sans certificat par ,395522,Mme Montareuil,PER,PER,395536,", à la suite de ce vol dont on"
s eu à se plaindre ; ah ! mon ,395964,Dieu,MISC,MISC,395968,", non. Elle a une chance infer"
"on ami Chose, et son confrère ",398864,Machinard,PER,PER,398873, ; et beaucoup d'hommes de lan
 devant la gare. Il y a aussi ,399662,M.,PER,PER,399664, le maire flanqué de ses adjoi
"u dernier soupir du trombone, ",400314,M.,PER,PER,400316," le maire, rouge jusqu'aux ore"
 robes surannées des dames de ,402631,Malenvers,PER,PER,402640,. Les représentants du peuple 
"demander une chambre. 
– Non, ",404956,Monsieur,PER,PER,404964,", pas un coin. Ah ! à onze heu"
". Pourtant, ajoute-t-elle, si ",405220,Monsieur,PER,PER,405228, voulait repasser vers les cin
