Gauche,Début,Texte,Label_modele,Label_spacy,Fin,Droit
"épondrien.
Rien, pas un Mot.
",36032,M.,PER,,36034, Dubourg continue. Il dit que 
"us importuner plus longtemps, ",36941,M.,PER,,36943," Randal: je vais
Yous quittet."
"ux doigts dans
Cette main ld.
",37108,Adicu,PER,LOC,37113,", Monsieur.
alors, M. Dubourg "
"n ld.
Adicu, Monsieur.
alors, ",37132,M.,PER,,37134, Dubourg est parti. Il s'en co
"est parti. Il s'en cot alle a
",37173,Grandes,PER,LOC,37180," cnjambées, le dos voité com"
"la suivi, le museau au
Eir
AE ",37344,VOIEUE,PER,LOC,37350,"
73
ras dusol, lui Rairant les"
d'être un cancre. Je suis un ,39102,elêve,PER,,39108," i
médiocre. J'erre mélancol"
"sit sloria mundi, soupire mon ",39248,oncle,PER,,39253,", quii
ne sait pas le latin, m"
"asque du7 passants.
Cest mnon ",39408,oncle,PER,,39413,", d présent, qui veille sur m"
" présent, qui veille sur mes
",39446,Jennesannees,PER,MISC,39458,". Mles parents sont morts, ct "
"rts, ct il m'a été :
Conné ",39510,Comline,PER,,39517," THICNE.
- Une tutelle parcill"
", d ces yeux.1d. Des yeux qui
",40113,Grossissent,PER,LOC,40124, les gens qu'il déteste : qui
"nées et transformées cn ran
",40752,Ccunes,PER,,40758,", ne gernierdient point des ha"
"́c me supplicie.
Je. hdis mon ",41871,oncle,PER,,41876, : je le hais d'une haine terr
"ant i moi que le bandit a la
 ",42199,Victime,PER,MISC,42206, qu'il détrousse... Les robes
". Les robes de sa fille, ma
i ",42255,Cousine,PER,,42262," Charlotte, qui commence d por"
"bes de sa fille, ma
i Cousine ",42263,Charlotte,PER,,42272,", qui commence d porter des ju"
"mence d porter des jupes -i
i ",42311,longues,PER,,42318,", c'est moi qui les paye, et l"
" paye, et l'argent qu'il me i
",42367,Lonne,PER,LOC,42372,", toutes les semaines, c'est l"
", cher lui, le dimanche, les
 ",42530,Morceaux,PER,,42538," m'étranglent, j'étoutte de "
"e n'a point donné, par i
SeS ",42972,Comparaisons,PER,,42984," Ciuelles, le contrepoids des "
"́pris.
 Mais ce n'est pas mon ",43322,oncle,PER,,43327," que je méprisc, je
continue "
"̀re le carredul brouille des
 ",44834,Conventions,PER,,44845," hypocrites, avec permission d"
"noi - et tant pis pour moi
Si ",45559,Cestun,PER,,45565, épouvantail qui gisdit sous 
"mbre, il n'emporte :
plus les ",46406,Reurs,PER,,46411," des plantes, il charrie les o"
"t encore: je sdis qu'ilfaut .
",47670,Vivre,PER,,47675,".
Je sais qu'il faut avoir une"
"Scilavant, ni pardon apres. - ",47806,Jesais,PER,,47812," que les années
que je dois e"
"Je sdis que ce i

 d dr de
LE ",48065,VOIEUR,PER,,48071,"
79
qu'on menscignerd ne me se"
"i, depuis, une certaine recon
",48698,Naissance,PER,,48707,. Il y a beducoup de bonnes ru
"ds donc cetre Elistoire f
des ",50071,Morts,PER,,50076," - Tout Cd, c'est les procès "
"procès verbaux des.
vicilles ",50128,Morques,PER,,50135, - cette tlistoire des Morts q
Morques - cette tlistoire des ,50158,Morts,PER,LOC,50163," qu'on i
nous cnscigne en déd"
igne en dédain des Actes des ,50211,Vivants,PER,,50218," -
CotIe on nous Condainne d l"
Tlissante en haine du travail ,50300,manuel,PER,,50306," quifortifie.
V'interprete en "
"cre pour faire, du contenu de
",50682,Volumes,PER,,50689, généraleinent Conscienciens
"nu de
Volumes généraleinent ",50706,Conscienciens,PER,,50719," et quon trouve
paTtont, des t"
"u triomphe de César.
lempire ",52244,Rornain,PER,,52251," sétablit, i md Srande joic ,"
"mpire Rornain sétablit, i md ",52268,Srande,PER,MISC,52274," joic , cétair
nécessdire, u"
etre juste: les invasions des ,52387,Barbares,PER,MISC,52395," ont
cu du bon, pourquoi pas ?"
" Ct
que c'est fortheureny que ",52532,Jeanne,PER,,52538," d'Arc les dit chasses
de Fran"
 i un grain de sable : Que la ,52655,Revolution,MISC,,52665,"
trancaise fut un grand mouvem"
"ort Raphael pour
les loges du ",53095,Vatican,PER,LOC,53102,", que j'ignore : MichelAnge,
p"
"'ignore : MichelAnge,
pour le ",53139,Jugement,PER,,53147," Dernier, que je n'ai jamais V"
" MichelAnge,
pour le Jugement ",53148,Dernier,PER,,53155,", que je n'ai jamais Vil.
Boil"
"e te leement  eisinces,
a dit ",54058,Emnerson,PER,LOC,54066,", ct le monde entier viendra a"
olonté. Une volonté que mes ,54258,Chagrins,PER,MISC,54266,"
furicun ont rendue dpre,. Et "
s facilemnent. le mépris des ,54514,Vaincus,PER,MISC,54521,".
Des Vaincus... J'en vois par"
". le mépris des Vaincus.
Des ",54527,Vaincus,PER,,54534,... J'en vois partout. Ces umi
"out cd. peine, pourtant, pour ",54984,Sagner,PER,MISC,54990," si vic,
 Toulela pilule ainè"
ère dans la pate sucrée des ,55048,Marottes,PER,LOC,55056,",
dans la poudrerose des dadas"
"emient l'intensite du teytc.
 ",55233,Jescrre,PER,LOC,55240," le texte : je l'etripe , je l"
"l'autre , n'ayer. pas
Neriote ",55336,Mosese,PER,,55342, (d dete minre de eueveeusiée
"e le casque ;'Er le pétase,
 ",55482,Messicurs,PER,MISC,55491, ! Inutile d'aller plus loin..
"leine.
.- Mon ami, me dit mon ",55646,oncle,PER,,55651," quand j'ai quite i
I
-
LE VOL"
"pede libero, avec un dipldmne ",55729,Ratteur,PER,LOC,55736," et fort
utile sous le bras, t"
 des yeuz couleur d'acier. Sd ,56179,Ligure,PER,LOC,56185," J Um ta
bleau de ponctuation "
"́tudes , tu con-
Mais la vie, ",56699,Choisis,PER,MISC,56706,".
Nou, je ne conndis pas la vi"
"ellente idéc, dir mon oucle. ",56971,Peutetre,PER,MISC,56979," d5 t
 Taison de ne point te d"
oule de crimes mne Faudrd-til ,58288,Comiettre,PER,,58297," ?...
Quatorre ans ! Mais Cd p"
"scroque
ries !... Id prison ? ",58481,Jy,PER,LOC,58483," suis habitue. Gil me serait
b"
aurais micun dime tresser des ,58704,Chaussons,PER,MISC,58713," de 1i
sières que de monter l"
"ujours lui qui fait la votre.
",59419,M.,PER,,59421, Lssacar compte begucoup sur m
mitie intelligente libremient ,59561,Choisie,PER,,59568,",
lorsquon n'A connl pendant l"
" hasard des promnis-
cuités. ",59682,M.,PER,,59684, Issacar est un homnmnc habile
"m'i cxposé des plans dont la
",59783,Conception,PER,,59793, dénote une Viste expérience
"ont la
Conception dénote une ",59806,Viste,PER,,59811," expérience. Il n'est guere
i"
"ien, iaiscela n'interesse per
",60920,Sonne,PER,LOC,60925, et ne vous assure aucun titre
"aitesvous faire des Cartes de
",61508,Visite,PER,,61514,. Creer.yous ingénicur. Vous 
"s nou5
Cntendons.
Je le sdis. ",61637,Essacar,PER,,61644, d une grande idéc. II veut c
"collections de
timbres poste. ",62451,Issacar,PER,MISC,62458, d su se faire beaucoup d'amni
numnent qui n'a plus de base. ,64081,Ia,PER,,64083," Mordle
doit évoluer, comne t"
nent qui n'a plus de base. Ia ,64084,Mordle,PER,LOC,64090,"
doit évoluer, comne tout le "
"ers infini et uni-

 28
--
LT ",64379,VOLEUE,PER,MISC,64385,"
que, devait entrainer la meta"
"correcte devant le
eriterinmn ",64732,Conserve,PER,MISC,64740,", prend les allures d'une pror"
". o Et dans
Quicèse Megceule ",65069,Cate,MISC,,65073, 1 ue Mosniceies tes e e diene
"s
Quicèse Megceule Cate 1 ue ",65079,Mosniceies,PER,,65089," tes e e diene
 indiquent la d"
"ai visiré les pré i
toires. ",65565,Monsieur,PER,,65573,", C'estabsolument piteux. Mais"
"ux. Mais com
aae uaue uta e, 
",65625,Sequences,PER,LOC,65634, d'un pareilétat de choses so
"́prise pas ton corps i,
A dit ",66400,Esaie,PER,,66405,". Monsicur, je ne connais poin"
"point de parole
plus haute. - ",66461,Riche,PER,,66466," ! ne méprise pas ton corps, "
"ou prochain sans mépriser to
",66710,Corps,PER,,66715,. Pauvre ! ne méprise pas ton
"ornent qu'il est
obligatoire. ",67740,Obligatoire,PER,,67751, ! tout l'est d présent. inst
"ne coinme Cd peut étre darl-
",68535,Gereux,PER,LOC,68541,", je laccorde, pour ceur qui v"
" un Mauvais tour
de la part d'",68803,Issacar,PER,MISC,68810, : je ne redoute pas qu'il veu
"ique, le condamnneront, je le ",69758,Crains,PER,LOC,69764,", AuK
avortements d perpéruir"
"ruire.
Il sutht de regardersa ",69820,Egure,PER,,69825," pour s en convaincre. i
Le lo"
 Symbolisent les ercès de la ,70045,Propriete,PER,,70054,", dévoratrice
d'ellemême, di"
"même, dit Proudhon, mais les ",70105,Cheveur,PER,LOC,70112," ne
désirent pas le bien du p"
", Edouard
Montareuil, que mnd ",71857,cousine,PER,,71864," Charlotte Va se Marier.
fas u"
"d
Montareuil, que mnd cousine ",71865,Charlotte,PER,,71874," Va se Marier.
fas un mauvais "
". :
Plutot un peuémèché... ",72638,Peutetre,PER,LOC,72646," que la dékinition.
n'estpas "
"nsoir, et me diri demi
VOiK:
 ",72881,Viens,PER,,72886," apres demain matin, A dix heu"
 mes comptes de turelle. Bois ,72968,Cxact,PER,LOC,72973,".
Diable ! Il paraitique c'est"
"mptes de turelle. Bois Cxact.
",72975,Diable,PER,,72981, ! Il paraitique c'est pressé
"hevrotante du tauxbonhomine :
",74444,Cllesonne,PER,LOC,74453, comnme le ricanenlent du carn
" de la civilisation, son etat
",74713,Criminci,PER,LOC,74721, latent (qui lui laisse dans l
"n, si clle hui semblait. plus
",74879,Logmatique,PER,LOC,74889, et moins facilement misérico
"m leurs chevsux plutot que de
",75231,Jeur,PER,LOC,75235, donner une musctte d'avoine. 
"sait bien
que ce n'est pas Sd ",75523,Cassette,PER,MISC,75531," qui d de besux yeux, Car
il s"
" pent creer
et qui peut tuer, ",76229,Conne,PER,,76234, la reincarnation existante et
", que l'argent ne Sc.
39
A LE ",76443,VOLEUR,PER,MISC,76449,"
rreproduit que très difhcile"
ennesreprendre la place quils ,77277,Occu-,MISC,LOC,77282,"
paient. Cet apre désir de do"
"es forces des autres, et la :
",77565,Iurure,PER,LOC,77571,", qui lécarterait sans cessc "
"i
siere : fort jolie surtout. ",77921,Mon,LOC,,77924," oncle, le leademain du
 maria"
ere : fort jolie surtout. Mon ,77925,oncle,PER,,77930,", le leademain du
 mariage, pr"
" qui metsur
 Le visage de mon ",78365,oncle,PER,,78370,", parfois, Un voile de tristes"
" dans les tumées d'un grand,
",78796,Couleversement,PER,LOC,78810,", vers la hn du siècle. - Car"
"lorgucil et de la luzure, que ",79793,la,PER,,79795," séniliré exd-
Pere en horte"
"gucil et de la luzure, que la ",79796,séniliré,PER,LOC,79806," exd-
Pere en horteur.
N
Mais "
"uzure, que la séniliré exd-
",79812,Pere,MISC,PER,79816," en horteur.
N
Mais cenestpas "
"sseseulement qu'inspire
d mon ",79888,oncle,PER,,79893, cette vision décourageante d
"
etre. Un jour, prochain sans ",80239,Joute,PER,MISC,80244,", il arracherd le.
mdsque. et "
"oismne jusqu'a la prodigalire
",81049,Stupide,PER,MISC,81056,", et qui voudrd, en dépit de "
" tristes du MoyenAgc. Combien
",81208,Jeutil,PER,LOC,81214,", derrière la pierre des donj"
"ère la pierre des donjons, d'",81251,Ames,MISC,,81255," basses,
indis vigourcuses, qu"
"es
et que le sort condamnnd d ",81345,Noyer,PER,,81350," leurs visions hautes
et tragi"
"t lorsquon croit, comme mioil ",82128,oncle,PER,,82133,",
que l'age est proche ou l'au"
est proche ou l'autorité des ,82175,Manicurs,PER,MISC,82183," dor
va balayer toutes les aut"
"́ricains, dit mncn oucle avec ",82383,Colere,PER,LOC,82389,",
quclles leçons ils donnent "
".
taire, ditil, des Crésus d'",82515,Outre,PER,,82520," mer. Ce systémle,
nême, il "
 bienfaisance et soutient des ,82760,Ceuvres,PER,MISC,82767," philan
thropiques. I fait du "
"clui, et lorsqu'il a dir
 a l'",83332,abbe,PER,,83336," Eamargelle qui, depuis quelqu"
"l ne
faut pas plaisanter avec ",83731,M.,PER,,83733," Urbain Randal.
Mais Ga, c'est"
"e
faut pas plaisanter avec M. ",83734,Urbain,PER,,83740," Randal.
Mais Ga, c'est une re"
pas plaisanter avec M. Urbain ,83741,Randal,PER,,83747,".
Mais Ga, c'est une règle qu"
"les mécomptes, dénombre les
",84181,Crreurs,PER,MISC,84188,", waigue les illusions, disseq"
s actes. C'estle ingement des ,84277,Morts,PER,MISC,84282,".
les mains dures font craquer"
a Sentence en conndissance de ,84470,Cause,PER,,84475,". Widis je ne VeuK
pas les lir"
"cllerouge, cornés aux coins,
",85173,Jaunis,PER,LOC,85179," par le temps, pleins d'une od"
". Mlain-
tenant, passons d Md ",85378,Gestion,PER,MISC,85385,".
Tlle a été toute naturelle"
"t
internationdus, les fonds d'",85573,Etat,MISC,LOC,85577," les imnitant de leur
inicuz, "
"mnitant de leur
inicuz, tnoM. ",85613,Oncle,PER,MISC,85618, d été conduit a rechercher 
"? Combien de Lois, plutot, la
",86854,Gucule,PER,LOC,86860, toujours béanie de la spécu
"l'aime plus que he l'aime
mon ",87268,oncle,PER,,87273, ! Chaque parole qu'il prononc
"l je pourrais le prendre a la
",87456,Gorge,PER,,87461, et lui crier : A Menteur! Vol
rge et lui crier : A Menteur! ,87488,Voleur,PER,MISC,87494,"! n Cestdu
jourd'hui, ce jour "
"d fortune, d ch cxpliquer les
",87810,Ructuations,PER,LOC,87821,. Mais sd voix n'est plus la m
que ce désastre de la Banque ,88432,Turopcenne,PER,,88442,"... Jiii
pense que lorsque tu "
"nce..
Je ne réponds p25. Mon ",89564,oncle,PER,,89569," reprend:
 J'ai donc, anjourdh"
"s.
. Cestpossible, repond mon ",89904,oncle,PER,,89909,". Lis un jour.e
ate du phaiée"
"otées en Bourse,
hi memne en ",90048,Banque,PER,ORG,90054,. Lorsque je m'en suis rendu d
"ae sapées le vin Cort 1ai pe
",90141,Naturellement,PER,,90154,".
 Tu n'as aucune reclamation "
"se que md
taciturnité et mon ",90570,Regme,PER,LOC,90575,", ilne sdit point ce qu'ily
a "
"ilence, c'est linconnu, ct sd
",90709,Mature,PER,MISC,90715, nctveuse ne peut pas supporte
"quon me fasse grace, moi.
Mon ",91200,oncle,PER,MISC,91205,", ne faites aucune attention d"
"ues lignes que. je signe. Mon
",91370,oncle,PER,,91375, s'est rassis pendant que j'é
"chant
d percer mon front et d ",91560,Scruter,PER,,91567," md pensec.
 J'ignore ce que t"
"e, il ny a rien
de tel que le ",92058,Respect,PER,LOC,92065,. J'en di fait l'expérience. 
espect pour toutes les choses ,92130,Etablies,PER,ORG,92138," , toutes les
42
LE VOLEUR
reg"
re vre. Montesquieu d ecrit l',92270,Esprit,PER,,92276,"
des Lois ; il est inutile, n'"
" escient. Rappelle toi
Que le ",92608,Petit,PER,,92613, Poucet A retrouve son cheinin
". Et je saurdi, dussi,
que le ",92800,Respect,PER,LOC,92807, est un chat malfaisant et san
 de rres vil et tres puissant ,92944,Scigneur,PER,,92952,"
Prudhomme de Carabas.
- Viend"
 Viendras tu ce soir chez les ,93006,Montarenil,PER,MISC,93016,". me
Lemande mon Oncle.
 Non, "
"es Montarenil. me
Lemande mon ",93033,Oncle,PER,,93038,".
 Non, je ne crois pas.
 Ju l"
"e crois pas.
 Ju le devrais : ",93080,Mme,PER,,93083," Montareuil est Charinante
pou"
"une personne grave, avec une
 ",93523,Egure,PER,MISC,93528," en violon, une voix de crecel"
