Gauche,Début,Texte,Label_modele,Label_spacy,Fin,Droit
"Cornie un Caractère, et vous ",153939,auricr,PER,MISC,153945," été perdu. Id
lanterne avec"
cle tout. Il n'y d que le vol ,154687,quine,PER,,154692," soit pas une
epécialite. W'e"
"s régimes pénitentiaires et
",155363,Pcatete,MISC,LOC,155370," de ces eds pres, e t. Ames de"
"presgue enfantine, grace d un ",155763,Concours,PER,,155771," de
Circonstarces Cxtraordindi"
tent un traite de morale a la ,158195,place,MISC,,158200," du caur et
qui savent étoull"
"n sur M. Ran-
Aal. Je conndis ",165036,MI,PER,,165038,". Randal. Il est peu cxpansif,"
" sagit p2s
ici des Bitumes du ",165714,Marocou,PER,,165721," du percement du Caucase,
 Sav"
"u'elle
possède aujourdhui, n'",166972,estce,PER,,166977," pas ? Thl bien, a cette
Epoqu"
"uxieme. Mais ces Catastrophes
",167684,Lonnent,LOC,,167691, d une maison une publicité g
"e pas
Confier soml argent aux ",170225,Banques,PER,LOC,170232," et de le garder Cher
 50I. C'"
"meme les trois gros Verrous.
 ",171088,In,PER,,171090, avertisscus clectrique serait
"te, tout court, comme on dit.
",175155,Monsieur,PER,,175163," Thiers.
Nous voici arrives, d"
"s des ins
ttruments a cordes. ",193787,Ilfaudrait,PER,,193797," avoir de quoi vivre lat-
Geme"
"lyre, depuis Sd
turne jusqu'd ",194303,Mercure,PER,LOC,194310,", frlapalogie entre les dis-
("
"te. Deux secondes apres, nous ",195711,Sommies,PER,MISC,195718," dans Une.
chambre que les ray"
"u besoin au reY-deChaulsséc:
",202268,Mne,PER,,202271," Ailumetre lui d Suf.
 Mlainte"
e s'apercevront de rien. Cest ,202541,Monsieur,PER,,202549," lui
méme, lorsquil monterdd "
tute fais une Conndissdnce... ,203237,Maintenant,LOC,,203247,", alons- i
nous en: donnemnoi "
" couvert de papiers se leve d
",209086,Notre,MISC,,209091," cntrce, tend la main a Rogerl"
tionnelle seraitmalvenue a se ,209973,Lcher,PER,MISC,209978,"
LE VOLEUR
107
dans ces cheven"
"cer votre papier en.
Orient.
 ",212987,Pourld,MISC,LOC,212993," plus grande partie, répond P"
"ur Gd ?
ous faisons., Rogerld ",215505,Tonte,PER,,215510," et moi, un signe
debrmatiE.
-"
"iscours, dit Roger Id-Hlonte.
",216455,Monsieur,PER,,216463," Paternoster, il faut poser vo"
"tre, du bout du doigt,
Commne ",223814,Mlimi,PER,,223819," Pinson. Du reste, clle peui r"
"i rester Klle,
toujours comme ",223876,Mlimi,PER,,223881," Pinson, Car Cest une bonne
Al"
" prudent de ne pas
 Coriger.
 ",225081,Tunes,MISC,,225086, pas hontense de parler de pru
" les ombres ; et ses cheveux, ",227239,Surtout,MISC,,227246,",
Ses maghiliques Chevcux chau"
"es pareilles.
 Hon, Sanglotie ",229297,Broussaille,PER,,229308," : non, je ne le ferai
plus ja"
"
jour oil je suis partic pour ",235946,Londres,PER,LOC,235953,", et m'a dit detaire
i mon pos"
"nt I... Oh)
que je suis sotte ",240421,!,MISC,,240422,... Vous m'en faites cadeau ..
"Et, trois minutes apres, nous ",245044,Soilines,PER,LOC,245052," seuls dans le
i Salon, la fem"
"
le bord, me direr-vous ? Ah! ",246345,Monsieur,PER,,246353,", que je vou
Arais ne l'avoir "
"a la mode.
Vous aurier été, ",250094,Mladamne,PER,LOC,250102,", cn fort bonne compagnie
a co"
"is d qucl saint mne vouer. Un
",252909,Russe,MISC,LOC,252914,", qui m'avait promis monts et "
" manqué de parole. Un Russe, ",252993,Monsieur,PER,,253001,"!...
Aprés ga, il tallait rir"
". Vue
intelligence, un. tact, ",253506,Mne,PER,,253509," Laçon si originale de roir
 "
"r.
 Vous aver vu. Elégant, n'",257102,estce,PER,,257107," pas ? Mais si je
wous disdis "
"tout ce quon
ne youdrait pas. ",258750,Flles,PER,LOC,258755, en ont un tamneuy mépris des
"ts un Quartier tran
quille de ",264297,Londres,PER,LOC,264304,. Ia vie que j'avais menée ju
"Elle découpe, sur des photo.
",269385,Graphies,PER,,269393,", portraits de grandes dames, "
" taut que je vous dise, ecrit ",270091,Bussy,PER,,270096," Rabutin d Sd
Ccousine, ce que"
"n d Sd
Ccousine, ce que M. de ",270133,Turenne,MISC,,270140," ma conté avoir oui
dire au l"
"nge m'a réjouie, répond ld
 ",270426,Marguise,PER,,270434,". Je crois, ma foi, qu'il disa"
"i, clles le sont sufhsamment.
",271278,Flles,PER,LOC,271283, ont tout ce qu'elles désiren
"s bons romans anglais, relle.
",272317,Mentassommants,PER,MISC,272331,", Mdis oil lesentiment de la t"
"casion propice...
 Que vous a ",274634,Lournie,PER,LOC,274641," le matiage ou l'enterrement
d"
"poussdit jusqu'd Londres...
- ",277008,Monsieur,PER,,277016," l'abbé, dis je, j'ai peine a"
"eur. - Ne protester pas, Cest
",278411,In,PER,,278413, métier pas Comine un autre. 
"
Je ne vous tracerdi point, n'",282103,estce,PER,,282108," pas? un parallele.
entre cet "
"us
entraine, du lieu detre un ",283852,Rotteur,PER,LOC,283859,". Je ne suis pas le
ocul... Le"
"itquelque chose, un bijou, un ",284866,Chapeaul,PER,LOC,284874,", un ob-
Jet d'art ou une culo"
" vingt an5... Lener, il y a a ",288406,Londres,PER,LOC,288413," un
mmusce que je n'aipas visi"
sser mon apres midi au Jardin ,291510,Toolo-,MISC,,291516,"
Sique, pour tuer le temmps. C"
"i en conversation avec
MOl.
i ",302214,Vaine,PER,,302219, espérance! Le Monsicur jovia
"Oui, disje, Canadd... Ouebec, ",303376,Loronto,PER,MISC,303383,", Mon-
redl...
 Parfaitement, "
"Si, certainemnent, répond le ",304112,Monsieur,PER,,304120," triste d'une
Voix lugubre.
 L"
"Si, certainemnent, répond le ",304519,Monsieur,PER,,304527," triste
d'une voix lugubre.
 -"
"éricurs. Mlais ces pe.
tites ",304664,Tizanies,PER,,304672, prouvent notre grande vitalir
"Si, certaincinent, répond le ",304826,Monsieur,PER,,304834," triste
d'une vois lugubre.
 J"
"iservd
teuT.
 Oh! oh lfait le ",305270,Monsieur,PER,,305278," triste.
 Wiplus ni moins, con"
"nir d
 Pastres bich, avoue le ",305596,Monsieur,PER,,305604," triste.
 C'est que je n'aipoi"
"Monsieur. Un phi
lanthrope, n'",305720,estce,PER,,305725, pas? c'est celui qui dime les
"se en leur faveur.
ui, dit le ",307142,Monsieur,PER,,307150," triste, on devrait bien
faire"
"cun...
- Du pain ? demande le ",308417,Monsieur,PER,,308425," triste. Ahce
Serdit si ocaus
"
" devrait jamdis
 faire grace, ",311869,Monsieur,PER,MISC,311877,! Il y va dusalut de la Sociè
" !...
 Pas du tout secrie. le ",312601,Monsieur,PER,MISC,312609," jovial. Une
maison ! Un jardi"
" qu'il landrait
créer d leur ",312859,Msage,PER,MISC,312864,", ils en toucheraient les inte"
"mprends pas bien, déclare le ",313189,Monsieur,PER,,313197,"
 Permetier mnoi de vous doune"
", Monsieur,
Continuetil en sC ",317163,tournant,PER,,317171," vers moi, je vous de.
Mandera"
"rendrer la guatrieme rue d...
",318418,Gauche,PER,ORG,318424, : je prends la quatrieme rue 
Clées de ter. Je traverse ld ,318986,place,MISC,,318991,", j'aperçois les deux
bornes,"
une lumière aux fenetres. Le ,319165,Mi,PER,,319167,"
Mieca de Lemresés (Seumentes"
es contemiporsins civilisés. ,320428,Mille,PER,,320433,"
LE VOLEUE
167
indices, imperc"
"cer une serrure, c'est briser
",323572,Mne,PER,,323575," idole.
 Quelle heure est-il? "
 Il est allé en pelerinage d ,323893,Notre,MISC,,323898,"
Dame de je ne sdis quoi, avec"
"dux cn-
tretiennent l'amitie. ",332549,Maintenant,LOC,,332559,", Eaisonsnotre commpre
approsi"
" que je la ren
woie cesoir... ",332786,Mlerci,PER,MISC,332792,. Je vais m'occuper de réalic
"arcinent. Le gouvernement, si ",341240,Mduvais,PER,MISC,341247,"
quilsoit, se déciderait sans"
"ontond a Chague
instant, moi, ",343515,Balon,PER,,343520," le psycholoque, avec M. Talon"
"s de dire que Cest une Cuvre.
",344235,In,PER,LOC,344237," chef.d'aeuvre, si vous vouler"
"roduit. Ft, une
minule apres, ",349457,Lalindsco,PER,ORG,349466," apparait en personne. Je lui
"
"acher que lAnarchie traverse
 ",349630,Mne,PER,,349633," crise en ce mnoinent, indis c"
e armécbureaucratique devant ,357327,lIndividualiré,PER,,357342,",
Commne on Coimprend la victo"
" vendettd n'est pas toujours.
",359493,Mne,PER,,359496," mauvdise Chose, apres tout, n"
"rists de Bon-
 Nat.
Alons, la ",360416,Bourgeoisie,PER,LOC,360427," peut dormir tranquille, clle
"
"onviendra, rien ne la force d ",372280,obéir,PER,,372286," d son pere.
 Cest bon, dit Id"
"dou-
Eaines d'huitres ne nous ",372525,Sépatent,MISC,ORG,372534," pas l'un de l'autre,
Je ne re"
"risons de France
Ent a 
et de ",375763,Navarre,PER,LOC,375770, ont cté obligés de sy abonn
"t re.
Connditre. Ainsi, vous, ",379369,Monsieur,PER,,379377," - perinetiermoi
de faire une "
"lois sages, aux bientaisantes ",381120,Mcsufes,PER,,381127,"
qui en renferment l'activité"
"rse. - Moi, rédacteur A la u ",382145,Revue,PER,,382150," Déniten
tiaire n! Hon, c'est"
ra dans 1d collaboration a la ,382515,Revue,MISC,ORG,382520,"
Mne belle dose dironie, qui n"
"s 1d collaboration a la Revue
",382521,Mne,PER,,382524," belle dose dironie, qui ne me"
"de nombreuses
lettres, toutes ",386832,Ratteuses,PER,LOC,386841,. Tne scule est blessante pour
"d'une
wisite : celle de Jules ",387222,Mouratet,PER,,387230,", un de mes camarades
de colle"
"
mois. Ah1 il a de la chance. ",387806,Mouratet,PER,ORG,387814,"! Le voild, i
Son age, Directe"
" age, Directeur des Douriemes ",387861,Provisoires,PER,,387872,", et,
même, ilsera bientot de"
"́rieur est ravissarit, ct Hme ",388740,Mouratet,PER,,388748," cst
une des temmes les micuy "
"
encore le meilleur régime I ",389560,Westce,PER,,389566," pas le gouver
hement par tous"
"ront le monde. A)
mon palivre ",393487,Mouratet,PER,ORG,393495,", je comprends que tout tait
r"
"Ce Aimusant, une soirée cher ",394408,Mouratet,PER,ORG,394416,", Comme
.i, Comme Gd. C'est ds"
"é de fréquenter, le jour de ",395149,Jugement,PER,,395157," dernier,
dans la valléc de J"
"ander un autre Morcedul, la a ",397006,Marche,PER,,397012,"
des Monts Carpathes. n.
lle r"
"tre Morcedul, la a Marche
des ",397017,Monts,PER,,397022," Carpathes. n.
lle revient une"
"e cachet du Directeur des Dou
",398581,Liemes,LOC,,398587, Provisoires ! Cest peu probab
"e indignation de Mourdtet,
Ce ",399070,Mouratet,PER,ORG,399078, qui vit au milien du luxe pay
"rcuse, pourtant...
 Pouttant, ",399297,Mourdtet,PER,ORG,399305," se donne du mal, lui aussi,
p"
",
aas maste d Lareles aune de ",399994,Maleouts,PER,,400002,"
LE VOLEUR:
 22
n peuple et de"
"ips, non
plus, que je suis un ",402385,Foleur,PER,LOC,402391,".
Voici bientot deux mois que "
"a coup, jela
reconnais. C'est ",403903,Mlargot,PER,LOC,403910,", Wlarquerite, l'ancienne femm"
"ancienne femme
de Chamlbre de ",403957,Mi,PER,,403959, oneuit este en ce prèciinnet
 je suis fort heureux de voir ,404163,Mlargot,PER,MISC,404170,". Je
lui explique que mes oecu"
"ue... ? J'en achéterais bien
",404461,Mne,PER,LOC,404464,", on perd tant de temps avec l"
"us. d'une cocotte, et
Suftout ",408201,Margot,PER,,408207,. Une partic de Vamne de la Fr
"obes surannées
des damnes de ",411903,Malenvers,PER,,411912,". Les représentants du peu.
p"
".. Pourtant,
Ljoute tclle, si ",414525,Monsieur,PER,,414533, vouldit repasser Vers les cin
"t. de mon pardessus, je vois. ",415267,Mlargot,PER,MISC,415274,"
descendre lescalier, son bouq"
"n por.
wait y vider le Palais ",418098,Bourbom,PER,,418105,", tout de meme, Me
fois pour t"
"et qui
iboutit, au fond, a un ",419140,jardin,PER,,419146,". Lout au bout, je
trouve une "
"ut doucement, j'etl tourne le
",419219,bouton,PER,,419225,". Une chambre de débarras, un"
". Pour rien, probablement. Et ",419523,Margot,PER,LOC,419529,", ce.
soir... Lant pis ; j'y s"
"
soir... Lant pis ; j'y suis, ",419564,jy,PER,LOC,419566," reste.
Si lon venaitpourtant "
"n, derrière le rideau. Je
my ",419731,place,MISC,,419736, et je cherche d ine rappeler 
"bien que Ga
devait arriver, n'",420776,estce,PER,,420781, pas ? Je r'avais meme dit que
"embrassant... Pourtant, Si Ce
",424078,Monsieur,PER,,424086, qui d demandé une chambre re
"ase que j
Ctu entendre a bien ",424795,été,PER,,424800," prononcée, je n'ai point ét"
"deman
derceque tu fais ici, n'",425798,estce,PER,,425803," pas ? Fi quant d moi,
bien qu"
"tendais pas d
te rencontrer a ",426294,Malenvers,PER,,426303,". Le hasard est un Grand
maitr"
"cmporter, puisque tu restes i
",432465,Malenvers,PER,MISC,432474,. Flles partiront pour Londres
" tres lourd : Jes
Citoyens de ",439808,Malenverstendent,PER,ORG,439824," leurs orcilles en feuilles
de"
"temine, n'estce pasi
Ainsi..
 ",445117,Lhetelier,PER,LOC,445126,", Uans un coin, s'arrache les "
"uvertderrière la place.
iAhl ",445283,Monsieur,PER,MISC,445291,", que nous avons du malheur?
m"
"n
prison prérentive, vous et ",445821,Jerdine,PER,LOC,445828,", je lui ferai donner
de mes n"
"tre, si lonsdit que je suis d ",453083,Bruxelles,PER,LOC,453092," ,
mais si on lignore ? Cat, s"
"re
monte un bout de la rue, i ",453888,Gauche,PER,ORG,453894,", je ld traverse, et
je me tro"
"ommmence d
eroire quil y a du ",454595,louche,PER,,454601," dans la conduire d'Essacar.
O"
"n cn prohtant de son Mlicuz.
 ",457172,Naturellement,PER,,457185,". Je vous parle du plus giand
"
" lait -- a polir des vertes.
 ",458238,Erces,PER,,458243," loraelites qui ont, d'apres v"
"me se glorifie de pantelersuy
",459884,Mne,PER,LOC,459887," croix d'ot, le Ranc perce, la"
" ! Cornme du supplicie du Col
",460046,Gothd,PER,LOC,460051,", nous lui disons : u Sauve to"
" Socièré actuelle, C'est un ",462968,Monstre,PER,,462975,"..
Ven ae (conde co ces Alse L"
"dermoi,
Sacredie ! C'est moi, ",467781,Machinard,PER,LOC,467790,".
 Réponds, murinure Margot, "
"ervous bien de me reservet
 a ",468444,Marine,PER,ORG,468450,".
 Tlumrrr 5.--
 Etmes congrat"
"Justice)
 Etpuis, apres J dit ",468918,Margot,PER,,468924," quirit cncore. Pour-
quoi pas"
"va être heureux, Courbassol. ",469422,Mlinistre,PER,LOC,469431,"
de la Justice ! Ouel honneur!"
"une Charinante jeune hlle...
 ",472611,Etpuis,PER,LOC,472617,", et puis!... W. Canonnier, l'"
"Je crois bien, que je l'ai vu ",472707,In,PER,MISC,472709,".
i est la hant, au premier et"
"u
Nord et j'ai telégraphie a ",473986,Laternoster,PER,,473997," de Garder la Vd
leur des titr"
"s lui, tu crois d la force ?
 ",484963,Mon,MISC,,484966," Dieu! mon cnlant, repond Cano"
"tain de son père..
 Je vois, ",485742,Mlademoisclle,PER,MISC,485755,", que vous étier fort o
cupé"
"r lire, par czemple ?
amnt de ",485869,Mreere,PER,MISC,485875," de ers ane u dmel
LE VOLEDE
A"
"i, ilsalue obséquiensement.
 ",489028,Mademoisclle,PER,LOC,489040,", je suis chargé d'une missio"
"ment l'accueillerdientils ? F
",490036,Berait,PER,,490042,"-clle, mieme, retourner cher l"
 vient de le faire. Alors?... ,490188,In,PER,,490190,"
tous cas, il faut quelle pren"
"u présentd.
-- Certainement, ",491171,Mademoiselle,PER,MISC,491183," ; je n'ai point
Thonneur d'et"
"randes guides. Ouantd
 Mme de ",492458,Bois,MISC,,492462,"-Créault, C'est une femme don"
"t mieux parlet
franchement, n'",499694,estce,PER,,499699, pas ? Er il est inutile de vo
"us..-
 Qui, disje, je suis un ",501807,voleur,MISC,,501813,". Je ne veur pas
Tous faire un"
"ntage. Votre père est
riche. ",502688,Mlalheureuscinent,PER,LOC,502705,", sd fortune est en Amerique
e"
"z-vous exploré les
poches de ",503769,Barrot,MISC,PER,503775,", par la memme occasion?

LE V"
"tre sdre que je ne ferai rien
",504029,Glisser,PER,,504036," dans es Manches.
 Si vous vou"
"uS partions
Lemain matin pour ",506186,lAngleterre,PER,LOC,506197,", du ner des policiers
qui n'a"
"ri
Vant... Ju sdis, il y A un ",509617,Lameuy,PER,LOC,509623," coup d risquer.
C'estpourgd q"
" jaic le culte
de ma vertu, oh",512358,!,MISC,,512359, pas dutout. Une femine qui s'
! Je suis une mndthcurcuse... ,515133,Mne,PER,,515136," malhcurcusc! Je
Suis énervé"
"is je ne suis pas forte... Je
",515212,Gonncrdis,PER,MISC,515221," tout, tout, pour n'avoir pas "
"le. que je suis
ne damnée... ",515390,Westce,PER,ORG,515396," prs, Vous serc2 toujours mon
"
"8
LE VOLEUE
pourrai vous etes ",520102,Mtile,PER,,520107,... Je n'oublierai pas Quc vou
".
Je lui fais passer md Catte
",522011,Georges,PER,,522018," Randal
INGENIEUE
Collaborateu"
"tiaire
----
NUTS
COMBINAISONS ",522100,MACIIAVELIOUES,PER,,522114," ET LEURS RESUITATS
En m'aperc"
"up un M. Randdl...
 M. Urbain ",522640,Randal,PER,,522646,": C'est mon oncle. Je saisen
e"
"s.Lahtie et jaurais eu ceridi
",522891,Mernent,PER,MISC,522898, l'orcasion d'y faire votre co
" son siege et lon rend sd sii
",528932,Marre,PER,,528937,", Ch disant pourquoi.
En venan"
" Kille qui a dix huit
ans, ct ",530352,Lomse,PER,,530357," Melè Srepne, Memie je, d dou"
"ert) Saver-
Yous ce qu'clle a ",531158,Eprouve,PER,LOC,531165,", hier soir, lorsquon cst
Venl"
i n'avervous pas conkiance en ,537930,Vousi,MISC,PER,537935,"
Je crois le deviner. Lorsque "
" cette semdinc,
lablonde. Ses ",539208,Cheveux,PER,,539215, d'or rres ancien relevés sur
" Bans ducul doute, idis, pa5, ",540324,Maintenant,LOC,ORG,540334,", mdl
heureusement ; il faut a"
" ils sont gens d'expérience.
",543431,Mlais,PER,LOC,543436," auricr.vous Li, vous quictes "
".. Enkin, C'est fait. Je suis
",544308,Madame,PER,,544314, de Bois-Créault. L'église l
"nt ai
Présent... Je lance la ",547033,Reur,PER,LOC,547037," dans le ten qu'Annie vient
d'"
" a Venise. Ouy fe.
rais je, a ",550382,Venise,PER,LOC,550388, ? Je m'y ennuierais dutant qu
"de, ces souteneurs. Mon Dicul ",555112,ce.ne,PER,,555117,"
Sont pas du tout les énergui"
" Conndissance d'unc Anglaise,
",561625,Mne,PER,LOC,561628, de ces mdhcurcuses perites kl
"i, diouje : et vous passersur ",562257,Waterloo,PER,,562265," Bridge,.
un pont qui ne sappe"
"ernel sac qui contient souven
",562377,Maclortune,PER,LOC,562387,. Un de ces soirs vous Serer a
" il s'écarte.
Je suis sauveI ",565349,Le,PER,,565351," qudi, un lacis de petites rue"
"eeme
eot er oemae 
LE VOLEUR
 ",567472,305,PER,,567475,"
Taitnous Cntendre, et cest in"
"se un pen
troublée devant un ",568064,Etranger-,PER,LOC,568073," Unl étranger gu'on lui
d pre"
"t Charlotte en soupirant.
Mon ",581128,Bieu,MISC,MISC,581132, ! pourvu que mnes craintes ai
"tour
que vers le milicu de la ",582064,semdine,MISC,,582071,"... Mais quand vien
dratil don"
"un spécialiste rcnoinmé...
 ",585060,Ifaut,PER,ORG,585065, l'envoyer cherchertout desuit
"
 Ahl quel malheur ! s écrie ",587525,Broussaille,PER,ORG,587536,". Si j'avais
pusavoir !... Ili"
", dux montagnes d'oranges...
 ",592209,Ludgate,PER,,592216," flill, Flect Srreet, Strand, "
"ssant tommber Sur
ane chaise. ",598449,Scigneur,PER,,598457, ! Scigncur! que je soutfre! O
"de veau au blanc dTspagne.
 - ",598718,Monsieur,PER,,598726,", mne ditil, j'ai prévenu Vot"
"in.
 Vraimentd
 Sur lhonneur, ",599886,Monsieur,PER,MISC,599894," ! dit-il en frappant de
la ma"
"Vu Comient
on l'a trouvé sur ",602142,Waterloo,PER,,602150," Bridge, la nuit de Noël,
 Ce"
"s lorsque je suis arrivé, le ",602815,Jendemdin,PER,LOC,602824," , il a cu la
force, pourtant,"
"ent d la vrille du sucets, du ",604900,Momento,PER,,604907,"
lcurs reves vont se réaliser"
"de tempsen
 et
LE TOLEUE
49
- ",610292,Mon,MISC,,610295, Dieu! s'écrie Charlotte. Est
"i, je n'airien d leur envier. ",614657,Estce,PER,,614662," parce que
 e suis pruvre . Ma"
"aivoulu con
duire Charlorte a ",616056,Monte-,PER,,616062," Carlo, qu'elle n'avait jamais"
"tendnt, sante, bondit avec Un ",618483,Enervant,PER,,618491," Clicclac
de
E VOLEUE
333
 Sur"
" Annic. Madame est li haut ?
 ",626279,Mousieur,PER,LOC,626287,"... Je... Monsieur...
Sa Lgure"
"journée de joie dont le son-
",627643,Venirme,MISC,,627650, supplicie en écrivant ces li
"re dans la salle d manger, au ",627879,Moiment,PER,LOC,627886,"
oil je vais mle mettred table"
"l de rouler md colere, Cucore ",633627,Mne,PER,,633630,"
fois, dan5 le coton des argut"
"averse le quai.
 Bonjour, Mon ",634535,Reveu,PER,MISC,634540,":
C'estune femme... - Margot! "
"t. W'estce pas, que cest Ca l'",635316,Embetant,PER,,635324,", Si
etais arrivé hicr, scule"
"viens dêtre venu
avec elle a ",637578,Monte,PER,,637583,"-Carlo, vers la tin de Thiver "
"d le diable y serait
 Jusdie, ",638813,cContinue,PER,,638822," Mlargot, il ne s'est livré a"
"e y serait
 Jusdie, cContinue ",638823,Mlargot,PER,,638830,", il ne s'est livré a au.
Cui"
" en te racontant cad de
Mande ",639833,Mlargot,PER,,639840,". Pardonnemoi, je neme doutais"
"e peurpss.
. Jesuisattendue a ",640462,Cussct,PER,LOC,640468,", je suistrès demandée en ce"
" mne dit Hme Voisin
Comine un ",644284,Gargon,PER,LOC,644290," vient chercher son Mari, un i"
"int dire
que nous somines des ",644862,Egoistes,PER,LOC,644870,", nou, mais nous ne
Prenons pa"
"́dition ; je me téjouis avec
",645301,Mi,PER,MISC,645303,... Ces chers entants . Ils no
