Gauche,Début,Texte,Label_modele,Label_spacy,Fin,Droit
"NUT.

ETC
37, W
En

| PARIS
: ",4469,P.-V,,LOC,4473,", STOCK, ÉDITEUR

(Ancienne Li"
"ETC
37, W
En

| PARIS
: P.-V, ",4475,STOCK,,ORG,4480,", ÉDITEUR

(Ancienne Librairie"
" W
En

| PARIS
: P.-V, STOCK, ",4482,ÉDITEUR,,MISC,4489,"

(Ancienne Librairie Tresse e"
"ARIS
: P.-V, STOCK, ÉDITEUR

(",4492,Ancienne Librairie Tresse,,MISC,4517," et Stock)

8,9, I0, II, GALER"
(Ancienne Librairie Tresse et ,4521,Stock,,ORG,4526,")

8,9, I0, II, GALERIE DU THÉ"
"rairie Tresse et Stock)

8,9, ",4534,I0,,LOC,4536,", II, GALERIE DU THÉATRE-FRANC"
"ie Tresse et Stock)

8,9, I0, ",4538,II,,LOC,4540,", GALERIE DU THÉATRE-FRANCAIS
"
"resse et Stock)

8,9, I0, II, ",4542,"GALERIE DU THÉATRE-FRANCAIS

Le",,MISC,4573," PALAIS-ROYAL

1898 s

SRE enr"
"LERIE DU THÉATRE-FRANCAIS

Le ",4574,PALAIS-ROYAL,,LOC,4586,"

1898 s

SRE enr, Lot tt Se
s"
"AIS

Le PALAIS-ROYAL

1898 s

",4596,SRE,,LOC,4599," enr, Lot tt Se
sv, D - =.
Ÿ À"
"ALAIS-ROYAL

1898 s

SRE enr, ",4605,"Lot tt Se
sv",,MISC,4617,", D - =.
Ÿ À °
’ “ ai
-

LE
GE"
"SRE enr, Lot tt Se
sv, D - =.
",4626,Ÿ,,LOC,4627," À °
’ “ ai
-

LE
GE""!

RAT ="
"sv, D - =.
Ÿ À °
’ “ ai
-

LE
",4645,GE,,ORG,4647,"""!

RAT = , sw . Lou - ,

 
"
" =.
Ÿ À °
’ “ ai
-

LE
GE""!

",4652,RAT,,MISC,4655," = , sw . Lou - ,

 

 

 

A"
"et que je signe, n'est pas de
",4752,mmoL,,LOC,4756,".. | | |
Cette déclaration fai"
"nt légué par un

caissier.
Je ",5216,Pat,,PER,5219," volé. |
J'avoue mon crime. Je"
"ître, s'il le faut, devant le ",5372,Procureur du Roi,,PER,5388,".
(Ca se passe en Belrique.) |"
" devant le Procureur du Roi.
(",5391,Ca,,MISC,5393," se passe en Belrique.) |
© Ca"
"ureur du Roi.
(Ca se passe en ",5406,Belrique,,LOC,5414,".) |
© Case passe en Belgique."
"
(Ca se passe en Belrique.) |
",5419,© Case,,PER,5425, passe en Belgique. J'avais ét
" Belrique.) |
© Case passe en ",5435,Belgique,,LOC,5443,". J'avais été faire un petit
v"
"Dieu ! j'avais voulu voir le

",5636,roi Léopold,,PER,5647,", avant de mourir. Un dada. Je"
"
amais vu de roi. Quel est le ",5722,Républicain,,ORG,5733," qui ne me

_ comprendra pas ?"
"
J'étais entré, en arrivant à ",5794,Bruxelles,,LOC,5803,", dans le premier
hôtel venu, "
"dans le premier
hôtel venu, l'",5835,hôtel du,,LOC,5843, Roï Salomon. /e ne me fie guè
"remier
hôtel venu, l'hôtel du ",5844,Roï Salomon,,LOC,5855,". /e ne me fie guère
aux maiso"
"ne mon nom sur le re-
gisire. ",6292,"| |

—",,MISC,6298," Non, Madaine; je n'ai pas cet"
"uoi bon détromper cette brave
",6582,Jemme,,LOC,6587," ?

— Du reste, ajoute-t-elle "
e inéme prénom ; il s'appelle ,6691,Georges,,MISC,6698,",
comme vous savéz — Georges R"
"e Georges,
comme vous savéz — ",6719,Georges Randal,,PER,6733,". — Eh 1 bien,
puisque vous lé"
"nnaissez, je vais vous donner ",6796,"Sa
chambre",,PER,6806,; il est parti hier el je ne p
" ; voulez-vous me suivre ?.….
",6970,Là !,,MISC,6974," Une jolie chambre, n'est-ce p"
"nde ici. Ces
messieurs sont à ",7155,Spa,,LOC,7158,", à Dinan, à Ostende, ou bien
"
". Ces
messieurs sont à Spa, à ",7162,Dinan,,LOC,7167,", à Ostende, ou bien
dans les "
"sieurs sont à Spa, à Dinan, à ",7171,Ostende,,LOC,7178,", ou bien
dans les villes d'ea"
"u bien
dans les villes d'eaux ",7211,de France,,LOC,7220," ou d'Allemagne ; par-
tout où"
 villes d'eaux de France ou d',7226,Allemagne,,LOC,7235," ; par-
tout où 1l y a du trav"
"ïil C'est la saison. Et
puis, ",7303,ts,,ORG,7305, ne peuvent pas laisser leurs 
"s bêtises st

facilement... | ",7422,EE,,ORG,7424," ne

- Quels messieurs ? Quell"
"rcher lui-même ;
el avec lui, ",7679,Savez,,MISC,7684,"-vous, jamais de visite; il s’"
"puis, vos instruments à vous, ",7986,ls,,ORG,7988,"
auraient du mal à échapper à "
ut des solides el que vous ne ,8091,fouvez,,ORG,8097," pas

Pa

LUS

.

AVANT-PROPO"
"s el que vous ne fouvez pas

",8104,"Pa

LUS",,LOC,8111,"

.

AVANT-PROPOS IT

toujours"
"'est bien certain. Mais. |

— ",8315,Ah!,,MISC,8318, j'oubliais. La valise qui est
"l ; 1l n'a pas voulu l’empor-
",8424,ler,,LOC,8427,", hier. Si elle ne vous gêne p"
la chambre ; elle est plus en ,8512,Sûreté,,ORG,8518," qu'ailleurs; car je
sais bien"
"car j'avais appris que le roi
",8913,Léopold,,PER,8920, était enrhumé et qu’il ne sor
"orte-manteau dans ma
chambre? ",9184,Pourquot,,PER,9192, étais-je morose et désœuvré ?
étais-je morose et désœuvré ? ,9223,Pour-,,LOC,9228,"
quot le roi Léopold était-1l "
" désœuvré ? Pour-
quot le roi ",9241,Léopold était-1l enrhumé,,PER,9265,"? Autant de ques-
fions auxque"
 petite bouteille éfiquetée : ,9741,Chlo-,,LOC,9746,"
roforme. Ne l’ouvrons pas! Un"
" sur une table le manuscrit

",10226,"EN

IV",,MISC,10232," . AVANT -PROPOS

dont je n'av"
" était si bien, pourtant... — ",10720,Enfin!,,MISC,10726," Je

n'ai fait ni uncnideux. J"
" me suis
installé ailleurs. ,
",10862,ET maintenant,,ORG,10875,", maintenant que j'ai lerminé "
"ion, et un de ces soirs « ces ",11477,Messieurs,,PER,11486," » 1ne Casse-
ront le nez, dan"
s soirs « ces Messieurs » 1ne ,11493,Casse-,,MISC,11499,"
ront le nez, dans un coin. Bi"
ns un coin. Bien grand merci. ,11545,"oo

Le rapporter moi",,MISC,11565,"-même, avec quelques plaisante"
"rassante. Comment en sortir ?
",12162,Eh!,,MISC,12165," bien, le manuscrit lui-même m"
"! bien, le manuscrit lui-même ",12194,men,,MISC,12197," donne le
moyen. Lequel ? Vous"
"œurde ou, plutôt, je le vole

",12372,TE,,LOC,12374," RE ne à mm

£
Az
Ë

F
is

1:"
"je le vole

TE RE ne à mm

£
",12390,"Az
Ë

F
is

1",,MISC,12403,":
4°
M.""
ss
&
;

RS

5 Six
hs
"
"ne à mm

£
Az
Ë

F
is

1:
4°
",12408,M.,,PER,12410,"""
ss
&
;

RS

5 Six
hs
pes

 
"
"Az
Ë

F
is

1:
4°
M.""
ss
&
;

",12420,"RS

5 Six
hs
pes",,MISC,12436,"

 

5: .
08 dun ©

AVANT-PROP"
"
5 Six
hs
pes

 

5: .
08 dun ",12453,"©

AVANT-PROPOS",,MISC,12468," eV

— comme je l'ai écrit plu"
"on sache où ça finira. | | |

",12837,Finir !,,MISC,12844," C’est ce livre, que je voudra"
"remords en face du crime
— et ",13552,ausst,,MISC,13557," parler des prisons, pour én d"
"is
point comment il écrit, ce ",13686,Voleur,,MISC,13692,"-là; mes phrases n'en-
{rent p"
"
{rent pas dans les siennes.

",13744,ÎT,,LOC,13746, m'aurait fallu démolir le man
"sonnage, un ancien élève de l'",14062,Ecole Polytechnique,,ORG,14081,",
par exemple, qui, tout le lo"
"olume, aurait dit
son fait au ",14148,Voleur,,MISC,14154,. Il aurait suffi de le faire 
"rois fois par chapitre et, en ",14234,vérilé,,LOC,14240,", — à con-
dition de ne change"
" de temps à autre
— rien ne m'",14317,eit,,ORG,14320," élé plus facile.

Mais, réfle"
"usé d'en risquer une seconde.
",14500,Æt,,LOC,14502," puis, si vous voulez que je v"
"s-
cience. .

Mot qui ai volé ",14636,le Voleur,,MISC,14645,", je ne puis guère le flétrir."
"'y vois
point d'inconvénient, ",14830,"Mais, mot",,MISC,14839,", je n'en ai pas le droit.
Je "
" droit.
Peut-être. |

GEORGES ",14941,DARIEN,,MISC,14947,".

Londres, 1806.

 

»
‘ L
."
"eut-être. |

GEORGES DARIEN.

",14950,Londres,,LOC,14957,", 1806.

 

»
‘ L
.'s
. Ÿ
ru
"
"IEN.

Londres, 1806.

 

»
‘ ",14974,"L
.'s
",,MISC,14980,". Ÿ
ru

&

 

TABLE DES CHAPIT"
"res, 1806.

 

»
‘ L
.'s
. Ÿ
",14984,"ru

&

 

TABLE DES CHAPITRES

AVANT- PROPOS",,LOC,15028," . . . + 4 . . . . . .

I. — A"
"mptes font les bons amis. . .
",15206,IV,,MISC,15208,. — Où l'ont voit bien que tou
" l’existence. . . . . . . . .
",15291,V,,PER,15292,", — Où court-ilr . . . . , . ."
"ù court-ilr . . . . , . . . .
",15327,VI,,PER,15329,. — Plein ciel . . . . . . . .
"in ciel . . . . . . . . . . .
",15366,VII,,PER,15369,". — Dans lequel on apprend, en"
"nnent les anciens notaires .

",15460,VIII,,MISC,15464,. — L'art de se faire cinquant
"s élever de lapins . . . . .

",15552,IX,,PER,15554,. — De quelques quadrupèdes et
"s quadrupèdes et de certains

",15598,"X.
XI",,PER,15603,".
XII.
XIII.
XIV.

bipèdes . ."
"upèdes et de certains

X.
XI.
",15605,XII,,PER,15608,".
XIII.
XIV.

bipèdes . . . . "
"s et de certains

X.
XI.
XII.
",15610,XIII,,MISC,15614,".
XIV.

bipèdes . . . . . . . "
"e certains

X.
XI.
XII.
XIII.
",15616,XIV,,PER,15619,".

bipèdes . . . . . . . . . ."
"forment la jeunesse . . . .
— ",15696,"Cheveux, barbes et postiches",,MISC,15724," . . . . .
— L'idée marche . -"
"arche . -. :. . . . . . . .
— ",15775,Rencontres heureuses,,MISC,15795," et malheureuses . .
— Aventur"
"ureuses et malheureuses . .
— ",15818,Aventures de.deux voleurs,,MISC,15843,", d'un cadavre et

d’une jolie"
" vice est bien près d’être

À ",15944,VI,,LOC,15946,".

XVII.

XVIIE,

TÉCOMIPENSÉ "
"en près d’être

À VI.

XVII.

",15956,XVIIE,,MISC,15961,",

TÉCOMIPENSÉ . . 4 . + . + ."
"d’être

À VI.

XVII.

XVIIE,

",15964,TÉCOMIPENSÉ,,LOC,15975," . . 4 . + . + . .

— Orphelin"
"L - , . ‘ L % , . +

104
124

",16150,I4I,,MISC,16153,"
154
173
179

107
21S.
237
250"
"37
250

261

280

VIE.

XIX.
",16207,XX,,LOC,16209,".

XXI.

X AIT.
XXIIL.
XXIV.

"
"0

261

280

VIE.

XIX.
XX.

",16212,XXI,,MISC,16215,".

X AIT.
XXIIL.
XXIV.

XXV,

"
"

280

VIE.

XIX.
XX.

XXI.

",16218,X AIT,,ORG,16223,".
XXIIL.
XXIV.

XXV,

XXVI,
XX"
"
VIE.

XIX.
XX.

XXI.

X AIT.
",16225,XXIIL,,MISC,16230,".
XXIV.

XXV,

XXVI,
XX VII.

"
"XIX.
XX.

XXI.

X AIT.
XXIIL.
",16232,XXIV,,MISC,16236,".

XXV,

XXVI,
XX VII.

XX VII"
".

XXI.

X AIT.
XXIIL.
XXIV.

",16239,XXV,,LOC,16242,",

XXVI,
XX VII.

XX VII.

XXI"
".

X AIT.
XXIIL.
XXIV.

XXV,

",16245,XXVI,,MISC,16249,",
XX VII.

XX VII.

XXIX.

XXX"
"IT.
XXIIL.
XXIV.

XXV,

XXVI,
",16251,XX VII,,MISC,16257,".

XX VII.

XXIX.

XXX.

 

TA"
"XXV,

XXVI,
XX VII.

XX VII.

",16269,XXIX,,MISC,16273,".

XXX.

 

TABLE DES CHAPITRE"
"On dira pourquoi. nos ee
— Le ",16542,Christ,,PER,16548, a dit : « Pitié pour qui suc-
"r qui suc-
combe!... », . .
— ",16598,Geneviève de Brabant,,PER,16618,"
— Le repentir fait oublier l'"
"femmes savaient s’y prendre
— ",16765,Conclusion provisoire,,MISC,16786," — comme toutes les
conclusion"
"marare ve mn dès cum uma

 

",16944,LT,,ORG,16946,"

 

AURORE

. Mes parents ne "
"mon père au pied du mur. |

— ",17211,Comment!,,MISC,17219," des gens. à leur aise, dans u"
"ssurés, on comprend ça. Mais, ",17459,"sa-
pristi !",,PER,17471,"... Et la fortune amassée, où "
ut un enfant — au moins un. — ,17657,"Réfléchissez-y.

",,LOC,17674,"Le médecin s’en mêle : :

— Ma"
"un enfant.

2 | | LE VOLEUR

",17964,Eh!,,MISC,17967," bien, puisque tout le monde l"
"n : ils en auront un. | |
Ils ",18043,Pont,,LOC,18047,".
Je me présente — très bien ("
"oute ma vie, disait plus
tard ",18218,Aglaé,,PER,18223,", la cuisinière ; il faisait u"
"s, c’est que je suis un élève ",18802,"mo-
dèle",,PER,18810, ; je fais l'honneur de ma cla
"ant-là. Vous le voyez, heïn ?
",19308,Eh!,,MISC,19311," bien, c’est à moi!

Les mères"
 ! Comme il a dû travailler ! ,19407,"Ah!
c’est bien beau",,MISC,19426,", l'instruction...
= Les paren"
"
7 . Sy)

LE ETS res mm

ADSL ",19677,UOE,,LOC,19680," PME

+

RE ne tn Le
frs LE et"
"ME

+

RE ne tn Le
frs LE ets ",19712,"ini

Tr

ETES",,MISC,19725," PER PRE TE TS PT nt px ï
FRA "
" LE ets ini

Tr

ETES PER PRE ",19734,TE TS PT,,ORG,19742," nt px ï
FRA RARE EE AS CT

EC"
" TS PT nt px ï
FRA RARE EE AS ",19766,"CT

EC",,ORG,19772,"
Fe UN

Dee eu ee
mir
roi

 
"
"nt px ï
FRA RARE EE AS CT

EC
",19773,"Fe UN

Dee",,MISC,19783," eu ee
mir
roi

 

CCR

LE VO"
"Fe UN

Dee eu ee
mir
roi

 

",19803,"CCR

LE VOLEUR or",,MISC,19820,". 3
centenaires allongent fièr"
 me le prédit tous les jours. ,20709,Sic,,PER,20712,"
itur ad astra.

J’aile temps,"
"|

Candeur !... Mon enfance ? ",20933,Jene,,PER,20937," me rappelle déjà

plus. Mes s"
" les coins de
notre maison de ",21660,Paris,,LOC,21665,; dans les allées ratissées de
"les allées ratissées de

1 ° ",21702,DT,,ORG,21704,"

4. LE VOLEUR

notre jardin d"
" ratissées de

1 ° DT

4. LE ",21712,VOLEUR,,LOC,21718,"

notre jardin de la campagne "
urniquets chargés de pavés de ,22422,Reims,,LOC,22427,", de
porcelaines utiles et de "
" Tu vas voir, a-t-il dit, que ",22537,Phanor,,LOC,22543," est plus
adroit que toi.

Ïl "
"nor est plus
adroit que toi.

",22570,Ïl,,LOC,22572, a fait dresser le chien contr
" coup de patte auto-
ritaire. ",22686,Phanor,,PER,22692," a gagné le gros lot, un grand"
"coup les enfants.

à 0 — ns
2 ",23430,"rs 25

ere

",,MISC,23442,"——

Le TR

CA ET.

ES . .

EE."
"à 0 — ns
2 rs 25

ere

——

Le ",23449,"TR

CA ET",,ORG,23458,".

ES . .

EE. L

a md -
+

F"
"s 25

ere

——

Le TR

CA ET.

",23461,ES,,LOC,23463," . .

EE. L

a md -
+

Fa
LT."
"e

——

Le TR

CA ET.

ES . .

",23469,EE,,LOC,23471,". L

a md -
+

Fa
LT.
LE

Ke
"
"T.

ES . .

EE. L

a md -
+

",23487,"Fa
",,MISC,23490,"LT.
LE

Ke

 

LE VOLEUR S.

P"
"
ES . .

EE. L

a md -
+

Fa
",23490,LT,,ORG,23492,".
LE

Ke

 

LE VOLEUR S.

Plu"
"md -
+

Fa
LT.
LE

Ke

 

LE ",23508,"VOLEUR S.

Plus tard",,MISC,23528,", mon père m'a procuré une joi"
" plus
grave. Il m’a fait voir ",23589,Gambetta,,PER,23597,". C'était au Palais de
Versail"
ait voir Gambetta. C'était au ,23610,"Palais de
Versailles",,LOC,23630,", où se tenait alors l’Assembl"
"sailles, où se tenait alors l’",23653,Assemblée Nationale,,ORG,23672,".
La séance était ouverte quan"
"rte quand nous sommes entrés.
",23724,Un monsieur chauve,,MISC,23742,", fortifié d’un gilet blanc, é"
"mment ! je ne re-
connais pas ",23941,Gambetta,,PER,23949, ! Il est assez facile à disti
as le retirer d'un collège de ,24134,Jésuites,,ORG,24142," ?

Si, on me l’a dit mille fo"
"and ils le met-
tent chez les ",24271,Jésuites,,ORG,24279,", mais qu'il doit leur obéir a"
"rsqu'ils lenferment ailleurs.
",24354,Ah !,,MISC,24358,"tu es vraiment bien nigaud, mo"
s rien voir ; j'étais ébloui. ,24875,Ah!,,MISC,24878," j'ai été tellement
ému, en pé"
"ment
ému, en pénétrant dans l’",24923,auguste,,PER,24930," enceinte, dans le
sanctuaire "
"gité. Et
puis, je croyais que ",25024,Gambetta,,PER,25032," ne quittait pas la tri-
bane,"
'Histoire et il reconnaîtrait ,25398,M. Thiers,,PER,25407," à une demi- .
lieue…

6 LE V"
"tourne vers moi.

— Le voilà, ",25486,Gambetta,,PER,25494,"! Tiens, là, là!

Oui, c’est l"
s promis de te faire entendre ,26294,Gambetta,,PER,26302,"; ça
ne dépend point de moi. J"
" été très désillu-
sionné. Le ",26972,Gambetta,,PER,26980, que j'ai vu n’est point celui
"
_j'ignorerais demain comment ",27200,1l,,PER,27202," a le nez fait. Est-ce
que je "
"uefois. Et le monsieur

4e,

",27346,TERRE,,LOC,27351,"
LORS FE
. ""7, VV ,4

= rte +
"
"ur

4e,

TERRE
LORS FE
. ""7, ",27366,VV,,LOC,27368," ,4

= rte +
,

LE EL

_

LE V"
"RS FE
. ""7, VV ,4

= rte +
,

",27384,"LE EL

_

LE VOLEUR",,MISC,27403," : 7

chauve, en gilet blanc, "
"nt justi-
fiées, ce n’est pas ",27859,Gambetta,,PER,27867,", ni même M. Thiers, qui
symbo"
"e n’est pas Gambetta, ni même ",27877,M. Thiers,,PER,27886,", qui
symbolisent pour moi le "
" peuple libre, mais policé. C’",27974,estce monsieur,,PER,27988,", dont
j'ignore le nom, dont l"
"les cheveux avaient quitté la
",28047,France,,LOC,28053, dans le fiacre à Louis-Philip
"je demande
toujours où mènent ",29049,leschemins,,ORG,29059," qu’on traverse, quand
on va s"
"is, qui dit tou-
jours que le ",29386,Code,,MISC,29390," est formel. |

= Le Code est "
" que le Code est formel. |

= ",29408,Le Code,,MISC,29415," est formel.
Le geste est facé"
"oix siffle, tranche, dissèque ",29627,ia phrase,,PER,29636,",
désarticule les mots, incise"
"a-
turés aux consonnes.
"",. — ",29723,Le Code,,MISC,29730," est formel !
‘” Pécoute ça, p"
""",. — Le Code est formel !
‘” ",29747,Pécoute,,MISC,29754," ça, plein d’une sombre admira"
"’une sombre admiration pour
l’",29796,Autorité souveraine et mystérieuse,,ORG,29830," du Code, un peu
térrifié auss"
 souveraine et mystérieuse du ,29834,Code,,MISC,29838,", un peu
térrifié aussi -— et "
se habitude. Peut-être que le ,30516,Code,,MISC,30520," est formel, pour
les ongles. "
"ns la bibliothèque,
saisir un ",31046,Code,,MISC,31050,", le cacher sous ma blouse et "
"A IT es ne ee

RE r  ——

“ ‘
",31121,AO,,ORG,31123," as
: 7

LE VOLEUR 9

gier, sa"
"oire à ma soif à la
source de ",31395,justiceet,,PER,31404," de vérité, avec quels espoirs"
"
ouvrant le livre sacré! Non, ",32068,Eve,,PER,32071," n'a pas cueilli le
fruit défe"
" cueilli le
fruit défendu, au ",32109,jardin d'Eden,,LOC,32122,", avec une émotion plus
grande"
" une émotion plus
grande ; le ",32158,Tentateur ne luiavait,,MISC,32179," parlé qu’une seule
fois de la"
'entends chanter la gloire du ,32294,Code,,MISC,32298,", du
Code qui est formel !

Je"
"chanter la gloire du Code, du
",32303,Code,,MISC,32307," qui est formel !

Je lis. Je "
"arnement, avec fièvre. Je lis ",32379,"Le
Contrat de louage",,MISC,32399,", le Régime dotal, beaucoup d’"
" lis Le
Contrat de louage, le ",32404,Régime dotal,,MISC,32416,", beaucoup d’autres
choses com"
"oup d’autres
choses comme ça. ",32453,Etje,,MISC,32457," ne sens pas monter en moi le
"
"tellement j'étais absorbé.

— ",32896,Ïl,,LOC,32898, ÿ a deux heures que je te che
"-ce que tu lis ?

— Je lis le ",33003,Code!,,MISC,33008," |
À quoi bon nier ? Le livre "
", grand ouvert sur

4°

10 , ",33074,LE VOLEUR,,PER,33083,"

la table, témoin muet, mais "
"and-père sourit.

— Tu lis le ",33190,Code !,,MISC,33196," Ca t’amuse, de lire le Code ?"
"Code ! Ca t’amuse, de lire le ",33220,Code ?,,MISC,33226," Ça
t'intéresse ? |

Je fais u"
"mmédiatement.

— Pour lire le ",33496,Code,,MISC,33500,", mon ami, il ne suffit pas de"
 lire; il faut savoir lire le ,33567,Code,,MISC,33571,". Ce qu'il faut
lire, dans ce "
"primé ;
c'est le blanc, c’est ",33667,"ca...

Et",,MISC,33676, il pose son doigt sur la marg
