Gauche,Début,Texte,Label_modele,Label_spacy,Fin,Droit
"e enchanté et continue : 
– J'",201339,espère,PER,,201345, que votre santé est bonne. Et
 titres que nous apportons de ,202583,Bruxelles,PER,LOC,202592, ; vous allez nous donner votr
"discours, dit Roger-la-Honte. ",208374,Monsieur,PER,,208382," Paternoster, il faut poser vo"
"rès bien mise. 
– Grande ? 
– ",214788,Moins,PER,,214793," que moi, mais assez forte. 
–"
e jour où je suis partie pour ,227732,Londres,PER,LOC,227739,", et m'a dit de faire mon poss"
" spleen, en Angleterre ? 
– J'",230732,espère,PER,,230738, que non ; mais je me laissais
" qui ne leur coûtent rien. 
– ",233489,Est,LOC,,233492,"-ce que tu crois vraiment, Ida"
"soif de Cartouche. Un voleur, ",234290,Madame,PER,MISC,234296, ! Un vrai voleur ! Un crimine
"ntage, mais refuse carrément. ",236107,Méfie,PER,,236112,"-toi d'elle, car c'est une enj"
"ise. Ah ! l'on a bien raison, ",237106,Monsieur,PER,,237114," ! 
Je hoche la tête d'un air "
"aucoup moins prompt ! 
– Ah ! ",237533,Monsieur,PER,,237541,", si vous saviez quel plaisir "
"le bord, me direz-vous ? Ah ! ",238126,Monsieur,PER,,238134,", que je voudrais ne l'avoir j"
"hagrin, dans ce salon où nous ",243893,sommes,MISC,,243899,... Il est vrai que j'y ai eu 
"n couturier, ma modiste et ma ",244137,lingère,PER,,244144," s'étaient ligués contre moi, "
"t manqué de parole. Un Russe, ",244642,Monsieur,PER,MISC,244650," !... Après ça, il fallait tir"
"ns. Je connais tant de monde, ",244824,Monsieur,PER,MISC,244832, ! Des gens qui ont des fortun
voir eu des tas d'aventures ? ,246139,Racontez,PER,,246147,"-m'en une, je vous en prie. J'"
"t aussi que la couturière, la ",251363,lingère,PER,,251370, et la modiste sont d'excellen
"nt, car il faut bien vivre, j'",251634,espère,PER,,251640, que la petite femme n'oublier
eurs années de prison... Ah ! ,259294,Monsieur,PER,,259302,", je suis si malheureuse de ne"
" faut que je vous dise, écrit ",261529,Bussy,PER,,261534,"-Rabutin à sa cousine, ce que "
 plaisir de me désabuser. » J',262083,espère,PER,,262089,", moi aussi, faire plaisir aux"
", vous n'avez point oublié, j'",267689,espère,PER,,267695,", que je vous ai parlé, ce mat"
" aujourd'hui un lupanar. 
– J'",272399,espère,PER,,272405,", dis-je, qu'on aura placé une"
 est la moins tracassière des ,279093,hospitalités,PER,,279105," ; et ensuite, parce qu'on pay"
vais passer mon après-midi au ,282948,Jardin,PER,,282954," Zoologique, pour tuer le temp"
"er en conversation avec moi. 
",293574,Vaine,PER,LOC,293579, espérance ! Le Monsieur jovia
"ec moi. 
Vaine espérance ! Le ",293595,Monsieur,PER,,293603, jovial m'en convainc très rap
 pas les Anglais ; je suis un ,294356,Américain,PER,LOC,294365,". 
– Ah ! diable ! j'aurais dû"
pelle avoir vu un portrait de ,294491,Washington,LOC,PER,294501,... Vous lui ressemblez étonna
"e, Canada... Québec, Toronto, ",294745,Montréal,PER,LOC,294753,"... 
– Parfaitement, approuve "
" ? 
– Pas très bien, avoue le ",296939,Monsieur,PER,,296947," triste. 
– C'est que je n'ai "
"n leur faveur. 
– Oui, dit le ",298529,Monsieur,PER,,298537, triste ; on devrait bien fair
"t même de l'alcool. L'alcool, ",299065,Monsieur,PER,MISC,299073, ! Ils en boivent tant que les
"un... 
– Du pain ? demande le ",299829,Monsieur,PER,,299837, triste. Ah ! ce serait si bea
it dans de grands Ateliers de ,301229,Bienfaisance,PER,,301241," établis, soit en France, soit"
"e devrait jamais faire grâce, ",303223,Monsieur,PER,MISC,303231, ! Il y va du salut de la Soci
"ne guillotine pas assez ? 
Le ",303323,Monsieur,PER,,303331," triste ne répond pas. 
– Auta"
 paternel pour les autres. La ,303530,bonté,PER,,303535, est obligatoire aujourd'hui. 
"ropriété. 
– Ah ! oui, dit le ",303792,Monsieur,PER,,303800, triste. Justement ! Que chacu
". 
– Pas du tout ! s'écrie le ",303996,Monsieur,PER,,304004, jovial. Une maison ! Un jardi
"omprends pas bien, déclare le ",304562,Monsieur,PER,,304570," triste. 
– Permettez-moi de v"
"e bien mauvais livres, dit le ",306092,Monsieur,PER,,306100," triste en hochant la tête. 
–"
"is porté à croire, hasarde le ",306548,Monsieur,PER,,306556," triste, que l'instruction obl"
cie infiniment. Nous disons : ,308831,onze,PER,,308835, heures dix... Nous serons à N
"uite sur une grande place, la ",310053,place,MISC,,310058," des Tribunaux, que vous recon"
 ses contemporains civilisés. ,311874,Mille,PER,,311879," indices, imperceptibles à la "
à que se trouve le cabinet de ,312765,Monsieur,MISC,PER,312773,". En face, à droite ou à gauch"
de forme -- le bourreau -- le ,319540,Monsieur,PER,,319548," triste de la nuit dernière. 
"
"ne pièce de quarante sous, où ",322261,irait,PER,,322266,-on ? Calculez un peu et vous 
"ns comme lui. 
XI -- CHEVEUX, ",322902,BARBES,PER,,322908," ET POSTICHES 
Je trouve l'abb"
deaux entretiennent l'amitié. ,323822,Maintenant,LOC,,323832,", faisons notre compte approxi"
"il. Autrefois, quand on était ",326196,las,PER,,326199," et dégoûté du monde, on entra"
"it. Aujourd'hui, quand on est ",326318,las,PER,,326321," et dégoûté du monde, on entre"
re les hommes de demain. Ah ! ,338684,Balon,LOC,PER,338689,", biberon de vérité, homme de "
s sa propre misère morale. La ,347336,Révolution,PER,MISC,347346, prend l'aspect d'une Némésis 
t cessé avec l'existence de l',349293,Individu,PER,MISC,349301,", tous les progrès accomplis p"
 voulut faire. Il partit pour ,355396,Bordeaux,PER,LOC,355404, et s'y logea dans un hôtel qu
 dans ce que fait Canonnier ? ,362267,Engager,PER,,362274, sa fille à payer de la plus n
rtage-t-il cette mélancolie ? ,365448,Mon,MISC,,365451, Dieu ! oui ; il ne s'en défen
"Il a fondé une Revue. 
– La « ",365992,Revue,PER,,365997, Pénitentiaire. » N'en avez-vo
"ntellectuel français. 
– Ah ! ",366253,Monsieur,PER,,366261,", déclare le criminaliste, vou"
s des prisons de France et de ,366667,Navarre,PER,LOC,366674, ont été obligés de s'y abonne
"ent reconnaître. Ainsi, vous. ",370324,Monsieur,PER,,370332, -- permettez-moi de faire une
"i, dis-je, je suis ingénieur. ",371347,Ingénieur,PER,,371356, civil. Mais ne croyez pas que
'est superbe... Permettez-moi ,372455,Monsieur,PER,,372463,", de vous féliciter... Mais, j"
pour le prochain numéro de la ,372671,Revue,PER,,372676, ? Un article dans lequel il d
" peu long... 
– Peut-être. Du ",374137,reste,PER,,374142,", je ne demanderai pas l'inspi"
"n bon coup de seringue. 
La « ",375136,Revue,PER,,375141, Pénitentiaire » a paru ; et m
assant sous le tunnel du Père-,375793,Lachaise,PER,,375801,. Je sautais sans embarras du 
stant fait par les Anglais du ,376170,Metropolitan,PER,,376182, Railway. Je démontrais que le
d'une visite ; celle de Jules ,378071,Mouratet,PER,,378079,", un de mes camarades de collè"
a maladie de l'époque. Mais j',381685,espère,PER,,381691, que la santé de ta femme ne t
"lat de rire me répond. 
– Mon ",382691,Dieu,MISC,MISC,382695,", Monsieur, que votre étude da"
"lus visiblement qu'elle, à sa ",383679,place,MISC,,383684,". Son rire, peut-être nerveux "
"t-ce amusant, une soirée chez ",385191,Mouratet,PER,ORG,385199," ? Comme ci, comme ça. C'est a"
"rcé de fréquenter, le jour de ",385920,Jugement,PER,,385928," dernier, dans la vallée de Jo"
s retrouver ce soir en madame ,387362,Mouratet,PER,,387370,. Je m'y attendais si peu que 
tre morceau ; la « Marche des ,387775,Monts,PER,,387780," Carpates. » 
Elle revient une"
"répare, à déclamer l'« Ode au ",388860,Béguinage,MISC,,388869,". » Regardez-le là-bas, devant"
lamer l'« Ode au Béguinage. » ,388873,Regardez,PER,,388881,"-le là-bas, devant la cheminée"
n persil !... Tiens ! elle me ,394389,salue,MISC,,394394,. Je rends le salut... Qui est
 je suis fort heureux de voir ,394942,Margot,PER,,394948,", Je lui explique que mes occu"
énieur. C'est un beau métier. ,395087,Est,LOC,,395090,-ce que c'est vrai qu'on a fai
"ouleurs. Eh ! bien, mon cher, ",396214,Marguerite,PER,,396224," de Vaucouleurs, c'est moi. 
C"
oce qui me forcera à rester à ,397072,Malenvers,PER,MISC,397081,", et tu y demeureras, toi auss"
"l'âme de la France, quoi ! 
– ",399036,Malenvers,PER,,399045," ! Malenvers !... 
On descend."
"France, quoi ! 
– Malenvers ! ",399048,Malenvers,PER,MISC,399057," !... 
On descend. La ville es"
ile qui peuvent s'appliquer à ,399306,Malenvers,PER,MISC,399315,". Moi, je ne fais pas de descr"
"ini ? 
– Mettons sept heures. ",405557,Monsieur,PER,,405565,". À sept heures, je vous prome"
"lui disputer, pour le moment. ",406185,Est,LOC,,406188,-ce qu'il m'a disputé sa femme
"out doucement, j'en tourne le ",409873,bouton,PER,,409879,. Une chambre de débarras ; un
"n, derrière le rideau. Je m'y ",410386,place,MISC,,410391, et je cherche à me rappeler e
it jamais que ça pèse autant. ,411055,Maintenant,LOC,,411065,", Jérôme... 
L'hôtelière, en g"
"Ah ! te Voilà. Tu es prête, j'",411193,espère,PER,,411199," ? demande son mari. 
– Oui, m"
e de commerce qui m'a amené à ,419064,Saint-Nazaire,PER,LOC,419077,". De là, je me suis rendu à R."
x lieues environ au-dessus de ,419160,Malenvers,LOC,MISC,419169,", et j'y attendais depuis deux"
le auquel je me suis attaqué. ,422569,Canonnier,PER,,422578, entre dans la chambre avec de
tu voudras. Celui de gauche ? ,423051,Parfait,PER,,423058,. Je mets celui de droite dans
"emporter, puisque tu restes à ",423244,Malenvers,PER,MISC,423253,. Elles partiront pour Londres
 permettre aux bonnes gens de ,429501,Malenvers,PER,MISC,429510, qui n'ont point pris part au 
"-t-il ? demandent Courbassol, ",433883,Machinard,PER,LOC,433892, et plusieurs autres en se pré
"rt derrière la glace. 
– Ah ! ",436000,Monsieur,PER,,436008,", que nous avons du malheur ! "
tu penses si l'on doit rire à ,438035,Malenvers,PER,MISC,438044,". Le coup était mal monté, à m"
"e, si l'on sait que je suis à ",443779,Bruxelles,PER,LOC,443788," ; mais si on l'ignore ? Car, "
"-midi même. Quand seras-tu, à ",444256,Bruxelles,PER,LOC,444265,", toi ? 
– Je partirai demain "
" 
– Je partirai demain matin. ",444302,Maintenant,LOC,,444312,", ne quitte pas là fenêtre, su"
ommence à croire qu'il y a du ,445294,louche,PER,,445300, dans la conduite d'Issacar. O
u'ils se rencontrent. Je suis ,447145,Israélite,PER,MISC,447154, et j'en sais quelque chose. L
es de ces gens-là et celles d',448584,Israélites,PER,MISC,448594, qui ont la notion du caractèr
"à polir des verres. 
– Et ces ",448878,Israélites,PER,MISC,448888," qui ont, d'après vous, la not"
: c'est une raison d'être. Le ,453899,Juif,PER,MISC,453903,... Figurez-vous une caravane 
dra que je prenne le train de ,454557,Bruxelles,PER,LOC,454566," ce soir, et que je les décide"
peut confier un portefeuille. ,457434,Tiens,MISC,,457439,", tu ne connais rien à ces cho"
"ez-moi, sacredié ! C'est moi, ",458469,Machinard,PER,ORG,458478,". 
– Réponds, murmure Margot ;"
z-vous bien de me réserver la ,459140,Marine,PER,ORG,459146,". 
– Humrrr !... 
– Et mes con"
s plus qu'à une demi-heure de ,460594,Bruxelles,PER,LOC,460603, et le voyageur qui me fait fa
 dans le compartiment où nous ,460666,sommes,MISC,,460672," seuls, vient de céder au somm"
"tent, et c'est tout. Le vieux ",462141,monsieur,PER,,462149, se réveillera deux ou trois m
es après l'arrivée du train à ,462213,Bruxelles,PER,LOC,462222,. J'ai une grande expérience d
ent. Tu sais ce qu'il donne ? ,464837,Mille,PER,,464842, livres sterling. Il n'y a pas
"ilà tout. Mais, maintenant, j'",471214,espère,PER,,471220, bien faire le tour du monde. 
"t vite. 
– Est-ce votre avis, ",471560,monsieur,PER,,471568," Randal ? 
– Oh ! si tu demand"
"l'argent, père ? 
– Demande à ",477605,Randal,LOC,PER,477611,". 
– Non, Mademoiselle, ne me "
. Attendre je ne savais quoi. ,486869,Le,LOC,,486871, moment où je pourrais me veng
".. 
– Oui, dis-je, je suis un ",492631,voleur,PER,,492637,. Je ne veux pas vous faire un
tingue du sauvage. Je suis un ,492957,voleur,PER,,492963,. Mme de Bois-Créault avait ou
"e course pour moi... 
– Bien, ",499389,monsieur,PER,,499397, Randal ; tout de suite. Ah ! 
"e dans cinq minutes. 
– Bien, ",499901,monsieur,PER,,499909," Randal ; comptez sur moi, pou"
". Tu vas aller à Ixelles, rue ",500866,Clémentine,PER,LOC,500876," ; tu sais ? 
– Parbleu ! 
– L"
"e -- et femme intéressante, j'",504994,espère,PER,,505000,. -- J'écrirai à Barzot demain
" Barzot demain matin. 
– Non, ",505046,Hélène,PER,MISC,505052,", il ne faut pas lui écrire. I"
 d'être toujours votre ami... ,506393,Maintenant,LOC,,506403,", descendons, Hélène ; il est "
". Je prends à droite. 
– Nous ",507218,sommes,MISC,,507224," suivis, dis-je à Hélène, mais"
"e lui fais passer ma carte : 
",512958,Georges,PER,,512965," Randal 
Ingénieur 
Collaborat"
"tiaire 
XVIII -- COMBINAISONS ",513047,MACHIAVÉLIQUES,PER,,513061," ET LEURS RÉSULTATS 
En m'aper"
"eaucoup un M. Randal... 
– M. ",513580,Urbain,PER,,513586, Randal ? C'est mon oncle. Je 
" un M. Randal... 
– M. Urbain ",513587,Randal,PER,,513593, ? C'est mon oncle. Je sais en
jamais vous en souvenir. Et j',528743,espère,PER,,528749, que vous ne m'en voudrez pas 
t tout arrive à se confondre. ,544815,Est,LOC,,544818,-ce la cocotte qui a perverti 
" les regarde, ces souteneurs. ",545691,Mon,MISC,,545694, Dieu ! ce ne sont pas du tout
rte. C'est bien fait. Ça vous ,550617,apprendra,PER,,550626," à jouer à l'homme sensible, à"
", dis-je ; et vous passez sur ",552727,Waterloo,PER,,552735," Bridge, un pont qui ne s'appe"
es bureaux d'une Compagnie de ,559890,Navigation,MISC,,559900,", qui lui permet de vivre, tou"
"e ! C'est tellement terrible, ",567295,surtout,LOC,,567302, à cet âge-là !... J'ai passé 
" malheureux, voilà tout. 
– J'",569598,espère,PER,,569604,", répond-elle au bout d'un ins"
", dit Charlotte en soupirant. ",571674,Mon,MISC,,571677, Dieu ! pourvu que mes crainte
"à avoir de l'argent ? 
– Je l'",576561,espère,PER,,576567,". 
J'ai tort. Elle rentre, une"
drais bien la voir. Elle doit ,578184,être,MISC,,578188, belle comme tout ; et dire qu
ix heures moins un quart et j',579873,espère,PER,,579879, arriver à temps dans la Cité.
 ne pourrais dire ni ce que j',581994,espère,PER,,582000, ni ce que je veux faire ; mai
" l'argent, au moins ? 
– Je l'",585926,espère,PER,,585932,", dis-je. 
Je pose le sac sur "
"rt, dis-je en l'embrassant. J'",587997,espère,PER,,588003, que le médecin qui va venir p
" Vraiment ? 
– Sur l'honneur, ",590514,Monsieur,PER,MISC,590522, ! dit-il en frappant de la ma
"é enterré hier. 
C'est l'abbé ",592424,Lamargelle,PER,,592434, qui parle ; et je l'écoute en
"ée... Puis, le délire a saisi ",593794,Paternoster,PER,MISC,593805, et son agonie a duré prés de 
Mon Dieu ! s'écrie Charlotte. ,600824,Est,LOC,,600827,"-ce possible ! 
– Tout est pos"
ne cesse point d'être le crime,601893,",",LOC,,601894, et je savais que si l'on n'es
; je n'ai rien à leur envier. ,605145,Est,LOC,,605148,-ce parce que je suis pauvre ?
"e, à la main d'une héritière. ",605272,Est,LOC,,605275,-ce parce que je suis honnête 
"m'explique pas la cause. 
– J'",609994,espère,PER,,610000, que tu te sens mieux à présen
"ire l'enveloppe. 
« ......... ",617284,Notre,PER,,617289, vie à tous deux serait un mar
"n Randal ? 
– Oui, c'est ça ; ",619988,Urbain,PER,,619994," Randal. 
– C'est mon oncle, d"
et beaucoup moins. Pourquoi ? ,623431,Mélange,PER,,623438, de violence et d'irrésolution
mes du bagne qui s'appelle la ,624231,Société,LOC,ORG,624238,", un geste d'animal peut seul "
ne femme... -- Margot ! c'est ,625009,Margot,PER,MISC,625015, ! -- qui m'accueille avec une
".. Et où est-il, lui ? 
– Ton ",625327,oncle,PER,MISC,625332," ? Il vient de partir, de me q"
" N'est-ce pas, que c'est ça ? ",625740,Embêtant,PER,MISC,625748," ! Si tu étais arrivé hier, se"
'il te déteste tant ! reprend ,627619,Margot,PER,MISC,627625,". Il faut dire, aussi, que tu "
" aime tant ! 
Peut-être bien. ",632542,Mais,PER,,632546,", moi, je ne suis pas fâché de"
"igence. 
– Mangez-vous bien ? ",633870,Buvez,PER,,633875,-vous bien ? Dormez-vous bien 
"bé, vous l'apercevez aussi, j'",643103,espère,PER,,643109, ; et maintenant que vous l'av
"ar un couac de la clarinette, ",644406,appelait,PER,,644414, à son aide le cornet à piston
onnement de lâche que je vous ,645796,tiens,MISC,,645801, là ; c'est un raisonnement d'
je logeais à Saint-Vincent de ,648788,Paul,PER,,648792," , avec la majorité de ces hom"
in à l'hôtel Saint-Vincent de ,651314,Paul,PER,,651318," . Je vous présenterai, de vou"
"vrira ses portes avant peu, j'",652125,espère,PER,,652131,. La directrice sera Mme Boile
"Non ; pas du tout. 
– Mme Ida ",652240,Boileau,PER,,652247,", rue Saint-Honoré ? 
– Quoi !"
ou trois fermes qu'ils ont en ,661785,Normandie,PER,LOC,661794," ; mais, d'ici là, je suis à s"
– Je reprochais vivement à M. ,664034,Randal,MISC,PER,664040," de n'être, pas venu à Paris l"
ncement de l'année prochaine. ,664174,Maintenant,LOC,,664184,", il faut qu'il répète sa prom"
"ent, j'étais resté sceptique. ",666189,Mouratet,PER,,666197," jaloux, c'est trop drôle. 
Po"
"Opéra. Tu y viendras aussi, j'",669571,espère,PER,,669577," ? Tu sais, nous nous travesti"
"s ? Ah ! les cocus assassins, ",682509,Monsieur,PER,MISC,682517," !... Tenez, on enlève les cad"
"emain, je reçois un billet de ",688300,Margot,PER,,688306, qui m'annonce que les choses 
es articles à la « Revue » de ,688604,Montareuil,PER,LOC,688614,", et m'annonce que je suis cha"
"s pour la Dalmatie, mais pour ",689324,Bruxelles,PER,LOC,689333,". 
Beaucoup de gens, à ma plac"
"ur la capitale du Brabant. 
À ",689681,Bruxelles,PER,LOC,689690,", je parcours les établissemen"
"e soldat, je n'y puis rien... ",690956,Maintenant,LOC,,690966,", voici ce que j'ai à vous pro"
influence du milieu présent ? ,693474,Mystère,PER,,693481,. Mais c'étaient peut-être de 
ureaux. Depuis qu'il a quitté ,699089,Bruxelles,PER,LOC,699098, -- on l'a mis à la porte oste
"ui que ce soit, bien entendu. ",700955,Maintenant,LOC,,700965,", écoutez : voici un télégramm"
" 
« Delpich, 84, rue d'Arlon, ",701231,Bruxelles,PER,LOC,701240,. -- Venez Londres immédiateme
"du n° 84 de la rue d'Arlon, à ",701435,Bruxelles,PER,LOC,701444,", se trouve un café fréquenté "
"e. C'est Delpich, assurément. ",702670,Teint,MISC,,702675," blafard, taille rentassée, tr"
asse-partout de la maison ; j',704995,espère,PER,,705001," qu'il vous suffira. 
– Très b"
"r. Tenez, voici une chaise... ",714599,Maintenant,LOC,,714609,", veuillez me dire qui vous êt"
 aussi facile de sortir de la ,720287,place,MISC,,720292, qu'il m'a été aisé d'y entrer
"s bien, il va falloir quitter ",720947,Bruxelles,PER,LOC,720956,", m'exiler, partir au loin, sa"
l'heure où Delpich partait de ,724666,Bruxelles,PER,LOC,724675,. Je suis très content de le v
"Vers la fin de la semaine, l' ",726696,Indépendance,PER,MISC,726708," annonce que Mme Delpich, déso"
" mes meilleurs souhaits, et j'",726923,espère,PER,,726929, bien ne la revoir jamais. Ell
"rand pendant trois minutes, à ",727165,Bruxelles,PER,LOC,727174,. Le surlendemain de mon retou
 petit hôtel de la rue Berlioz,730516,",",LOC,,730517, et moi autre part. Très conte
s tout de suite. Geneviève de ,730853,Brabant,LOC,,730860,. C'est comme ça qu'on l'appel
"Aix-les-Bains. Moi, je suis à ",732620,Royan,PER,LOC,732625,. Je ne pourrais dire exacteme
 que toi. Il s'appelle Urbain ,735352,Randal,PER,,735358,. Ne serait-il pas ton parent 
"duire rue du Bac, chez l'abbé ",739821,Lamargelle,PER,,739831,". Une demi-heure après, nous m"
e l'abbé. C'est Mme Delpich ! ,740502,Tiens,MISC,,740507, ! tiens !... Mais je devine :
" de tel comme consolation... 
",745143,Maintenant,LOC,,745153,", il faut s'occuper des formal"
"là. 
Le notaire de mon oncle, ",745339,Me,PER,,745341," Tabel-Lion, arrive le lendema"
. L'auteur de ma perte est M. ,750003,Georges,PER,,750010," Randal. Il se dit votre ami, "
ur de ma perte est M. Georges ,750011,Randal,MISC,,750017,". Il se dit votre ami, monsieu"
"abbé. Que m'apprenez-vous là, ",750171,Madame,PER,MISC,750177," ! Un voleur ! 
– Oui, Un vole"
ement l'abbé. Que faire ? Mon ,752565,Dieu,MISC,MISC,752569,", éclairez-nous... Voici ce qu"
 plus rien. Ah ! Geneviève de ,754213,Brabant,PER,,754220, ! Moi qui étais le petit vole
"inée ? En prières, à l'église ",756307,Saint-Étienne,PER,,756320," du Mont, où repose ma bienheu"
