Gauche,Début,Texte,Label_modele,Label_spacy,Fin,Droit
"éprise pas ton corps », a dit ",59393,Isaïe,PER,PER,59398,". Monsieur, je ne connais poin"
"rd Montareuil, que ma cousine ",64758,Charlotte,PER,PER,64767, va se marier. Pas un mauvais 
"ose, on dirait, de savoir que ",64930,Charlotte,PER,PER,64939, va se marier avec lui ; quelq
"l à définir. Une jolie brune, ",65026,Charlotte,PER,PER,65035,", avec la peau mate et de gran"
"ont la somme, toujours, est l'",66647,Avarice,PER,PER,66654,". À force d'énergie, il arrive"
"crois pas. 
– Tu le devrais ; ",85747,Mme Montareuil,PER,PER,85761, est charmante pour toi et Édo
lorsqu'il est seul en face de ,85897,Charlotte,PER,PER,85906,". 
Ça, je m'en moque absolumen"
"erite, la femme de chambre de ",85990,Mme Montareuil,PER,PER,86004,", une jolie fille pas trop far"
"; mais pas avant dix heures. 
",86142,Mme Montareuil,PER,PER,86156," est une personne grave, avec "
anscrire sa conversation avec ,86428,Charlotte,PER,PER,86437," ne me serait pas difficile. 
"
", Mademoiselle ! 
– Oh ! oui, ",86540,Monsieur,PER,PER,86548,". 
– On se serait cru en plein"
"en plein mois d'août. 
– Oui, ",86600,Monsieur,PER,PER,86608,". 
– Vous ne craignez pas les "
"leurs, Mademoiselle ? 
– Non, ",86679,Monsieur,PER,PER,86687,". 
– Beaucoup de gens s'en tro"
" trouvent incommodés. 
– Oui, ",86743,Monsieur,PER,PER,86751,"... 
Mon oncle parle de l'inte"
u'il a de faire remonter pour ,86818,Charlotte,PER,PER,86827, plusieurs des bijoux que lui 
"e chose incompréhensible, dit ",86914,Mme Montareuil,PER,PER,86928,", que ces perpétuels changemen"
ions pour moi ; le mariage de ,87313,Charlotte,PER,PER,87322,", me dit-il, n'est plus qu'une"
"douard de nouvelles qualités, ",87474,Mme Montareuil,PER,PER,87488," rentre dans le salon. 
– J'ai"
nt. Pourquoi en dire du mal ? ,87879,Mme Montareuil,PER,PER,87893, referme l'écrin avec la joie 
de votre oncle. Nous laissons ,88738,Marguerite,PER,PER,88748," pour garder la maison, et nou"
"les yeux de Margot. 
– Alors, ",89449,Monsieur,PER,PER,89457, ne va pas à Maisons-Laffitte 
 dire. J'essaye de convaincre ,89973,Margot,PER,PER,89979, de cette grande vérité. Elle 
 oncle dans une colère bleue. ,90337,Mme Montareuil,PER,PER,90351,", que j'avais rencontrée au ba"
"fort affligé. 
– Mademoiselle ",90610,Charlotte,PER,PER,90619," ne se mariera pas, m'a dit l'"
"personne, cette nuit-là, chez ",91627,Mme Montareuil,PER,PER,91641," ? 
– Si ; Marguerite, la femm"
"ent mille francs, à en croire ",91960,Mme Montareuil,PER,PER,91974," ; mettons-en, si tu veux, tro"
 de la Digestion Économique ; ,92503,Mme Montareuil,PER,PER,92517, aussi a toujours été très cha
u'une union entre son fils et ,93014,Charlotte,PER,PER,93023, était désormais impossible ; 
"peu vite en besogne. D'abord, ",93254,Charlotte,PER,PER,93263," avait, je crois, beaucoup d'a"
"ion pour Édouard... 
– Elle ! ",93328,Charlotte,PER,PER,93337, ! Elle n'aime personne. Une i
as agi aussi brusquement avec ,94159,Mme Montareuil,PER,PER,94173,. J'ai pris des renseignements
trait. -- Il était l'amant de ,95055,Mme Montareuil,PER,PER,95069,". 
– Mme Montareuil ! Un amant"
"l'amant de Mme Montareuil. 
– ",95074,Mme Montareuil,PER,PER,95088," ! Un amant ! 
– Pourquoi pas "
 ont révélé son intimité avec ,96369,Mme Montareuil,PER,PER,96383,". 
– Ce n'est donc pas elle qu"
" pure. La vérité, je te dis ! ",97242,Me,PER,PER,97244, prends-tu pour un enfant ? Es
"s rendre révolutionnaire ! 
– ",98756,Calmez,PER,PER,98762,"-vous, mon oncle. D'abord, ces"
"nt eux-mêmes... 
– Est-ce que ",99251,Mme Montareuil,PER,PER,99265," est au courant des choses ? 
"
"ent les bons bourgeois. 
– Et ",100041,Charlotte,PER,PER,100050," ? 
– Je ne crois pas que j'au"
"ui demander. 
Tout de suite. 
",100405,Charlotte,PER,PER,100414, ne m'a pas dit ce qu'elle pen
"ngtemps déjà, sans doute, que ",102699,Charlotte,PER,PER,102708, a pu satisfaire sa curiosité 
"r toutes les pensées hautes. 
",104104,Charlotte,PER,PER,104113," a peut-être souffert, aussi, "
"core, que je sens vibrer dans ",106018,Charlotte,PER,PER,106027," ; je la lis sur son visage, s"
" Nous ne serons plus séparés, ",110848,Charlotte,PER,PER,110857, et moi ; par un adversaire in
"approche un nouveau lien, car ",111354,Charlotte,PER,PER,111363," est enceinte. Avant-hier, ell"
u'une. Je ne veux plus marier ,112065,Charlotte,PER,PER,112074,. -- Vous ne voulez plus... --
qui ont empêché le mariage de ,112380,Charlotte,PER,PER,112389,", en raison même de la rareté "
le lui arracher tout à fait ; ,112634,Charlotte,PER,PER,112643, est supposée regretter profon
rd possible. -- Savez-vous si ,113166,Charlotte,PER,PER,113175, sera de votre avis et si elle
. -- Soit. C'est ce qu'a fait ,113616,Charlotte,PER,PER,113625,. Depuis trois mois elle est m
" veuille vous dire, c'est que ",114588,Charlotte,PER,PER,114597, est enceinte et qu'il nous fa
re allusion injurieuse envers ,114983,Charlotte,PER,PER,114992,", vieux coquin, je vous écrase"
bien. Accordez-moi la main de ,115925,Charlotte,PER,PER,115934, ; je ne vous demande pas de d
elle me confère. Tu as séduit ,117456,Charlotte,PER,PER,117465, ; tu peux la garder. Vivez en
"vahir tout d'un coup, lorsque ",117814,Charlotte,PER,PER,117823," est entrée. 
– Eh ! bien, que"
" ses raisons, n'est-ce pas ? 
",118162,Charlotte,PER,PER,118171, secoue la tête tristement. El
" 
– Dis-moi ce que tu penses, ",118584,Georges !,PER,PER,118593," Je t'en prie, dis-le moi, si "
rmes roulent dans les yeux de ,118863,Charlotte,PER,PER,118872,". 
– Je t'aime, oui... Oh ! Je"
". Tu sais, le vol commis chez ",119511,Mme Montareuil,PER,PER,119525,", ces quatre cent mille francs"
"nlevés la nuit. Eh ! bien... 
",119611,Charlotte,PER,PER,119620, s'élance vers moi et me pose 
"squ'ici... 
– Non, non ! crie ",122017,Charlotte,PER,PER,122026,. Ne parle pas ainsi ! Ce n'es
"nfamies du Code ? 
– Non, dit ",123510,Charlotte,PER,PER,123519,", je n'hésiterai pas. Je suis "
" ! 
– Oh ! c'est affreux, dit ",124930,Charlotte,PER,PER,124939, en sanglotant. Je ne sais pas
" 
– Eh ! bien, si tu m'aimes, ",125453,Charlotte,PER,PER,125462,", ne me demande point des chos"
" assez forte pour me suivre. 
",126433,Charlotte,PER,PER,126442," devient pâle, pâle comme une "
"a t-en ! Va-t-en !... 
Alors, ",126894,Charlotte,PER,PER,126903," s'en va, toute droite. Et pen"
"rron hors la loi à gauche, et ",131563,Jésus,PER,PER,131568," la bonté même, représentant l"
"sses dirigées. De par la loi, ",134931,Monsieur,PER,PER,134939,", de par la loi ! Vous savez q"
"poules, a sa moralité, assure ",138207,Carlyle,PER,PER,138214, ; sans quoi il ne pourrait pa
"homme, et qu'avait déjà tenue ",146367,Jérémie,PER,PER,146374,", l'Individu la porte sur la p"
 ils feront la conquête de la ,152225,Suisse,LOC,LOC,152231,", pour créer un port à La-Chau"
"haise libre perd sa liberté. 
",155110,– Monsieur,PER,PER,155120,", me dit l'honnête industriel,"
l'avis de notre honorable ami ,155483,M. Issacar,PER,PER,155493,", et je suis heureux qu'il ait"
"rompre l'honnête industriel. 
",156335,– Monsieur,PER,PER,156345,", lui dis-je, le tableau que v"
"ndus hostiles. N'oubliez pas, ",156992,Monsieur,PER,PER,157000,", que je suis ingénieur ; rien"
"n soit, je puis vous assurer, ",157263,Monsieur,PER,PER,157271,", que vos paroles ont fait la "
"! c'est aller bien vite... 
– ",157904,Mon Dieu !,MISC,MISC,157914, dit l'industriel dont les yeu
"e nous l'apprend. La science, ",159006,Monsieur,PER,PER,159014, ! La main-d'œuvre est pour ri
"nt à présent. Loi économique, ",159420,Monsieur,PER,PER,159428,", loi économique ! 
– La scien"
" avons la garde civique, ici, ",162366,Monsieur,PER,PER,162374,", pour une fois. Mais enfin, c"
"
– Je suis vraiment enchanté, ",166447,Monsieur,PER,PER,166455,... Permettez-moi seulement un
"pluriel, et de nous donner du ",167321,Monsieur,PER,PER,167329," ? Donc, Roger-la-Honte me tut"
"e lorsque tu étais parti ? 
– ",171847,Exactement,MISC,MISC,171857,. Mes parents ne me rudoyaient
onnable de placer la Source d',177467,Ingres,PER,PER,177473," où elle devrait être, au mili"
" à Vichy. Mais, un beau jour, ",182427,Broussaille,PER,PER,182438, -- elle ne s'appelle pas Brou
ille -- elle ne s'appelle pas ,182464,Broussaille,PER,PER,182475,", mais on l'appelle Broussaill"
"roussaille, mais on l'appelle ",182495,Broussaille,PER,PER,182506," -- est arrivée à apprendre, j"
"onnes ! 
– Ne m'en parle pas. ",182730,Broussaille,PER,PER,182741,", qui n'est pas bête, a tout d"
" restée depuis. 
– Ah ! bah ! ",182896,Broussaille,PER,PER,182907, est à Londres... Et qu'est-ce
rien ne bouge dans la maison. ,189460,Roger,PER,PER,189465, pousse la porte dont la serru
 s'apercevront de rien. C'est ,194541,Monsieur,PER,PER,194549," lui-même, lorsqu'il montera à"
fermé la porte derrière nous. ,194813,Roger,PER,PER,194818, fait le tour des malles et de
st un cadeau tout trouvé pour ,195178,Broussaille,PER,PER,195189," ; et quant à toi, si tu te fa"
"à Cannon Street, c'est que si ",197239,Paternoster,PER,PER,197250, nous donne cent mille francs 
n divorce fut prononcé contre ,198767,Paternoster,PER,PER,198778," ; le soir même, cet excellent"
hoses se passent en France... ,199563,Paternoster,PER,PER,199574, vint donc retrouver à Londres
e la petite était la fille de ,200276,Paternoster,PER,PER,200287,", une fille qu'il a eue d'un p"
i eu le plaisir de vous voir. ,201219,Monsieur,PER,PER,201227," est de vos amis, je présume ?"
"our vous plaindre, interrompt ",203164,Paternoster,PER,PER,203175, qui continue à feuilleter les
" de belles espérances. Voyez, ",205127,Monsieur,PER,PER,205135,", comme le Progrès choisit, po"
 voies les plus inattendues ! ,205221,L'Asiatique,LOC,LOC,205232, qui se rend acquéreur d'un de
"sottise humaine... Eh ! bien, ",208949,Messieurs,PER,PER,208958,", voici ce que je vous propose"
je vous propose : je garde la ,209003,Rente,MISC,MISC,209008,", les Chemins de fer et le Sue"
"s à leur propriétaire, répond ",209331,Paternoster,PER,PER,209342,. Figurez-vous que vous êtes d
". 
– La voilà, ma caisse, dit ",211305,Paternoster,PER,PER,211316," en nous montrant un sac noir,"
" Avez-vous l'air content, mon ",212100,Dieu !,MISC,MISC,212106," Moi, si j'étais voleur, voule"
la maison ; nous y montons et ,213020,Roger,PER,PER,213025, donne au cab l'adresse d'un h
s c'est crapule et compagnie. ,213352,Paternoster,PER,PER,213363, est encore le plus honnête...
"e long de Piccadilly, descend ",213559,Brompton Road,LOC,LOC,213572," et s'arrête à Kensington, dev"
angulaire. Nous descendons et ,213687,Roger,PER,PER,213692," fait, à plusieurs reprises, r"
son bien tenue ! Je parie que ,214086,Broussaille,PER,PER,214097, est à l'« Empire. » Allons-y.
"a sœur. 
– Vous n'avez pas vu ",214293,Broussaille,PER,PER,214304, ? demande-t-il à toutes les f
"Mais nous le saurons bientôt, ",215232,Broussaille,PER,PER,215243," est à deux pas d'ici, à l'hôt"
vient pas toujours à interner ,215568,Cupidon,PER,PER,215575," dans un cul-de-sac, et alors."
"ette, au bout du doigt, comme ",215715,Mimi Pinson,PER,PER,215726,". Du reste, elle peut rester f"
" rester fille, toujours comme ",215777,Mimi Pinson,PER,PER,215788,", car c'est une bonne fille. 
"
"es-vous timide à ce point-là, ",216729,Monsieur,PER,PER,216737," ? 
– Beaucoup plus encore, di"
"nte. 
– À la bonne heure, dit ",216875,Broussaille,PER,PER,216886, ; je vois que vous avez des d
"nton. 
– Je vous préviens que ",218137,Broussaille,PER,PER,218148," va être jalouse, me dit-elle "
"dra rien pour avoir attendu. 
",218382,– Mademoiselle,PER,PER,218396," est restée au couvent, dit Br"
"le est restée au couvent, dit ",218424,Broussaille,PER,PER,218435,", et il faut l'y laisser ; app"
aut l'y laisser ; appelez-moi ,218474,Broussaille,PER,PER,218485," tout court, ou je ne vous par"
aire pardonner ; je l'appelle ,218621,Broussaille,PER,PER,218632," et je la tutoierai même, si c"
. À la troisième bouteille de ,219859,Champagne,LOC,LOC,219868,", Roger-la-Honte a voulu savoi"
"son de Kensington. Là-dessus, ",220116,Broussaille,PER,PER,220127," s'est troublée visiblement, a"
"s environ, elle a acheté à un ",220308,Juif,MISC,MISC,220312, pour trois cents livres de bi
 mois tombait avant-hier ; le ,220611,Juif,MISC,MISC,220615, a refusé de renouveler les ef
"nouveler les effets et, comme ",220660,Broussaille,PER,PER,220671,", prise au dépourvu, ne se tro"
"s pareilles. 
– Non, sanglote ",221094,Broussaille,PER,PER,221105," ; non, je ne le ferai plus ja"
"e ça, par exemple ! Dis donc, ",221323,Randal,PER,PER,221329,", te rappelles-tu comme je me "
"s mains vides, hein ? Allons, ",221541,Broussaille,PER,PER,221552,", viens m'embrasser et ne pleu"
"er un mobilier... 
– Ah ! dit ",221650,Broussaille,PER,PER,221661, dont les larmes se sèchent co
s mille francs. C'est le père ,222413,Binocar,PER,PER,222420,", au moins ? Oui. Eh ! bien, i"
 Ils vous dénoncent ? demande ,223146,Broussaille,PER,PER,223157,". 
– Je te crois, ma petite ! "
" 
– Rien que ça de luxe ! dit ",226068,Broussaille,PER,PER,226079,. Madame ne se refuse plus rie
" de main pour une affaire, en ",228533,Suisse,LOC,LOC,228539,", et ça va venir ces jours-ci."
"té une bonne nuit, ainsi qu'à ",229210,Broussaille,PER,PER,229221,", dont le lit fut emporté par "
 fut emporté par l'inexorable ,229264,Juif,MISC,MISC,229268, et à qui elle a offert l'hosp
t s'apercevoir de son erreur. ,229465,Broussaille,PER,PER,229476, et Ida sont venues nous voir 
en chartreux. De femmes comme ,233061,Broussaille,PER,PER,233072,", par exemple, ou comme moi, v"
"n, la femme du monde et moi. 
",236899,– Monsieur,PER,PER,236909,", me dit-elle, on a bien raiso"
"t, aujourd'hui... Vous savez, ",237813,Monsieur,PER,PER,237821,", pourquoi j'ai demandé à fair"
Il vint me voir et me dit : « ,238470,Renée,PER,PER,238475," »... -- je m'appelle Renée, M"
 « Renée »... -- je m'appelle ,238497,Renée,PER,PER,238502,", Monsieur ; désignez-moi par "
"e »... -- je m'appelle Renée, ",238504,Monsieur,PER,PER,238512, ; désignez-moi par ce nom qua
"sir. Dites-le, pour voir ? 
– ",238761,Renée,PER,PER,238766,". 
– Oui, très bien, c'est tou"
"a. Bref, mon oncle me dit : « ",238838,Renée,PER,PER,238843,", il faut me tirer de là. » Mo"
"ée, il faut me tirer de là. » ",238871,Monsieur,PER,PER,238879,", j'ai mes défauts, je ne le c"
me ; quand elle m'eut dit : « ,240023,Renée,PER,PER,240028,", il faut me tirer de là », je"
"e. Je crois devoir vous dire, ",240330,Monsieur,PER,PER,240338,", quelles idées me vinrent suc"
"ragée comme un bijou. 
– Oui, ",241618,Monsieur,PER,PER,241626,", oui, j'ai pensé à cela ; à a"
"n'en a plus. Que voulez-vous, ",243426,Monsieur,PER,PER,243434, ? On ne peut pas. Une jeune f
Ida m'a mise en rapports avec ,244006,M. Canonnier,PER,PER,244018,. Elle a dû vous le dire ? Oui
"ier m'a convaincue ; écoutez, ",245049,Monsieur,PER,PER,245057, : on peut dire de lui ce qu'o
" progrès ! Je suis persuadée, ",245670,Monsieur,PER,PER,245678,", que vous avez reçu une excel"
"ote de vos intentions, répond ",246594,Renée,PER,PER,246599, en souriant. Mais vous ne me 
"mais pas plus. 
– Hélas ! dit ",247905,Renée,PER,PER,247910,", vous êtes impitoyable. Si vo"
"à peine vêtue pour venir ici, ",248359,Monsieur,PER,PER,248367," ; un costume de trottin, qui "
rents ; passer de Belgique en ,254503,Suisse,LOC,LOC,254509,", d'Allemagne en Hollande et d"
"in à sa cousine, ce que M. de ",261570,Turenne,PER,PER,261577, m'a conté avoir ouï dire au f
" Lamargelle. 
– Hé ! bonjour, ",264845,cher Monsieur,PER,PER,264858,", me dit-il de sa voix profond"
" cette qualité que j'ai pris, ",266243,cher Monsieur,PER,PER,266256,", la liberté de m'intéresser à"
 de cette malheureuse famille ,267761,Montareuil,PER,PER,267771,"... 
Je ne répondis pas ; sa v"
"prouvée ! Vous rappelez-vous, ",268164,cher Monsieur,PER,PER,268177,", l'importance du vol dont Mme"
" poussait jusqu'à Londres... 
",268415,– Monsieur,PER,PER,268425," l'abbé, dis-je, j'ai peine à "
"ur garant de ma bonne foi. 
– ",271640,Mon Dieu,MISC,MISC,271648,", dis-je, je ne vois point pou"
nière -- comme ces vieux rois ,274805,du Nord,LOC,LOC,274812," qui se plaçaient, mourants, d"
e chaire d'éloquence sacrée à ,275030,Mazas,PER,PER,275035,"... 
– Un voleur ! murmura l'a"
"puissants, mais incomplets... ",275319,Disproportion,MISC,MISC,275332, de l'homme avec lui-même beau
"se partout... Quel monde, mon ",280356,Dieu !,MISC,MISC,280362," 
Au moment où il allait me qu"
"ine, ajoutai-je... ma cousine ",281332,Charlotte,PER,PER,281341," ?... 
L'embarras de l'abbé pa"
es relations avec ma cousine. ,281964,Charlotte,PER,PER,281973," est mariée. Elle est mariée, "
"e. 
Le second voyageur est un ",292428,Monsieur,PER,PER,292436," d'aspect morose, au teint jau"
" pareil. Ne trouvez-vous pas, ",293824,Monsieur,PER,PER,293832," ? 
– Oui, beau temps... très "
"utour le monde, juste ainsi. 
",293968,– Monsieur,PER,PER,293978, est étranger ? Ah ! ah ! vrai
t des nombreuses aventures du ,294264,Monsieur,PER,PER,294272, jovial avec les fils de la pe
"es États-Unis. Du reste, sans ",294593,Lafayette,PER,PER,294602,... Et vous détestez les Angla
" 
– Parfaitement, approuve le ",294786,Monsieur,PER,PER,294794, jovial qui voit qu'il n'y a d
"sort. 
– Ne trouvez-vous pas, ",294946,Monsieur,PER,PER,294954,", demande-t-il en se tournant "
"ne voix lugubre. 
– Le monde, ",295528,Monsieur,PER,PER,295536,", est émerveillé de la façon d"
"e vous. Je suis philanthrope, ",297037,Monsieur,PER,PER,297045,". Un philanthrope, n'est-ce pa"
"envers nous ; car enfin, sans ",297550,Lafayette,PER,PER,297559,"... Eh ! bien, vous me croirez"
"ment infirmes. 
– Croyez-moi, ",297874,Monsieur,PER,PER,297882,", la philanthropie doit deveni"
"manque au Parlement français, ",299435,Monsieur,PER,PER,299443,", ce n'est pas la bonne volont"
"qui fait défaut à la Chambre, ",299726,Monsieur,PER,PER,299734,", c'est un philanthrope qui in"
"! ce serait si beau ! 
– Non, ",299879,Monsieur,PER,PER,299887, ; pas du pain. L'homme ne vit
"es gaillards-là ne font rien, ",301862,Monsieur,PER,PER,301870,", ou presque rien. Ils se tour"
"ue je vous expose. Ces têtes, ",302821,Monsieur,PER,PER,302829,", il faudrait les faire tomber"
"ait le bon grain. Savez-vous, ",302960,Monsieur,PER,PER,302968,", quelle est la principale cau"
"ers les méchants, continue le ",303433,Monsieur,PER,PER,303441," jovial au bout d'un instant, "
"atiquement. Mathématiquement, ",303633,Monsieur,PER,PER,303641, ! Il conviendrait d'assurer d
 se refusent pas grand'chose. ,304780,Monsieur,PER,PER,304788,", il n'y a pas d'êtres plus in"
s mineurs des départements du ,305079,Nord,LOC,LOC,305083,", au contraire, habitent des t"
"uction donne la patience, mon ",306814,cher Monsieur,PER,PER,306827,. Elle donne une patience d'an
"encore mieux que les courses, ",307261,Monsieur,PER,PER,307269,", pour tenir en bride les mauv"
"ilà la trilogie... Du papier, ",307716,Monsieur,PER,PER,307724,", du papier !... 
Le Monsieur "
et semble vouloir s'endormir. ,307806,Le Monsieur,PER,PER,307817," jovial en fait autant. Moi, j"
"oi aussi. 
Une exclamation du ",308414,Monsieur,PER,PER,308422," jovial me réveille. 
– Ah ! s"
"e craignais de vous déranger, ",308540,Monsieur,PER,PER,308548,", continue-t-il en se tournant"
"vez là une bien belle montre, ",308928,Monsieur,PER,PER,308936,". 
Oui. J'en ai beaucoup comme"
à que se trouve le cabinet de ,312765,Monsieur,PER,PER,312773,". En face, à droite ou à gauch"
ont le chiffre ferait loucher ,314439,Paternoster,PER,PER,314450, ; en face d'un lot assez cons
cessaire à l'acte -- comme si ,346886,Hercule,PER,PER,346893,", qui combattit Cacus dans les"
mais sa propre misère morale. ,347333,La Révolution,MISC,MISC,347346, prend l'aspect d'une Némésis 
volution prend l'aspect d'une ,347368,Némésis,PER,PER,347375," assagie et bavarde, établie e"
"a petite femme du monde... 
– ",352688,Renée,PER,PER,352693, ? Non. Je l'ai bien vue deux 
 un voleur de premier ordre ; ,354642,Dieu,MISC,MISC,354646," seul, s'il existe, connaît le"
"esseur Machin, criminaliste. 
",365083,Saluts,PER,PER,365089,", poignées de mains, petite co"
"un café. 
Et comment se porte ",365262,Mme Montareuil,PER,PER,365276," ? Pas trop mal, bien qu'elle "
rtage-t-il cette mélancolie ? ,365448,Mon Dieu !,MISC,MISC,365458, oui ; il ne s'en défend pas. 
ises modernes. Il a fondé une ,365977,Revue,MISC,MISC,365982,". 
– La « Revue Pénitentiaire."
"ute un peu, car enfin... Mais ",366444,Montareuil,PER,PER,366454, me démontre que j'ai le plus 
" malfaiteur. Que voulez-vous, ",368175,Monsieur,PER,PER,368183, ? Un criminel est un invalide
"de physique. N'en doutez pas, ",368859,Monsieur,PER,PER,368867, ; tout criminel présente des 
"ient pas l'examen. Car enfin, ",369329,Monsieur,PER,PER,369337,", où sont, dans l'admirable so"
"ttines aussi pointues. Voilà, ",370824,Monsieur,PER,PER,370832,. Ah ! la science est une bell
"ères. Et, d'ailleurs, puisque ",371505,M.,PER,PER,371507, le professeur Machin parlait 
"ontareuil. Pourquoi, mon cher ",372841,Randal,PER,PER,372847,", n'écririez-vous pas un artic"
ue... Mais le criminaliste et ,373270,Montareuil,PER,PER,373280, ont les yeux fixés sur moi ; 
 ! merci ! s'écrient en chœur ,373652,Montareuil,PER,PER,373662," et le criminaliste. 
Ils me s"
"se d'inattendu ! Je suis sûr, ",374361,Monsieur,PER,PER,374369,", que vous ferez un chef-d'œuv"
ar un éloge pompeux du maître ,377128,Lombroso,PER,PER,377136,", où je mettais en pleine lumi"
voyage sans son mari et qu'un ,377925,Monsieur,PER,PER,377933, sympathique s'est installé da
"uratet ! Le voilà, à son âge, ",378681,Directeur,PER,PER,378690, des Douzièmes Provisoires ; e
"e intérieur est ravissant, et ",379559,Mme Mouratet,PER,PER,379571, est une des femmes les mieux 
"– Tout ce que je sais, répond ",379927,Mouratet,PER,PER,379935,", c'est que le mariage m'a por"
 au Cirque qu'en soirée. Mais ,382165,Mouratet,PER,PER,382173, insiste ; il revient même à l
e suis pas plutôt annoncé que ,382463,Mouratet,PER,PER,382471, vient m'accueillir et me prés
"n éclat de rire me répond. 
– ",382687,Mon Dieu,MISC,MISC,382695,", Monsieur, que votre étude da"
" rire me répond. 
– Mon Dieu, ",382697,Monsieur,PER,PER,382705,", que votre étude dans la « Re"
"suis ravie de vous connaître, ",382906,Monsieur,PER,PER,382914,", et mon mari ne pouvait me fa"
"rouver une parole, tandis que ",383367,Renée,PER,PER,383372, -- car c'est elle -- va recev
si l'on s'en est aperçu. Mais ,383845,Mouratet,PER,PER,383853," n'a rien remarqué. 
– Comment"
out le monde. Ah ! mon pauvre ,384303,Mouratet,PER,PER,384311,", je comprends que tout t'ait "
"st intéressante, cette petite ",384754,Renée,PER,PER,384759, qui tire si joliment sa révér
" ! 
Je voudrais bien parler à ",386259,Renée,PER,PER,386264,". Justement, elle vient de se "
 Je lui ai dit qu'il était le ,387959,Strauss,PER,PER,387966, de demain. Pourquoi pas l'Off
ins souveraines du Peuple. Le ,389473,Peuple,MISC,MISC,389479,", citoyens ! Et nous oserions,"
t la vertueuse indignation de ,389838,Mouratet,PER,PER,389846,", ce Mouratet qui vit au milie"
"emme, avec de l'argent auquel ",389929,Vespasien,PER,PER,389938, aurait trouvé une odeur. Mais
bien. Mais l'en blâmerai-je ? ,390419,Dieu,MISC,MISC,390423, m'en garde. Il ne faut point 
". 
J'ai apporté la pince ; et ",390631,Renée,PER,PER,390636, m'a présenté aux trois person
"iez bien avoir raison, me dit ",392300,Renée,PER,PER,392305, à qui j'expose un jour mes id
"est certain, par exemple, que ",392384,Mme Courbassol,PER,PER,392398," qui, je crois, vous a laissé "
s endormi dans les délices de ,393225,Capoue,LOC,LOC,393231," -- délices peu enviables, au "
" coup, je la reconnais. C'est ",394662,Margot,PER,PER,394668,", Marguerite, l'ancienne femme"
"e la reconnais. C'est Margot, ",394670,Marguerite,PER,PER,394680,", l'ancienne femme de chambre "
'ancienne femme de chambre de ,394713,Mme Montareuil,PER,PER,394727,". 
– Enfin, te voilà ! s'écrie"
s côte à côte dans l'allée et ,395426,Marguerite,PER,PER,395436, me fait le récit de ses avent
 renvoyée sans certificat par ,395522,Mme Montareuil,PER,PER,395536,", à la suite de ce vol dont on"
"eu beaucoup de mal, la pauvre ",395691,Margot,PER,PER,395697,. Elle a été obligée de poser 
s eu à se plaindre ; ah ! mon ,395964,Dieu,MISC,MISC,395968,", non. Elle a une chance infer"
